location,site,type,year,sample.no,depth,density,swe,htc
RIDe,RID,treeline,2008,30,59,284.6913253,167.9678819,0.403872039
RIDe,RID,treeline,2008,31,86,263.6705123,226.7566406,0.237668708
RIDe,RID,treeline,2008,32,50,279.9464699,139.9732349,0.460815753
RIDe,RID,treeline,2008,33,56,192.9631024,108.0593374,0.195482484
RIDt,RID,tundra,2008,1,10,305.1416522,30.51416522,2.73747598
RIDt,RID,tundra,2008,2,14,255.9510582,35.83314814,1.375729828
RIDt,RID,tundra,2008,3,10,265.9491464,26.59491464,2.079431085
RIDt,RID,tundra,2008,4,14,277.9468522,38.91255931,1.622343506
RIDt,RID,tundra,2008,5,6,279.9464699,16.79678819,3.840131274
RIDt,RID,tundra,2008,6,30,298.6095679,89.58287036,0.873843205
RIDt,RID,tundra,2008,7,4,258.9504846,10.35801939,4.928568481
RIDt,RID,tundra,2008,8,7,171.9671172,12.0376982,1.242052955
RIDt,RID,tundra,2008,9,8,251.9518229,20.15614583,2.332879749
RIDt,RID,tundra,2008,10,8.5,293.1204214,24.91523582,2.971806699
RIDt,RID,tundra,2008,11,10,341.5346932,34.15346932,3.429390833
RIDt,RID,tundra,2008,12,16,208.210187,33.31362991,0.796583481
RIDt,RID,tundra,2008,13,9,239.5097576,21.55587818,1.873920849
RIDt,RID,tundra,2008,14,12,590.220474,70.82645688,8.534825093
RIDt,RID,tundra,2008,15,2,237.9544994,4.759089988,8.323484535
RIDt,RID,tundra,2008,16,6,279.9464699,16.79678819,3.840131274
RIDt,RID,tundra,2008,17,2,167.9678819,3.359357638,4.147341775
RIDt,RID,tundra,2008,18,10,279.9464699,27.99464699,2.304078764
RIDt,RID,tundra,2008,19,14,259.9502934,36.39304108,1.419057256
RIDt,RID,tundra,2008,20,4,349.9330873,13.99732349,9.000307672
RIDt,RID,tundra,2008,21,7,119.9770585,8.398394096,0.604568772
RIDt,RID,tundra,2008,22,5,324.737905,16.23689525,6.20073677
RIDt,RID,tundra,2008,23,18,242.6202739,43.6716493,0.961455089
RIDt,RID,tundra,2008,24,14,263.9495287,36.95293402,1.463056428
RIDt,RID,tundra,2008,25,14,247.9525876,34.71336226,1.2910902
RIDt,RID,tundra,2008,26,4,223.9571759,8.958287036,3.686526023
RIDt,RID,tundra,2008,27,10.5,271.9479993,28.55453993,2.070760001
RIDt,RID,tundra,2008,28,7,279.9464699,19.59625289,3.291541092
RIDt,RID,tundra,2008,29,5,223.9571759,11.19785879,2.949220818
RIDt,RID,tundra,2008,30,9,251.9518229,22.67566406,2.073670888
RIDt,RID,tundra,2008,31,3,391.9250578,11.75775173,15.05331459
RIDt,RID,tundra,2008,32,5,195.9625289,9.798126445,2.257997189
RIDt,RID,tundra,2008,33,9,273.7254372,24.63528935,2.447570089
ROKf,ROK,forest,2008,1,66,178.1477536,117.5775173,0.141372226
ROKf,ROK,forest,2008,2,66,169.6645272,111.9785879,0.128228776
ROKf,ROK,forest,2008,3,70,179.9655878,125.9759114,0.136027974
ROKf,ROK,forest,2008,4,44,178.1477536,78.38501156,0.212058339
ROKf,ROK,forest,2008,5,52,161.5075788,83.98394096,0.147478869
ROKf,ROK,forest,2008,6,90,230.1782086,207.1603877,0.173074558
ROKf,ROK,forest,2008,7,68,164.674394,111.9785879,0.117243984
ROKf,ROK,forest,2008,8,62,135.4579693,83.98394096,0.087009117
ROKf,ROK,forest,2008,9,74,226.9836242,167.9678819,0.204693788
ROKf,ROK,forest,2008,10,82,245.8066565,201.5614583,0.216631076
ROKf,ROK,forest,2008,11,34,214.0767123,72.78608217,0.396284664
ROKf,ROK,forest,2008,12,54,228.104531,123.1764467,0.283283575
ROKf,ROK,forest,2008,13,38,206.2763462,78.38501156,0.329202098
ROKf,ROK,forest,2008,14,56,254.9512493,142.7726996,0.341250733
ROKf,ROK,forest,2008,15,48,221.6242886,106.3796585,0.300843618
ROKf,ROK,forest,2008,16,69,247.4889081,170.7673466,0.260981498
ROKf,ROK,forest,2008,17,60,209.9598524,125.9759114,0.216007384
ROKf,ROK,forest,2008,18,76,228.3773833,173.5668113,0.201762255
ROKf,ROK,forest,2008,19,78,244.0558968,190.3635995,0.224507751
ROKf,ROK,forest,2008,20,58,236.5065004,137.1737702,0.283534232
ROKf,ROK,forest,2008,21,63,217.7361432,137.1737702,0.221242131
ROKf,ROK,forest,2008,22,65,163.6610132,106.3796585,0.121150286
ROKf,ROK,forest,2008,23,68,144.0900948,97.98126445,0.089764925
ROKf,ROK,forest,2008,24,67,200.558665,134.3743055,0.17650434
ROKf,ROK,forest,2008,25,60,158.6363329,95.18179975,0.123310882
ROKf,ROK,forest,2008,26,64,192.463198,123.1764467,0.170162067
ROKf,ROK,forest,2008,27,64,174.9665437,111.9785879,0.140629807
ROKf,ROK,forest,2008,28,64,209.9598524,134.3743055,0.202506923
ROKf,ROK,forest,2008,29,70,171.9671172,120.376982,0.124205295
ROKf,ROK,forest,2008,30,60,209.9598524,125.9759114,0.216007384
ROKf,ROK,forest,2008,31,55,203.5974326,111.9785879,0.221579325
ROKf,ROK,forest,2008,32,59,189.7942169,111.9785879,0.179498684
ROKf,ROK,forest,2008,33,60,177.2994309,106.3796585,0.154031932
ROKe,ROK,treeline,2008,1,41,273.1185072,111.9785879,0.534891546
ROKe,ROK,treeline,2008,2,41,273.1185072,111.9785879,0.534891546
ROKe,ROK,treeline,2008,3,50,260.350217,130.1751085,0.398559545
ROKe,ROK,treeline,2008,4,66,229.0471117,151.1710937,0.233696945
ROKe,ROK,treeline,2008,5,82,249.2206378,204.360923,0.222690394
ROKe,ROK,treeline,2008,6,44,209.9598524,92.38233506,0.294555524
ROKe,ROK,treeline,2008,7,40,174.9665437,69.98661747,0.225007692
ROKe,ROK,treeline,2008,8,68,247.0115911,167.9678819,0.263798963
ROKe,ROK,treeline,2008,9,35,215.9587053,75.58554686,0.391760564
ROKe,ROK,treeline,2008,10,81,262.6658236,212.7593171,0.250420253
ROKe,ROK,treeline,2008,11,71,252.3461137,179.1657407,0.263683056
ROKe,ROK,treeline,2008,12,33,229.0471117,75.58554686,0.467393889
ROKe,ROK,treeline,2008,13,75,227.6897955,170.7673466,0.20322316
ROKe,ROK,treeline,2008,14,54,258.6912749,139.6932885,0.364348623
ROKe,ROK,treeline,2008,15,52,255.7203331,132.9745732,0.369721332
ROKe,ROK,treeline,2008,16,39,276.3574126,107.7793909,0.575738085
ROKe,ROK,treeline,2008,17,27,176.2625921,47.59089988,0.33830146
ROKe,ROK,treeline,2008,18,24,227.4565068,54.58956162,0.633771665
ROKe,ROK,treeline,2008,19,15,261.2833719,39.19250578,1.338072408
ROKe,ROK,treeline,2008,20,25,235.1550347,58.78875867,0.65030319
ROKe,ROK,treeline,2008,21,5,335.9357638,16.79678819,6.635746841
ROKe,ROK,treeline,2008,22,12,198.2954162,23.79544994,0.963366266
ROKe,ROK,treeline,2008,23,12,279.9464699,33.59357638,1.920065637
ROKe,ROK,treeline,2008,24,22,248.134371,54.58956162,0.822807992
ROKe,ROK,treeline,2008,25,32,266.8239791,85.38367331,0.654104392
ROKe,ROK,treeline,2008,26,47,262.0775463,123.1764467,0.429644345
ROKe,ROK,treeline,2008,27,50,246.3528935,123.1764467,0.356855719
ROKe,ROK,treeline,2008,28,55,218.8672401,120.376982,0.256062608
ROKe,ROK,treeline,2008,29,55,180.6927215,99.3809968,0.17452834
ROKe,ROK,treeline,2008,30,57,243.111408,138.5735026,0.304847861
ROKe,ROK,treeline,2008,31,51,466.5774498,237.9544994,1.254944861
ROKe,ROK,treeline,2008,32,61,234.053606,142.7726996,0.264026895
ROKe,ROK,treeline,2008,33,31,275.4312042,85.38367331,0.719468722
ROKt,ROK,tundra,2008,1,8,174.9665437,13.99732349,1.125038459
ROKt,ROK,tundra,2008,2,10,293.9437934,29.39437934,2.540246837
ROKt,ROK,tundra,2008,3,2,237.9544994,4.759089988,8.323484535
ROKt,ROK,tundra,2008,4,6,139.9732349,8.398394096,0.960032818
ROKt,ROK,tundra,2008,5,4,139.9732349,5.598929397,1.440049228
ROKt,ROK,tundra,2008,6,4.5,311.0516332,13.99732349,6.321203743
ROKt,ROK,tundra,2008,7,7,195.9625289,13.71737702,1.612855135
ROKt,ROK,tundra,2008,8,16,262.4498155,41.99197048,1.265668266
ROKt,ROK,tundra,2008,9,8,234.4551685,18.75641348,2.020119057
ROKt,ROK,tundra,2008,10,8,97.98126445,7.838501156,0.352812061
ROKt,ROK,tundra,2008,11,5,251.9518229,12.59759114,3.732607598
ROKt,ROK,tundra,2008,12,5,251.9518229,12.59759114,3.732607598
ROKt,ROK,tundra,2008,13,4,209.9598524,8.398394096,3.240110762
ROKt,ROK,tundra,2008,14,6,163.3021074,9.798126445,1.306711336
ROKt,ROK,tundra,2008,15,9,223.9571759,20.15614583,1.63845601
ROKt,ROK,tundra,2008,16,8,167.9678819,13.43743055,1.036835444
ROKt,ROK,tundra,2008,17,6,223.9571759,13.43743055,2.457684015
ROKt,ROK,tundra,2008,18,6,186.6309799,11.19785879,1.70672501
ROKt,ROK,tundra,2008,19,6,186.6309799,11.19785879,1.70672501
ROKt,ROK,tundra,2008,20,11,279.9464699,30.79411169,2.094617058
ROKt,ROK,tundra,2008,21,6,242.6202739,14.55721643,2.884365268
ROKt,ROK,tundra,2008,22,5,229.5561053,11.47780526,3.098525122
ROKt,ROK,tundra,2008,23,4,174.9665437,6.998661747,2.250076918
ROKt,ROK,tundra,2008,24,6,279.9464699,16.79678819,3.840131274
ROKt,ROK,tundra,2008,25,11,264.6766624,29.11443287,1.872345298
