id,year,month,day,date,wsu_depth,tis_depth,tun_depth,ppa_depth,ppd_depth,mlk_depth,rpp_depth,rti_depth
101,2015,1,5,2015-01-05,NA,NA,NA,NA,NA,2,NA,NA
102,2015,1,6,2015-01-06,NA,NA,NA,NA,NA,1,NA,NA
103,2015,1,7,2015-01-07,NA,NA,NA,NA,NA,6,NA,NA
104,2015,1,8,2015-01-08,NA,NA,NA,NA,NA,4,NA,NA
105,2015,1,9,2015-01-09,NA,NA,NA,NA,NA,6,NA,NA
106,2015,1,10,2015-01-10,NA,NA,NA,NA,NA,5,NA,NA
107,2015,1,11,2015-01-11,NA,NA,NA,NA,NA,3,NA,NA
108,2015,1,12,2015-01-12,NA,NA,NA,NA,NA,5,NA,NA
109,2015,1,13,2015-01-13,NA,NA,NA,NA,NA,5,NA,NA
110,2015,1,14,2015-01-14,NA,NA,NA,NA,NA,3,NA,NA
111,2015,1,15,2015-01-15,NA,NA,NA,NA,NA,2,NA,NA
112,2015,1,16,2015-01-16,NA,NA,NA,NA,NA,2,NA,NA
113,2015,1,17,2015-01-17,NA,NA,NA,NA,NA,11,NA,NA
114,2015,1,18,2015-01-18,NA,NA,NA,NA,NA,10,NA,NA
115,2015,1,19,2015-01-19,NA,NA,NA,NA,NA,19,NA,NA
116,2015,1,20,2015-01-20,NA,NA,NA,NA,NA,18,NA,NA
117,2015,1,21,2015-01-21,NA,NA,NA,NA,NA,18,NA,NA
118,2015,1,22,2015-01-22,NA,NA,NA,NA,NA,26,NA,NA
119,2015,1,23,2015-01-23,NA,NA,NA,NA,NA,26,NA,NA
120,2015,1,24,2015-01-24,NA,NA,NA,NA,NA,22,NA,NA
121,2015,1,25,2015-01-25,NA,NA,NA,NA,NA,22,NA,NA
122,2015,1,26,2015-01-26,NA,NA,NA,NA,NA,22,NA,NA
123,2015,1,27,2015-01-27,NA,NA,NA,NA,NA,22,NA,NA
124,2015,1,28,2015-01-28,NA,NA,NA,NA,NA,17,NA,NA
125,2015,1,29,2015-01-29,NA,NA,NA,NA,NA,17,NA,NA
126,2015,1,30,2015-01-30,NA,NA,NA,NA,NA,17,NA,NA
127,2015,1,31,2015-01-31,NA,NA,NA,NA,NA,16,NA,NA
128,2015,2,1,2015-02-01,NA,NA,NA,NA,NA,15,NA,NA
129,2015,2,2,2015-02-02,NA,NA,NA,NA,NA,15,NA,NA
130,2015,2,3,2015-02-03,NA,NA,NA,NA,NA,14,NA,NA
131,2015,2,4,2015-02-04,NA,NA,NA,NA,NA,14,NA,NA
132,2015,2,5,2015-02-05,NA,NA,NA,NA,NA,15,NA,NA
133,2015,2,6,2015-02-06,NA,NA,NA,NA,NA,14,NA,NA
134,2015,2,7,2015-02-07,NA,NA,NA,NA,NA,12,NA,NA
135,2015,2,8,2015-02-08,NA,NA,NA,NA,NA,16,NA,NA
136,2015,2,9,2015-02-09,NA,NA,NA,NA,NA,15,NA,NA
137,2015,2,10,2015-02-10,NA,NA,NA,NA,NA,14,NA,NA
138,2015,2,11,2015-02-11,NA,NA,NA,NA,NA,13,NA,NA
139,2015,2,12,2015-02-12,NA,NA,NA,NA,NA,15,NA,NA
140,2015,2,13,2015-02-13,NA,NA,NA,NA,NA,16,NA,NA
141,2015,2,14,2015-02-14,NA,NA,NA,NA,NA,13,NA,NA
142,2015,2,15,2015-02-15,NA,NA,NA,NA,NA,18,NA,NA
143,2015,2,16,2015-02-16,NA,NA,NA,NA,NA,15,NA,NA
144,2015,2,17,2015-02-17,NA,NA,NA,NA,NA,14,NA,NA
145,2015,2,18,2015-02-18,NA,NA,NA,NA,NA,13,NA,NA
146,2015,2,19,2015-02-19,NA,NA,NA,NA,NA,15,NA,NA
147,2015,2,20,2015-02-20,NA,NA,NA,NA,NA,13,NA,NA
148,2015,2,21,2015-02-21,NA,NA,NA,NA,NA,13,NA,NA
149,2015,2,22,2015-02-22,NA,NA,NA,NA,NA,14,NA,NA
150,2015,2,23,2015-02-23,NA,NA,NA,NA,NA,23,NA,NA
151,2015,2,24,2015-02-24,NA,NA,NA,NA,NA,40,NA,NA
152,2015,2,25,2015-02-25,NA,NA,NA,NA,NA,41,NA,NA
153,2015,2,26,2015-02-26,NA,NA,NA,NA,NA,42,NA,NA
154,2015,2,27,2015-02-27,NA,NA,NA,NA,NA,41,NA,NA
155,2015,2,28,2015-02-28,NA,NA,NA,NA,NA,41,NA,NA
156,2015,3,1,2015-03-01,NA,NA,NA,NA,NA,37,NA,NA
157,2015,3,2,2015-03-02,65,NA,2,NA,NA,38,NA,NA
158,2015,3,3,2015-03-03,65,NA,2,NA,NA,37,NA,NA
159,2015,3,4,2015-03-04,64,NA,2,NA,NA,35,NA,NA
160,2015,3,5,2015-03-05,64,NA,2,NA,NA,37,NA,NA
161,2015,3,6,2015-03-06,64,NA,3,NA,NA,37,NA,NA
162,2015,3,7,2015-03-07,64,NA,3,NA,NA,37,NA,NA
163,2015,3,8,2015-03-08,64,NA,3,NA,NA,35,NA,NA
164,2015,3,9,2015-03-09,65,NA,3,NA,NA,37,NA,NA
165,2015,3,10,2015-03-10,65,NA,3,NA,NA,38,NA,NA
166,2015,3,11,2015-03-11,65,NA,3,NA,NA,36,NA,90
167,2015,3,12,2015-03-12,65,NA,3,NA,NA,36,NA,90
168,2015,3,13,2015-03-13,65,NA,3,NA,NA,38,NA,90
169,2015,3,14,2015-03-14,66,NA,3,NA,NA,44,NA,93
170,2015,3,15,2015-03-15,60,NA,1,NA,NA,46,NA,NA
171,2015,3,16,2015-03-16,60,NA,1,NA,NA,40,NA,NA
172,2015,3,17,2015-03-17,60,NA,1,NA,NA,40,NA,NA
173,2015,3,18,2015-03-18,64,NA,1,NA,NA,39,NA,NA
174,2015,3,19,2015-03-19,64,NA,1,NA,NA,38,NA,NA
175,2015,3,20,2015-03-20,64,NA,1,NA,NA,38,NA,NA
176,2015,3,21,2015-03-21,65,NA,1,NA,NA,39,NA,NA
177,2015,3,22,2015-03-22,64,NA,1,NA,NA,39,NA,NA
178,2015,3,23,2015-03-23,64,NA,1,NA,NA,39,NA,NA
179,2015,3,24,2015-03-24,64,NA,1,NA,NA,39,NA,NA
180,2015,3,25,2015-03-25,64,NA,1,NA,NA,39,NA,NA
181,2015,3,26,2015-03-26,64,NA,1,NA,NA,39,NA,NA
182,2015,3,27,2015-03-27,63,NA,1,NA,NA,41,NA,NA
183,2015,3,28,2015-03-28,63,NA,1,NA,NA,43,NA,NA
184,2015,3,29,2015-03-29,62,NA,0,NA,NA,39,NA,NA
185,2015,3,30,2015-03-30,61,NA,0,NA,NA,38,NA,NA
186,2015,3,31,2015-03-31,61,NA,1,NA,NA,39,NA,NA
187,2015,4,1,2015-04-01,65,NA,2,NA,NA,38,NA,NA
188,2015,4,2,2015-04-02,64,NA,1,NA,NA,36,NA,NA
189,2015,4,3,2015-04-03,63,NA,1,NA,NA,36,NA,NA
190,2015,4,4,2015-04-04,64,NA,1,NA,NA,36,NA,NA
191,2015,4,5,2015-04-05,64,NA,1,NA,NA,36,NA,NA
192,2015,4,6,2015-04-06,64,NA,1,NA,NA,36,NA,NA
193,2015,4,7,2015-04-07,64,NA,1,NA,NA,38,NA,NA
194,2015,4,8,2015-04-08,63,NA,0,NA,NA,40,NA,NA
195,2015,4,9,2015-04-09,62,NA,0,NA,NA,40,NA,NA
196,2015,4,10,2015-04-10,61,NA,0,NA,NA,41,NA,0
197,2015,4,11,2015-04-11,58,NA,0,NA,NA,39,NA,NA
198,2015,4,12,2015-04-12,55,NA,0,NA,NA,38,NA,NA
199,2015,4,13,2015-04-13,54,NA,0,NA,NA,33,NA,NA
200,2015,4,14,2015-04-14,54,NA,0,NA,NA,32,NA,NA
201,2015,4,15,2015-04-15,54,NA,0,NA,NA,34,NA,90
202,2015,4,16,2015-04-16,55,NA,0,NA,NA,35,NA,93
203,2015,4,17,2015-04-17,54,NA,0,NA,NA,34,NA,NA
204,2015,4,18,2015-04-18,54,NA,0,NA,NA,36,NA,93
205,2015,4,19,2015-04-19,55,NA,0,NA,NA,39,NA,NA
206,2015,4,20,2015-04-20,55,NA,0,NA,NA,38,NA,NA
207,2015,4,21,2015-04-21,55,NA,0,NA,NA,36,NA,NA
208,2015,4,22,2015-04-22,56,NA,0,NA,NA,35,NA,NA
209,2015,4,23,2015-04-23,56,NA,0,NA,NA,34,NA,NA
210,2015,4,24,2015-04-24,56,NA,1,NA,NA,34,NA,NA
211,2015,4,25,2015-04-25,56,NA,0,NA,NA,36,NA,NA
212,2015,4,26,2015-04-26,55,NA,0,NA,NA,36,NA,NA
213,2015,4,27,2015-04-27,55,NA,0,NA,NA,37,NA,NA
214,2015,4,28,2015-04-28,60,NA,0,NA,NA,39,NA,NA
215,2015,4,29,2015-04-29,59,NA,0,NA,NA,37,NA,NA
216,2015,4,30,2015-04-30,53,NA,0,NA,NA,35,NA,NA
217,2015,5,1,2015-05-01,NA,NA,0,NA,NA,32,NA,NA
218,2015,5,2,2015-05-02,NA,NA,0,NA,NA,27,NA,NA
219,2015,5,3,2015-05-03,NA,NA,1,NA,NA,23,NA,NA
220,2015,5,4,2015-05-04,NA,NA,1,NA,NA,22,NA,NA
221,2015,5,5,2015-05-05,NA,NA,0,NA,NA,22,NA,NA
222,2015,5,6,2015-05-06,NA,NA,0,NA,NA,21,NA,76
223,2015,5,7,2015-05-07,NA,NA,0,NA,NA,22,NA,85
224,2015,5,8,2015-05-08,54,NA,1,NA,NA,27,NA,NA
225,2015,5,9,2015-05-09,NA,NA,0,NA,NA,24,NA,NA
226,2015,5,10,2015-05-10,NA,NA,0,NA,NA,24,NA,NA
227,2015,5,11,2015-05-11,NA,NA,0,NA,NA,24,NA,NA
228,2015,5,12,2015-05-12,NA,NA,0,NA,NA,20,NA,99
229,2015,5,13,2015-05-13,NA,NA,0,NA,NA,19,NA,NA
230,2015,5,14,2015-05-14,NA,NA,0,NA,NA,12,NA,85
231,2015,5,15,2015-05-15,NA,NA,0,NA,NA,9,NA,NA
232,2015,5,16,2015-05-16,NA,NA,0,NA,NA,3,NA,63
233,2015,5,17,2015-05-17,NA,NA,0,NA,NA,3,NA,65
234,2015,5,18,2015-05-18,NA,NA,0,NA,NA,0,NA,61
235,2015,5,19,2015-05-19,NA,NA,0,NA,NA,0,NA,56
236,2015,5,20,2015-05-20,0,NA,0,NA,NA,0,NA,52
237,2015,5,21,2015-05-21,0,NA,0,NA,NA,0,NA,49
238,2015,5,22,2015-05-22,0,NA,0,NA,NA,0,NA,NA
239,2015,5,23,2015-05-23,0,NA,0,NA,NA,0,NA,NA
240,2015,5,24,2015-05-24,0,NA,0,NA,NA,0,NA,NA
241,2015,5,25,2015-05-25,0,NA,0,NA,NA,0,NA,NA
242,2015,5,26,2015-05-26,0,NA,0,NA,NA,0,NA,NA
243,2015,5,27,2015-05-27,0,NA,0,NA,NA,0,NA,NA
244,2015,5,28,2015-05-28,0,NA,0,NA,NA,0,NA,10
245,2015,5,29,2015-05-29,0,NA,0,NA,NA,0,NA,10
246,2015,5,30,2015-05-30,0,NA,0,NA,NA,0,NA,8
247,2015,5,31,2015-05-31,0,NA,0,NA,NA,0,NA,NA
248,2015,6,1,2015-06-01,0,NA,0,NA,NA,0,NA,NA
249,2015,6,2,2015-06-02,0,NA,0,NA,NA,0,NA,10
250,2015,6,3,2015-06-03,0,NA,0,NA,NA,0,NA,8
251,2015,6,4,2015-06-04,0,NA,0,NA,NA,0,NA,NA
252,2015,6,5,2015-06-05,0,NA,0,NA,NA,0,NA,NA
253,2015,6,6,2015-06-06,0,NA,0,NA,NA,0,NA,NA
254,2015,6,7,2015-06-07,0,NA,0,NA,NA,0,NA,NA
255,2015,6,8,2015-06-08,0,NA,0,NA,NA,0,NA,8
256,2015,6,9,2015-06-09,0,NA,0,NA,NA,0,NA,8
257,2015,6,10,2015-06-10,0,NA,0,NA,NA,0,NA,10
258,2015,6,11,2015-06-11,0,NA,0,NA,NA,0,NA,10
259,2015,6,12,2015-06-12,0,NA,0,NA,NA,0,NA,10
260,2015,6,13,2015-06-13,0,NA,0,NA,NA,0,0,0
261,2015,6,14,2015-06-14,0,NA,0,NA,NA,0,0,0
262,2015,6,15,2015-06-15,0,0,0,NA,NA,0,0,0
263,2015,6,16,2015-06-16,0,0,0,NA,NA,15,0,0
264,2015,6,17,2015-06-17,0,0,0,NA,NA,0,0,0
265,2015,6,18,2015-06-18,0,0,0,NA,NA,0,0,0
266,2015,6,19,2015-06-19,0,0,0,NA,NA,0,0,0
267,2015,6,20,2015-06-20,0,0,0,NA,NA,0,0,0
268,2015,6,21,2015-06-21,0,0,0,NA,NA,0,0,0
269,2015,6,22,2015-06-22,0,0,0,NA,NA,0,0,0
270,2015,6,23,2015-06-23,0,0,0,NA,NA,0,0,0
271,2015,6,24,2015-06-24,0,0,0,NA,NA,0,0,0
272,2015,6,25,2015-06-25,0,0,0,NA,NA,0,0,0
273,2015,6,26,2015-06-26,0,0,0,NA,NA,0,0,0
274,2015,6,27,2015-06-27,0,0,0,NA,NA,0,0,0
275,2015,6,28,2015-06-28,0,0,0,NA,NA,0,0,0
276,2015,6,29,2015-06-29,0,0,0,NA,NA,0,0,0
277,2015,6,30,2015-06-30,0,0,0,NA,NA,0,0,0
278,2015,7,1,2015-07-01,0,0,0,NA,NA,0,0,0
279,2015,7,2,2015-07-02,0,0,0,NA,NA,0,0,0
280,2015,7,3,2015-07-03,0,0,0,NA,NA,0,0,0
281,2015,7,4,2015-07-04,0,0,0,NA,NA,0,0,0
282,2015,7,5,2015-07-05,0,0,0,NA,NA,0,0,0
283,2015,7,6,2015-07-06,0,0,0,NA,NA,0,0,0
284,2015,7,7,2015-07-07,0,0,0,NA,NA,0,0,0
285,2015,7,8,2015-07-08,0,0,0,NA,NA,0,0,0
286,2015,7,9,2015-07-09,0,0,0,NA,NA,0,0,0
287,2015,7,10,2015-07-10,0,0,0,NA,NA,0,0,0
288,2015,7,11,2015-07-11,0,0,0,NA,NA,0,0,0
289,2015,7,12,2015-07-12,0,0,0,NA,NA,0,0,0
290,2015,7,13,2015-07-13,0,0,0,NA,NA,0,0,0
291,2015,7,14,2015-07-14,0,0,0,NA,NA,0,0,0
292,2015,7,15,2015-07-15,0,0,0,NA,NA,0,0,0
293,2015,7,16,2015-07-16,0,0,0,NA,NA,0,0,0
294,2015,7,17,2015-07-17,0,0,0,NA,NA,0,0,0
295,2015,7,18,2015-07-18,0,0,0,NA,NA,0,0,0
296,2015,7,19,2015-07-19,0,0,0,NA,NA,0,0,0
297,2015,7,20,2015-07-20,0,0,0,NA,NA,0,0,0
298,2015,7,21,2015-07-21,0,0,0,NA,NA,0,0,0
299,2015,7,22,2015-07-22,0,0,0,NA,NA,0,0,0
300,2015,7,23,2015-07-23,0,0,0,NA,NA,0,0,0
301,2015,7,24,2015-07-24,0,0,0,NA,NA,0,0,0
302,2015,7,25,2015-07-25,0,0,0,NA,NA,0,0,0
303,2015,7,26,2015-07-26,0,0,0,NA,NA,0,0,0
304,2015,7,27,2015-07-27,0,0,0,NA,NA,0,0,0
305,2015,7,28,2015-07-28,0,0,0,NA,NA,0,0,0
306,2015,7,29,2015-07-29,0,0,0,NA,NA,0,0,0
307,2015,7,30,2015-07-30,0,0,0,NA,NA,0,0,0
308,2015,7,31,2015-07-31,0,0,0,NA,NA,0,0,0
309,2015,8,1,2015-08-01,0,0,0,NA,NA,0,0,0
310,2015,8,2,2015-08-02,0,0,0,NA,NA,0,0,0
311,2015,8,3,2015-08-03,0,0,0,NA,NA,0,0,0
312,2015,8,4,2015-08-04,0,0,0,NA,NA,0,0,0
313,2015,8,5,2015-08-05,0,0,0,NA,NA,0,0,0
314,2015,8,6,2015-08-06,0,0,0,NA,NA,0,0,0
315,2015,8,7,2015-08-07,0,0,0,NA,NA,0,0,0
316,2015,8,8,2015-08-08,0,0,0,NA,NA,0,0,0
317,2015,8,9,2015-08-09,0,0,0,NA,NA,0,0,0
318,2015,8,10,2015-08-10,0,0,0,NA,NA,0,0,0
319,2015,8,11,2015-08-11,0,0,0,NA,NA,0,0,0
320,2015,8,12,2015-08-12,0,0,0,NA,NA,0,0,0
321,2015,8,13,2015-08-13,0,0,0,NA,NA,0,0,0
322,2015,8,14,2015-08-14,0,0,0,NA,NA,0,0,0
323,2015,8,15,2015-08-15,0,0,0,NA,NA,0,0,0
324,2015,8,16,2015-08-16,0,0,0,NA,NA,0,0,0
325,2015,8,17,2015-08-17,0,0,0,NA,NA,0,0,0
326,2015,8,18,2015-08-18,0,0,0,NA,NA,0,0,0
327,2015,8,19,2015-08-19,0,0,0,NA,NA,0,0,0
328,2015,8,20,2015-08-20,0,0,0,NA,NA,0,0,0
329,2015,8,21,2015-08-21,0,0,0,NA,NA,0,0,0
330,2015,8,22,2015-08-22,0,0,0,NA,NA,0,0,0
331,2015,8,23,2015-08-23,0,0,0,NA,NA,0,0,0
332,2015,8,24,2015-08-24,0,0,0,NA,NA,0,0,0
333,2015,8,25,2015-08-25,0,0,0,NA,NA,0,0,0
334,2015,8,26,2015-08-26,0,0,0,NA,NA,0,0,0
335,2015,8,27,2015-08-27,0,0,0,NA,NA,0,0,0
336,2015,8,28,2015-08-28,0,0,0,NA,NA,0,0,0
337,2015,8,29,2015-08-29,0,0,0,NA,NA,0,0,0
338,2015,8,30,2015-08-30,0,0,0,NA,NA,0,0,0
339,2015,8,31,2015-08-31,0,0,0,NA,NA,0,0,0
340,2015,9,1,2015-09-01,0,0,0,NA,NA,0,0,0
341,2015,9,2,2015-09-02,0,0,0,NA,NA,0,0,0
342,2015,9,3,2015-09-03,0,0,0,NA,NA,0,0,0
343,2015,9,4,2015-09-04,0,0,0,NA,NA,0,0,0
344,2015,9,5,2015-09-05,0,0,0,NA,NA,0,0,0
345,2015,9,6,2015-09-06,0,0,0,NA,NA,0,0,0
346,2015,9,7,2015-09-07,0,0,0,NA,NA,0,0,0
347,2015,9,8,2015-09-08,0,0,0,NA,NA,0,0,0
348,2015,9,9,2015-09-09,0,0,0,NA,NA,0,0,0
349,2015,9,10,2015-09-10,0,0,0,NA,NA,0,0,0
350,2015,9,11,2015-09-11,0,0,0,NA,NA,0,0,0
351,2015,9,12,2015-09-12,0,0,0,NA,NA,0,0,0
352,2015,9,13,2015-09-13,0,0,0,NA,NA,0,0,0
353,2015,9,14,2015-09-14,0,0,0,NA,NA,0,0,0
354,2015,9,15,2015-09-15,0,0,0,NA,NA,0,0,0
355,2015,9,16,2015-09-16,0,0,0,NA,NA,0,0,0
356,2015,9,17,2015-09-17,0,0,0,NA,NA,0,0,0
357,2015,9,18,2015-09-18,0,0,0,NA,NA,0,0,0
358,2015,9,19,2015-09-19,0,0,0,NA,NA,0,0,0
359,2015,9,20,2015-09-20,0,0,0,NA,NA,0,0,0
360,2015,9,21,2015-09-21,0,0,0,NA,NA,0,0,0
361,2015,9,22,2015-09-22,0,0,0,NA,NA,0,0,0
362,2015,9,23,2015-09-23,0,0,0,NA,NA,0,0,0
363,2015,9,24,2015-09-24,0,0,0,NA,NA,0,0,0
364,2015,9,25,2015-09-25,0,0,0,NA,NA,0,0,0
365,2015,9,26,2015-09-26,0,0,0,NA,NA,0,0,0
366,2015,9,27,2015-09-27,0,0,0,NA,NA,0,0,0
367,2015,9,28,2015-09-28,0,0,0,NA,NA,0,0,0
368,2015,9,29,2015-09-29,0,0,0,NA,NA,0,0,0
369,2015,9,30,2015-09-30,0,0,0,NA,NA,0,0,0
370,2015,10,1,2015-10-01,0,0,0,NA,NA,0,0,0
371,2015,10,2,2015-10-02,0,0,0,NA,NA,0,0,0
372,2015,10,3,2015-10-03,0,0,0,NA,NA,0,0,0
373,2015,10,4,2015-10-04,0,0,0,NA,NA,0,0,0
374,2015,10,5,2015-10-05,0,0,0,NA,NA,0,0,0
375,2015,10,6,2015-10-06,0,0,0,NA,NA,0,0,0
376,2015,10,7,2015-10-07,0,0,0,NA,NA,0,0,0
377,2015,10,8,2015-10-08,0,0,0,NA,NA,0,0,0
378,2015,10,9,2015-10-09,0,0,0,NA,NA,0,0,0
379,2015,10,10,2015-10-10,5,0,0,NA,NA,14,0,0
380,2015,10,11,2015-10-11,5,5,5,NA,NA,17,0,0
381,2015,10,12,2015-10-12,5,0,5,NA,NA,0,0,0
382,2015,10,13,2015-10-13,5,1,5,NA,NA,0,0,0
383,2015,10,14,2015-10-14,5,0,0,NA,NA,14,2,2
384,2015,10,15,2015-10-15,5,1,5,NA,NA,13,NA,NA
385,2015,10,16,2015-10-16,5,5,5,NA,NA,14,NA,NA
386,2015,10,17,2015-10-17,5,1,0,NA,NA,0,2,2
387,2015,10,18,2015-10-18,5,0,0,NA,NA,0,0,0
388,2015,10,19,2015-10-19,5,0,0,NA,NA,0,0,0
389,2015,10,20,2015-10-20,5,0,0,NA,NA,0,0,0
390,2015,10,21,2015-10-21,5,0,0,NA,NA,0,0,0
391,2015,10,22,2015-10-22,5,0,0,NA,NA,0,0,0
392,2015,10,23,2015-10-23,5,0,0,NA,NA,0,0,0
393,2015,10,24,2015-10-24,5,1,5,NA,NA,13,1,1
394,2015,10,25,2015-10-25,5,1,5,NA,NA,14,1,1
395,2015,10,26,2015-10-26,5,1,0,NA,NA,14,0,0
396,2015,10,27,2015-10-27,5,0,0,NA,NA,0,0,0
397,2015,10,28,2015-10-28,5,0,0,NA,NA,13,0,0
398,2015,10,29,2015-10-29,5,0,0,NA,NA,14,NA,NA
399,2015,10,30,2015-10-30,5,5,5,NA,NA,12,NA,NA
400,2015,10,31,2015-10-31,5,5,5,NA,NA,13,4,2
401,2015,11,1,2015-11-01,10,5,5,NA,NA,13,3,2
402,2015,11,2,2015-11-02,10,5,5,NA,NA,14,3,2
403,2015,11,3,2015-11-03,10,5,5,NA,NA,14,3,2
404,2015,11,4,2015-11-04,10,5,5,NA,NA,14,2,0
405,2015,11,5,2015-11-05,10,5,5,NA,NA,14,2,0
406,2015,11,6,2015-11-06,10,5,5,NA,NA,14,NA,0
407,2015,11,7,2015-11-07,10,5,5,NA,NA,15,2,0
408,2015,11,8,2015-11-08,10,5,5,NA,NA,15,3,0
409,2015,11,9,2015-11-09,15,5,5,NA,NA,16,NA,NA
410,2015,11,10,2015-11-10,15,5,5,NA,NA,17,2,0
411,2015,11,11,2015-11-11,15,5,5,NA,NA,16,NA,NA
412,2015,11,12,2015-11-12,15,5,5,NA,NA,16,2,NA
413,2015,11,13,2015-11-13,15,5,5,NA,NA,16,2,0
414,2015,11,14,2015-11-14,15,5,5,NA,NA,16,3,4
415,2015,11,15,2015-11-15,15,10,5,NA,NA,19,6,8
416,2015,11,16,2015-11-16,15,10,5,NA,NA,20,5,8
417,2015,11,17,2015-11-17,15,10,5,NA,NA,19,2,5
418,2015,11,18,2015-11-18,15,10,5,NA,NA,19,2,3
419,2015,11,19,2015-11-19,15,10,5,NA,NA,19,NA,NA
420,2015,11,20,2015-11-20,15,10,5,NA,NA,20,NA,NA
421,2015,11,21,2015-11-21,15,10,5,NA,NA,21,NA,NA
422,2015,11,22,2015-11-22,15,10,5,NA,NA,21,NA,NA
423,2015,11,23,2015-11-23,15,10,5,NA,NA,21,NA,NA
424,2015,11,24,2015-11-24,15,10,5,NA,NA,21,NA,NA
425,2015,11,25,2015-11-25,15,10,5,NA,NA,21,NA,NA
426,2015,11,26,2015-11-26,15,10,5,NA,NA,20,NA,NA
427,2015,11,27,2015-11-27,15,10,5,NA,NA,21,NA,NA
428,2015,11,28,2015-11-28,20,10,5,NA,NA,22,NA,NA
429,2015,11,29,2015-11-29,20,10,5,NA,NA,29,NA,NA
430,2015,11,30,2015-11-30,20,10,5,NA,NA,27,18,27
431,2015,12,1,2015-12-01,25,10,5,NA,NA,26,18,27
432,2015,12,2,2015-12-02,25,10,5,NA,NA,25,NA,NA
433,2015,12,3,2015-12-03,25,10,5,NA,NA,25,15,25
434,2015,12,4,2015-12-04,25,10,5,NA,NA,24,15,25
435,2015,12,5,2015-12-05,25,NA,NA,NA,NA,24,17,27
436,2015,12,6,2015-12-06,30,NA,NA,NA,NA,30,NA,NA
437,2015,12,7,2015-12-07,30,NA,NA,NA,NA,29,16,27
438,2015,12,8,2015-12-08,30,NA,NA,NA,NA,29,18,28
439,2015,12,9,2015-12-09,30,NA,NA,NA,NA,29,17,28
440,2015,12,10,2015-12-10,30,NA,NA,NA,NA,29,NA,NA
441,2015,12,11,2015-12-11,30,NA,NA,NA,NA,30,NA,NA
442,2015,12,12,2015-12-12,30,NA,NA,NA,NA,31,NA,NA
443,2015,12,13,2015-12-13,30,NA,NA,NA,NA,29,NA,NA
444,2015,12,14,2015-12-14,30,NA,NA,NA,NA,29,NA,NA
445,2015,12,15,2015-12-15,30,NA,NA,NA,NA,29,NA,NA
446,2015,12,16,2015-12-16,30,NA,NA,NA,NA,30,18,27
447,2015,12,17,2015-12-17,30,NA,NA,NA,NA,30,18,27
448,2015,12,18,2015-12-18,30,NA,NA,NA,NA,29,NA,NA
449,2015,12,19,2015-12-19,30,10,NA,NA,NA,30,NA,NA
450,2015,12,20,2015-12-20,30,10,NA,NA,NA,31,NA,NA
451,2015,12,21,2015-12-21,30,10,NA,NA,NA,31,NA,NA
452,2015,12,22,2015-12-22,30,10,NA,NA,NA,30,20,35
453,2015,12,23,2015-12-23,30,10,NA,NA,NA,30,20,35
454,2015,12,24,2015-12-24,30,10,NA,NA,NA,30,NA,NA
455,2015,12,25,2015-12-25,30,10,NA,NA,NA,31,NA,NA
456,2015,12,26,2015-12-26,30,10,NA,NA,NA,31,NA,NA
457,2015,12,27,2015-12-27,30,10,NA,NA,NA,31,NA,NA
458,2015,12,28,2015-12-28,30,10,NA,NA,NA,31,NA,NA
459,2015,12,29,2015-12-29,30,10,NA,NA,NA,31,NA,NA
460,2015,12,30,2015-12-30,30,10,NA,NA,NA,31,NA,NA
461,2015,12,31,2015-12-31,30,10,NA,NA,NA,31,NA,NA
462,2016,1,1,2016-01-01,35,10,NA,NA,NA,31,NA,NA
463,2016,1,2,2016-01-02,35,10,NA,NA,NA,32,NA,NA
464,2016,1,3,2016-01-03,35,10,NA,NA,NA,32,NA,NA
465,2016,1,4,2016-01-04,35,10,NA,NA,NA,32,NA,NA
466,2016,1,5,2016-01-05,35,10,NA,NA,NA,32,NA,NA
467,2016,1,6,2016-01-06,35,10,NA,NA,NA,31,NA,NA
468,2016,1,7,2016-01-07,35,10,NA,NA,NA,31,NA,NA
469,2016,1,8,2016-01-08,35,10,NA,NA,NA,31,NA,NA
470,2016,1,9,2016-01-09,35,10,NA,NA,NA,31,NA,NA
471,2016,1,10,2016-01-10,35,10,NA,NA,NA,31,NA,NA
472,2016,1,11,2016-01-11,35,10,NA,NA,NA,32,NA,NA
473,2016,1,12,2016-01-12,35,10,NA,NA,NA,32,20,27
474,2016,1,13,2016-01-13,35,10,NA,NA,NA,32,20,27
475,2016,1,14,2016-01-14,40,15,NA,NA,NA,32,23,30
476,2016,1,15,2016-01-15,40,15,NA,NA,NA,33,23,30
477,2016,1,16,2016-01-16,40,15,NA,NA,NA,33,23,30
478,2016,1,17,2016-01-17,40,15,NA,NA,NA,33,23,30
479,2016,1,18,2016-01-18,40,15,NA,NA,NA,32,23,30
480,2016,1,19,2016-01-19,40,15,NA,NA,NA,33,23,30
481,2016,1,20,2016-01-20,40,15,NA,NA,NA,33,23,30
482,2016,1,21,2016-01-21,40,20,NA,NA,NA,34,23,30
483,2016,1,22,2016-01-22,40,20,NA,NA,NA,33,23,30
484,2016,1,23,2016-01-23,40,20,NA,NA,NA,35,24,33
485,2016,1,24,2016-01-24,40,20,NA,NA,NA,36,24,33
486,2016,1,25,2016-01-25,40,20,NA,NA,NA,37,NA,NA
487,2016,1,26,2016-01-26,40,20,NA,NA,NA,40,NA,NA
