site,sow.year,species,tag,exclosure,treat,treatment,seeded,scarif,no.germ,germ.0,germ.1,germ.2,germ.3,germ.4,germ.5,germ.prop,no.germ.prop,germ.prop.via,surv.prop.0,surv.prop.1,surv.prop.2,surv.prop.3,surv.prop.4,planted,viability
RID,2017,bs,1350b,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1351b,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1352b,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1353b,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1354b,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1355b,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1356b,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1357b,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1358b,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1359b,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1360b,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1361b,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1362b,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1363b,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1364b,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
RID,2017,bs,1365b,no,4,seeded.scarified,1,1,19,1,0,0,0,0,NA,0.05,0.95,0.06,0.00,0.00,0.00,0.00,NA,20,0.855
RID,2017,bs,1366b,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TIS,2017,ws,1367,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1368,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1369,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1370,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1371,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1372,yes,4,seeded.scarified,1,1,14,6,2,2,0,0,NA,0.30,0.70,0.34,2.00,2.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1373,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1374,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1375,yes,4,seeded.scarified,1,1,19,1,0,0,0,0,NA,0.05,0.95,0.06,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1376,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1377,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1378,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1379,yes,4,seeded.scarified,1,1,16,4,4,2,1,1,NA,0.20,0.80,0.23,4.00,2.00,1.00,1.00,NA,20,0.88
TIS,2017,ws,1380,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1383,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1384,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1385,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1386,yes,4,seeded.scarified,1,1,18,2,0,0,0,0,NA,0.10,0.90,0.11,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1387,yes,1,control,0,0,NA,0,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1388,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ll,1367,yes,2,seeded,1,0,19,1,0,0,0,0,NA,0.05,0.95,0.06,0.00,0.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1368,yes,4,seeded.scarified,1,1,18,2,0,0,0,0,NA,0.10,0.90,0.12,0.00,0.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1369,yes,1,control,0,0,NA,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1370,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1371,yes,2,seeded,1,0,18,2,0,0,0,0,NA,0.10,0.90,0.12,0.00,0.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1372,yes,4,seeded.scarified,1,1,17,3,2,0,0,0,NA,0.15,0.85,0.18,2.00,0.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1373,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1374,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1375,yes,4,seeded.scarified,1,1,19,1,1,1,1,1,NA,0.05,0.95,0.06,1.00,1.00,1.00,1.00,NA,20,0.815
TIS,2017,ll,1376,yes,2,seeded,1,0,19,1,1,0,0,0,NA,0.05,0.95,0.06,1.00,0.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1377,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1378,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1379,yes,4,seeded.scarified,1,1,16,4,2,2,2,2,NA,0.20,0.80,0.25,2.00,2.00,2.00,2.00,NA,20,0.815
TIS,2017,ll,1380,yes,2,seeded,1,0,19,1,0,0,0,0,NA,0.05,0.95,0.06,0.00,0.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1383,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1384,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1385,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1386,yes,4,seeded.scarified,1,1,18,2,2,0,0,0,NA,0.10,0.90,0.12,2.00,0.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1387,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1388,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ws,1367,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1368,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1369,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1370,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1371,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1372,no,4,seeded.scarified,1,1,16,4,4,1,0,0,NA,0.20,0.80,0.23,4.00,1.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1373,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1374,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1375,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1376,no,2,seeded,1,0,19,1,1,1,0,0,NA,0.05,0.95,0.06,1.00,1.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1377,no,3,scarified,0,1,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1378,no,1,control,0,0,NA,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1379,no,4,seeded.scarified,1,1,13,7,6,2,2,2,NA,0.35,0.65,0.40,6.00,2.00,2.00,2.00,NA,20,0.88
TIS,2017,ws,1380,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1383,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1384,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1385,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1386,no,4,seeded.scarified,1,1,19,1,1,1,0,0,NA,0.05,0.95,0.06,1.00,1.00,0.00,0.00,NA,20,0.88
TIS,2017,ws,1387,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ws,1388,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TIS,2017,ll,1367,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1368,no,4,seeded.scarified,1,1,19,1,0,0,0,0,NA,0.05,0.95,0.06,0.00,0.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1369,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1370,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1371,no,2,seeded,1,0,19,1,1,1,0,0,NA,0.05,0.95,0.06,1.00,1.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1372,no,4,seeded.scarified,1,1,15,5,3,3,3,3,NA,0.25,0.75,0.31,3.00,3.00,3.00,3.00,NA,20,0.815
TIS,2017,ll,1373,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1374,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1375,no,4,seeded.scarified,1,1,12,8,5,5,5,10,NA,0.40,0.60,0.49,5.00,5.00,5.00,10.00,NA,20,0.815
TIS,2017,ll,1376,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1377,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1378,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1379,no,4,seeded.scarified,1,1,9,11,6,3,3,3,NA,0.55,0.45,0.67,6.00,3.00,3.00,3.00,NA,20,0.815
TIS,2017,ll,1380,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1383,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1384,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1385,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TIS,2017,ll,1386,no,4,seeded.scarified,1,1,18,2,2,2,1,1,NA,0.10,0.90,0.12,2.00,2.00,1.00,1.00,NA,20,0.815
TIS,2017,ll,1387,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TIS,2017,ll,1388,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2017,ws,2501a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2502a,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2503a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2504a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2505a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2506a,yes,4,seeded.scarified,1,1,18,2,1,1,1,1,NA,0.10,0.90,0.11,1.00,1.00,1.00,1.00,NA,20,0.88
TUN,2017,ws,2507a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2508a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2509a,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2510a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2511a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2512a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2513a,yes,2,seeded,1,0,19,1,1,1,1,1,NA,0.05,0.95,0.06,1.00,1.00,1.00,1.00,NA,20,0.88
TUN,2017,ws,2514a,yes,4,seeded.scarified,1,1,19,1,0,0,0,0,NA,0.05,0.95,0.06,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2515a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2516a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2517a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2518a,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2519a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2520a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ll,2501a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TUN,2017,ll,2502a,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TUN,2017,ll,2503a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2017,ll,2504a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2017,ll,2505a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TUN,2017,ll,2506a,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TUN,2017,ll,2507a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2017,ll,2508a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2017,ll,2509a,yes,4,seeded.scarified,1,1,18,2,0,0,0,0,NA,0.10,0.90,0.12,0.00,0.00,0.00,0.00,NA,20,0.815
TUN,2017,ll,2510a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2017,ll,2511a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TUN,2017,ll,2512a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2017,ll,2513a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TUN,2017,ll,2514a,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TUN,2017,ll,2515a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2017,ll,2516a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2017,ll,2517a,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TUN,2017,ll,2518a,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TUN,2017,ll,2519a,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2017,ll,2520a,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2017,bs,2501b,yes,2,seeded,1,0,17,3,0,0,0,0,NA,0.15,0.85,0.18,0.00,0.00,0.00,0.00,NA,20,0.855
TUN,2017,bs,2502b,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
TUN,2017,bs,2503b,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2017,bs,2504b,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2017,bs,2505b,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
TUN,2017,bs,2506b,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
TUN,2017,bs,2507b,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2017,bs,2508b,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2017,bs,2509b,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
TUN,2017,bs,2510b,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2017,bs,2511b,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
TUN,2017,bs,2512b,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2017,bs,2513b,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
TUN,2017,bs,2514b,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
TUN,2017,bs,2515b,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2017,bs,2516b,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2017,bs,2517b,yes,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
TUN,2017,bs,2518b,yes,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.855
TUN,2017,bs,2519b,yes,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2017,bs,2520b,yes,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2017,ws,2501a,no,2,seeded,1,0,19,1,1,1,1,1,NA,0.05,0.95,0.06,1.00,1.00,1.00,1.00,NA,20,0.88
TUN,2017,ws,2502a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2503a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2504a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2505a,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2506a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2507a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2508a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2509a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2510a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2511a,no,2,seeded,1,0,18,2,0,0,0,0,NA,0.10,0.90,0.11,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2512a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2513a,no,2,seeded,1,0,19,1,1,1,1,1,NA,0.05,0.95,0.06,1.00,1.00,1.00,1.00,NA,20,0.88
TUN,2017,ws,2514a,no,4,seeded.scarified,1,1,19,1,0,0,0,0,NA,0.05,0.95,0.06,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2515a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2516a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2517a,no,2,seeded,1,0,18,2,2,2,2,2,NA,0.10,0.90,0.11,2.00,2.00,2.00,2.00,NA,20,0.88
TUN,2017,ws,2518a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.88
TUN,2017,ws,2519a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ws,2520a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2017,ll,2501a,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TUN,2017,ll,2502a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TUN,2017,ll,2503a,no,1,control,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2017,ll,2504a,no,3,scarified,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2017,ll,2505a,no,2,seeded,1,0,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
TUN,2017,ll,2506a,no,4,seeded.scarified,1,1,20,0,0,0,0,0,NA,0.00,1.00,0.00,0.00,0.00,0.00,0.00,NA,20,0.815
