site,site2,pit,type,plotting,year,depth,density,swe,htc,letter
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,108,259.21,279.95,0.1829,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,109,267.1,291.14,0.1924,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,63,235.51,148.37,0.2588,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,70,215.96,151.17,0.1959,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,55,208.69,114.78,0.2328,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,69,206.92,142.77,0.1824,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,64,174.97,111.98,0.1406,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2010,2010,96,259.53,249.15,0.2063,A
TIS,TIS,TIS,island,A.2010,2010,260,280,728,0.09,A
TIS,TIS,TIS,island,A.2010,2010,250,312,781,0.11,A
TIS,TIS,TIS,island,A.2010,2010,96,198,190,0.12,A
TIS,TIS,TIS,island,A.2010,2010,232,311,722,0.12,A
TIS,TIS,TIS,island,A.2010,2010,246,312,767,0.12,A
TIS,TIS,TIS,island,A.2010,2010,262,371,971,0.15,A
TIS,TIS,TIS,island,A.2010,2010,126,260,328,0.16,A
TIS,TIS,TIS,island,A.2010,2010,248,370,918,0.16,A
TIS,TIS,TIS,island,A.2010,2010,96,233,224,0.17,A
TIS,TIS,TIS,island,A.2010,2010,230,369,848,0.17,A
TIS,TIS,TIS,island,A.2010,2010,246,376,924,0.17,A
TIS,TIS,TIS,island,A.2010,2010,227,377,857,0.18,A
TIS,TIS,TIS,island,A.2010,2010,242,389,941,0.18,A
TIS,TIS,TIS,island,A.2010,2010,114,270,308,0.19,A
TIS,TIS,TIS,island,A.2010,2010,92,250,230,0.2,A
TIS,TIS,TIS,island,A.2010,2010,112,277,311,0.2,A
TIS,TIS,TIS,island,A.2010,2010,242,404,977,0.2,A
TIS,TIS,TIS,island,A.2010,2010,130,308,400,0.21,A
TIS,TIS,TIS,island,A.2010,2010,78,244,190,0.22,A
TIS,TIS,TIS,island,A.2010,2010,110,288,316,0.22,A
TIS,TIS,TIS,island,A.2010,2010,110,290,319,0.22,A
TIS,TIS,TIS,island,A.2010,2010,120,299,358,0.22,A
TIS,TIS,TIS,island,A.2010,2010,114,300,342,0.23,A
TIS,TIS,TIS,island,A.2010,2010,118,304,358,0.23,A
TIS,TIS,TIS,island,A.2010,2010,110,300,330,0.24,A
TIS,TIS,TIS,island,A.2010,2010,75,250,188,0.25,A
TIS,TIS,TIS,island,A.2010,2010,102,302,308,0.26,A
TIS,TIS,TIS,island,A.2010,2010,122,326,398,0.26,A
TIS,TIS,TIS,island,A.2010,2010,78,269,210,0.27,A
TIS,TIS,TIS,island,A.2010,2010,112,322,361,0.27,A
TIS,TIS,TIS,island,A.2010,2010,120,331,398,0.27,A
TIS,TIS,TIS,island,A.2010,2010,124,339,420,0.27,A
TIS,TIS,TIS,island,A.2010,2010,126,344,434,0.28,A
TIS,TIS,TIS,island,A.2010,2010,84,287,241,0.29,A
TIS,TIS,TIS,island,A.2010,2010,126,355,448,0.29,A
TIS,TIS,TIS,island,A.2010,2010,72,272,196,0.3,A
TIS,TIS,TIS,island,A.2010,2010,73,272,199,0.3,A
TIS,TIS,TIS,island,A.2010,2010,148,390,577,0.3,A
TIS,TIS,TIS,island,A.2010,2010,151,393,593,0.3,A
TIS,TIS,TIS,island,A.2010,2010,74,280,207,0.31,A
TIS,TIS,TIS,island,A.2010,2010,116,352,409,0.31,A
TIS,TIS,TIS,island,A.2010,2010,146,393,574,0.31,A
TIS,TIS,TIS,island,A.2010,2010,152,398,605,0.31,A
TIS,TIS,TIS,island,A.2010,2010,152,402,610,0.31,A
TIS,TIS,TIS,island,A.2010,2010,152,402,610,0.31,A
TIS,TIS,TIS,island,A.2010,2010,152,402,610,0.31,A
TIS,TIS,TIS,island,A.2010,2010,88,312,274,0.32,A
TIS,TIS,TIS,island,A.2010,2010,116,357,414,0.32,A
TIS,TIS,TIS,island,A.2010,2010,71,284,202,0.33,A
TIS,TIS,TIS,island,A.2010,2010,152,413,627,0.33,A
TIS,TIS,TIS,island,A.2010,2010,64,271,174,0.34,A
TIS,TIS,TIS,island,A.2010,2010,112,360,403,0.34,A
TIS,TIS,TIS,island,A.2010,2010,152,424,644,0.35,A
TIS,TIS,TIS,island,A.2010,2010,148,424,627,0.36,A
TIS,TIS,TIS,island,A.2010,2010,152,438,666,0.37,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2011,2011,NA,NA,NA,NA,A
TIS,TIS,TIS,island,A.2011,2011,240,257,616,0.08,A
TIS,TIS,TIS,island,A.2011,2011,219,290,635,0.11,A
TIS,TIS,TIS,island,A.2011,2011,238,365,868,0.16,A
TIS,TIS,TIS,island,A.2011,2011,239,365,873,0.16,A
TIS,TIS,TIS,island,A.2011,2011,237,365,865,0.17,A
TIS,TIS,TIS,island,A.2011,2011,96,239,230,0.18,A
TIS,TIS,TIS,island,A.2011,2011,213,359,764,0.18,A
TIS,TIS,TIS,island,A.2011,2011,218,364,794,0.18,A
TIS,TIS,TIS,island,A.2011,2011,128,284,364,0.19,A
TIS,TIS,TIS,island,A.2011,2011,182,341,621,0.19,A
TIS,TIS,TIS,island,A.2011,2011,212,372,789,0.19,A
TIS,TIS,TIS,island,A.2011,2011,84,237,199,0.2,A
TIS,TIS,TIS,island,A.2011,2011,122,298,364,0.21,A
TIS,TIS,TIS,island,A.2011,2011,207,384,795,0.21,A
TIS,TIS,TIS,island,A.2011,2011,116,292,339,0.22,A
TIS,TIS,TIS,island,A.2011,2011,125,309,386,0.22,A
TIS,TIS,TIS,island,A.2011,2011,182,368,669,0.22,A
TIS,TIS,TIS,island,A.2011,2011,85,260,221,0.23,A
TIS,TIS,TIS,island,A.2011,2011,128,319,409,0.23,A
TIS,TIS,TIS,island,A.2011,2011,176,367,647,0.23,A
TIS,TIS,TIS,island,A.2011,2011,180,381,686,0.24,A
TIS,TIS,TIS,island,A.2011,2011,115,312,358,0.25,A
TIS,TIS,TIS,island,A.2011,2011,166,374,621,0.25,A
TIS,TIS,TIS,island,A.2011,2011,168,380,638,0.25,A
TIS,TIS,TIS,island,A.2011,2011,76,262,199,0.26,A
TIS,TIS,TIS,island,A.2011,2011,112,315,353,0.26,A
TIS,TIS,TIS,island,A.2011,2011,170,387,658,0.26,A
TIS,TIS,TIS,island,A.2011,2011,170,390,663,0.26,A
TIS,TIS,TIS,island,A.2011,2011,110,318,350,0.27,A
TIS,TIS,TIS,island,A.2011,2011,122,335,409,0.27,A
TIS,TIS,TIS,island,A.2011,2011,93,295,274,0.28,A
TIS,TIS,TIS,island,A.2011,2011,112,325,364,0.28,A
TIS,TIS,TIS,island,A.2011,2011,111,328,364,0.28,A
TIS,TIS,TIS,island,A.2011,2011,118,335,395,0.28,A
TIS,TIS,TIS,island,A.2011,2011,170,399,679,0.28,A
TIS,TIS,TIS,island,A.2011,2011,84,287,241,0.29,A
TIS,TIS,TIS,island,A.2011,2011,104,318,330,0.29,A
TIS,TIS,TIS,island,A.2011,2011,116,337,391,0.29,A
TIS,TIS,TIS,island,A.2011,2011,84,293,246,0.3,A
TIS,TIS,TIS,island,A.2011,2011,114,340,388,0.3,A
TIS,TIS,TIS,island,A.2011,2011,160,407,651,0.3,A
TIS,TIS,TIS,island,A.2011,2011,90,308,277,0.31,A
TIS,TIS,TIS,island,A.2011,2011,104,331,344,0.31,A
TIS,TIS,TIS,island,A.2011,2011,119,353,420,0.31,A
TIS,TIS,TIS,island,A.2011,2011,106,338,358,0.32,A
TIS,TIS,TIS,island,A.2011,2011,108,343,371,0.32,A
TIS,TIS,TIS,island,A.2011,2011,103,340,350,0.33,A
TIS,TIS,TIS,island,A.2011,2011,76,295,224,0.34,A
TIS,TIS,TIS,island,A.2011,2011,94,331,311,0.34,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,122,298.3,363.93,0.2144,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,117,105.28,123.18,0.0279,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,88,279.95,246.35,0.2618,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,88,244.95,215.56,0.2005,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,70,247.95,173.57,0.2582,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,82,225.32,184.76,0.182,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,78,236.88,184.76,0.2115,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,114,219.78,250.55,0.1246,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,96,244.95,235.16,0.1838,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,86,260.42,223.96,0.2318,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,68,197.61,134.37,0.1688,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,128,310.57,397.52,0.2215,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,134,259.05,347.13,0.1472,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,117,277.55,324.74,0.1936,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,113,161.03,181.97,0.0675,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,118,282.32,333.14,0.1986,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,88,270.4,237.95,0.2443,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,120,300.94,361.13,0.2219,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,110,290.13,319.14,0.225,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,148,281.84,417.12,0.1578,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,136,263.48,358.33,0.1501,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,100,237.95,237.95,0.1665,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,116,202.72,235.16,0.1042,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,94,241.23,226.76,0.182,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,88,251.32,221.16,0.211,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,148,363.17,537.5,0.262,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,116,277.53,321.94,0.1952,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,132,235.41,310.74,0.1234,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,108,233.29,251.95,0.1482,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,103,76.1,78.39,0.0165,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,109,261.97,285.55,0.1851,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,110,264.68,291.14,0.1872,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2012,2012,103,282.66,291.14,0.2281,A
TIS,TIS,TIS,island,A.2012,2012,252,202,510,0.05,A
TIS,TIS,TIS,island,A.2012,2012,162,211,342,0.08,A
TIS,TIS,TIS,island,A.2012,2012,198,298,589,0.13,A
TIS,TIS,TIS,island,A.2012,2012,234,383,896,0.18,A
TIS,TIS,TIS,island,A.2012,2012,127,295,375,0.2,A
TIS,TIS,TIS,island,A.2012,2012,193,360,694,0.2,A
TIS,TIS,TIS,island,A.2012,2012,186,361,672,0.21,A
TIS,TIS,TIS,island,A.2012,2012,204,379,773,0.21,A
TIS,TIS,TIS,island,A.2012,2012,250,427,1067,0.21,A
TIS,TIS,TIS,island,A.2012,2012,124,307,381,0.22,A
TIS,TIS,TIS,island,A.2012,2012,132,314,414,0.22,A
TIS,TIS,TIS,island,A.2012,2012,196,381,747,0.22,A
TIS,TIS,TIS,island,A.2012,2012,208,393,817,0.22,A
TIS,TIS,TIS,island,A.2012,2012,195,393,767,0.23,A
TIS,TIS,TIS,island,A.2012,2012,201,400,803,0.23,A
TIS,TIS,TIS,island,A.2012,2012,204,401,817,0.23,A
TIS,TIS,TIS,island,A.2012,2012,129,324,419,0.24,A
TIS,TIS,TIS,island,A.2012,2012,130,327,426,0.24,A
TIS,TIS,TIS,island,A.2012,2012,193,399,770,0.24,A
TIS,TIS,TIS,island,A.2012,2012,193,399,770,0.24,A
TIS,TIS,TIS,island,A.2012,2012,197,404,795,0.24,A
TIS,TIS,TIS,island,A.2012,2012,200,406,812,0.24,A
TIS,TIS,TIS,island,A.2012,2012,120,322,386,0.25,A
TIS,TIS,TIS,island,A.2012,2012,128,328,420,0.25,A
TIS,TIS,TIS,island,A.2012,2012,130,332,431,0.25,A
TIS,TIS,TIS,island,A.2012,2012,136,342,465,0.25,A
TIS,TIS,TIS,island,A.2012,2012,138,345,476,0.25,A
TIS,TIS,TIS,island,A.2012,2012,193,403,778,0.25,A
TIS,TIS,TIS,island,A.2012,2012,106,306,325,0.26,A
TIS,TIS,TIS,island,A.2012,2012,130,340,442,0.26,A
TIS,TIS,TIS,island,A.2012,2012,134,345,462,0.26,A
TIS,TIS,TIS,island,A.2012,2012,250,468,1170,0.26,A
TIS,TIS,TIS,island,A.2012,2012,131,344,451,0.27,A
TIS,TIS,TIS,island,A.2012,2012,131,346,454,0.27,A
TIS,TIS,TIS,island,A.2012,2012,189,415,784,0.27,A
TIS,TIS,TIS,island,A.2012,2012,129,352,454,0.28,A
TIS,TIS,TIS,island,A.2012,2012,139,363,504,0.28,A
TIS,TIS,TIS,island,A.2012,2012,139,367,510,0.28,A
TIS,TIS,TIS,island,A.2012,2012,145,369,535,0.28,A
TIS,TIS,TIS,island,A.2012,2012,190,424,806,0.28,A
TIS,TIS,TIS,island,A.2012,2012,116,338,392,0.29,A
TIS,TIS,TIS,island,A.2012,2012,128,354,454,0.29,A
TIS,TIS,TIS,island,A.2012,2012,140,372,521,0.29,A
TIS,TIS,TIS,island,A.2012,2012,115,341,392,0.3,A
TIS,TIS,TIS,island,A.2012,2012,135,369,498,0.3,A
TIS,TIS,TIS,island,A.2012,2012,120,355,426,0.31,A
TIS,TIS,TIS,island,A.2012,2012,159,417,663,0.32,A
TIS,TIS,TIS,island,A.2012,2012,89,318,283,0.33,A
TIS,TIS,TIS,island,A.2012,2012,92,323,297,0.33,A
TIS,TIS,TIS,island,A.2012,2012,96,330,316,0.33,A
TIS,TIS,TIS,island,A.2012,2012,136,389,529,0.33,A
TIS,TIS,TIS,island,A.2012,2012,88,318,280,0.34,A
TIS,TIS,TIS,island,A.2012,2012,93,337,314,0.36,A
TIS,TIS,TIS,island,A.2012,2012,92,341,314,0.37,A
TIS,TIS,TIS,island,A.2012,2012,88,337,297,0.38,A
TIS,TIS,TIS,island,A.2012,2012,90,341,307,0.38,A
TIS,TIS,TIS,island,A.2012,2012,89,346,308,0.4,A
TIS,TIS,TIS,island,A.2012,2012,178,491,873,0.4,A
TIS,TIS,TIS,island,A.2012,2012,88,348,307,0.41,A
TIS,TIS,TIS,island,A.2012,2012,86,352,302,0.42,A
TIS,TIS,TIS,island,A.2012,2012,86,355,305,0.43,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,59,232.5,137.17,0.2694,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,84,226.62,190.36,0.1798,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,90,251.95,226.76,0.2074,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,86,195.31,167.97,0.1304,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,73,237.76,173.57,0.2277,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,76,221.01,167.97,0.189,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,75,186.63,139.97,0.1365,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,98,217.1,212.76,0.1414,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,79,219.7,173.57,0.1796,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,83,209.12,173.57,0.1549,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,81,221.19,179.17,0.1776,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,90,205.29,184.76,0.1377,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,75,197.83,148.37,0.1534,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,83,212.49,176.37,0.1599,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,102,247.01,251.95,0.1759,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,92,222.13,204.36,0.1577,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,120,221.62,265.95,0.1203,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,118,249.1,293.94,0.1546,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,116,222.03,257.55,0.1249,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,104,274.56,285.55,0.2131,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,115,272.64,313.54,0.19,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,108,212.55,229.56,0.123,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,95,268.16,254.75,0.2225,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,99,260.15,257.55,0.201,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,103,271.79,279.95,0.2109,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,94,291.86,274.35,0.2664,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,132,260.86,344.33,0.1516,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,126,239.95,302.34,0.1343,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,140,274.95,384.93,0.1588,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,148,291.3,431.12,0.1686,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,71,240.52,170.77,0.2395,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,72,272.17,195.96,0.3025,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2013,2013,94,250.16,235.16,0.1957,A
TIS,TIS,TIS,island,A.2013,2013,255,346,882,0.14,A
TIS,TIS,TIS,island,A.2013,2013,252,344,868,0.14,A
TIS,TIS,TIS,island,A.2013,2013,191,308,588,0.15,A
TIS,TIS,TIS,island,A.2013,2013,245,360,882,0.16,A
TIS,TIS,TIS,island,A.2013,2013,188,316,593,0.16,A
TIS,TIS,TIS,island,A.2013,2013,243,359,873,0.16,A
TIS,TIS,TIS,island,A.2013,2013,248,365,904,0.16,A
TIS,TIS,TIS,island,A.2013,2013,124,262,325,0.16,A
TIS,TIS,TIS,island,A.2013,2013,250,382,955,0.17,A
TIS,TIS,TIS,island,A.2013,2013,250,383,957,0.17,A
TIS,TIS,TIS,island,A.2013,2013,131,278,364,0.17,A
TIS,TIS,TIS,island,A.2013,2013,247,385,952,0.18,A
TIS,TIS,TIS,island,A.2013,2013,245,384,941,0.18,A
TIS,TIS,TIS,island,A.2013,2013,194,345,669,0.18,A
TIS,TIS,TIS,island,A.2013,2013,205,355,728,0.18,A
TIS,TIS,TIS,island,A.2013,2013,251,396,995,0.18,A
TIS,TIS,TIS,island,A.2013,2013,246,393,966,0.18,A
TIS,TIS,TIS,island,A.2013,2013,212,367,778,0.19,A
TIS,TIS,TIS,island,A.2013,2013,190,348,661,0.19,A
TIS,TIS,TIS,island,A.2013,2013,194,352,683,0.19,A
TIS,TIS,TIS,island,A.2013,2013,158,319,504,0.19,A
TIS,TIS,TIS,island,A.2013,2013,206,364,750,0.19,A
TIS,TIS,TIS,island,A.2013,2013,155,318,493,0.19,A
TIS,TIS,TIS,island,A.2013,2013,209,372,778,0.2,A
TIS,TIS,TIS,island,A.2013,2013,142,308,437,0.2,A
TIS,TIS,TIS,island,A.2013,2013,189,355,672,0.2,A
TIS,TIS,TIS,island,A.2013,2013,145,313,454,0.2,A
TIS,TIS,TIS,island,A.2013,2013,155,325,504,0.2,A
TIS,TIS,TIS,island,A.2013,2013,190,362,689,0.2,A
TIS,TIS,TIS,island,A.2013,2013,154,327,504,0.2,A
TIS,TIS,TIS,island,A.2013,2013,179,353,633,0.21,A
TIS,TIS,TIS,island,A.2013,2013,142,315,448,0.21,A
TIS,TIS,TIS,island,A.2013,2013,132,308,406,0.21,A
TIS,TIS,TIS,island,A.2013,2013,159,339,539,0.21,A
TIS,TIS,TIS,island,A.2013,2013,76,236,179,0.21,A
TIS,TIS,TIS,island,A.2013,2013,180,364,655,0.22,A
TIS,TIS,TIS,island,A.2013,2013,136,317,431,0.22,A
TIS,TIS,TIS,island,A.2013,2013,173,359,621,0.22,A
TIS,TIS,TIS,island,A.2013,2013,147,331,487,0.22,A
TIS,TIS,TIS,island,A.2013,2013,80,245,196,0.22,A
TIS,TIS,TIS,island,A.2013,2013,154,341,525,0.22,A
TIS,TIS,TIS,island,A.2013,2013,158,346,546,0.22,A
TIS,TIS,TIS,island,A.2013,2013,192,382,733,0.22,A
TIS,TIS,TIS,island,A.2013,2013,145,332,482,0.22,A
TIS,TIS,TIS,island,A.2013,2013,121,304,368,0.22,A
TIS,TIS,TIS,island,A.2013,2013,120,303,364,0.23,A
TIS,TIS,TIS,island,A.2013,2013,133,320,426,0.23,A
TIS,TIS,TIS,island,A.2013,2013,124,312,386,0.23,A
TIS,TIS,TIS,island,A.2013,2013,125,314,392,0.23,A
TIS,TIS,TIS,island,A.2013,2013,179,375,672,0.23,A
TIS,TIS,TIS,island,A.2013,2013,176,372,655,0.23,A
TIS,TIS,TIS,island,A.2013,2013,120,308,370,0.23,A
TIS,TIS,TIS,island,A.2013,2013,172,372,640,0.24,A
TIS,TIS,TIS,island,A.2013,2013,84,260,218,0.24,A
TIS,TIS,TIS,island,A.2013,2013,137,333,456,0.24,A
TIS,TIS,TIS,island,A.2013,2013,123,319,392,0.24,A
TIS,TIS,TIS,island,A.2013,2013,131,331,434,0.25,A
TIS,TIS,TIS,island,A.2013,2013,116,314,364,0.25,A
TIS,TIS,TIS,island,A.2013,2013,130,334,434,0.25,A
TIS,TIS,TIS,island,A.2013,2013,146,355,518,0.25,A
TIS,TIS,TIS,island,A.2013,2013,80,266,213,0.26,A
TIS,TIS,TIS,island,A.2013,2013,120,327,392,0.26,A
TIS,TIS,TIS,island,A.2013,2013,90,283,255,0.26,A
TIS,TIS,TIS,island,A.2013,2013,88,280,246,0.26,A
TIS,TIS,TIS,island,A.2013,2013,123,341,420,0.28,A
TIS,TIS,TIS,island,A.2013,2013,84,287,241,0.29,A
TIS,TIS,TIS,island,A.2013,2013,172,410,705,0.29,A
TIS,TIS,TIS,island,A.2013,2013,85,290,246,0.29,A
TIS,TIS,TIS,island,A.2013,2013,78,280,218,0.3,A
TIS,TIS,TIS,island,A.2013,2013,78,287,224,0.31,A
TIS,TIS,TIS,island,A.2013,2013,77,287,221,0.31,A
TIS,TIS,TIS,island,A.2013,2013,80,297,238,0.33,A
TIS,TIS,TIS,island,A.2013,2013,84,307,258,0.33,A
TIS,TIS,TIS,island,A.2013,2013,80,301,241,0.33,A
TIS,TIS,TIS,island,A.2013,2013,71,284,202,0.33,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2014,2014,104,269.18,279.95,0.2048,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2014,2014,142,272.06,386.33,0.1532,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2014,2014,69,357.03,246.35,0.5431,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2014,2014,69,292.12,201.56,0.3636,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2014,2014,150,307.94,461.91,0.1859,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2014,2014,138,314.43,433.92,0.2106,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2014,2014,139,326.27,453.51,0.2252,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2014,2014,146,325.97,475.91,0.214,A
Roberge Lake: Tree Island,RTI,RTI,island,A.2014,2014,152,340.72,517.9,0.2245,A
TIS,TIS,TIS,island,A.2014,2014,104,229,238,0.15,A
TIS,TIS,TIS,island,A.2014,2014,110,234,258,0.15,A
TIS,TIS,TIS,island,A.2014,2014,120,247,297,0.15,A
TIS,TIS,TIS,island,A.2014,2014,264,369,974,0.15,A
TIS,TIS,TIS,island,A.2014,2014,266,374,994,0.15,A
TIS,TIS,TIS,island,A.2014,2014,112,245,274,0.16,A
TIS,TIS,TIS,island,A.2014,2014,248,363,901,0.16,A
TIS,TIS,TIS,island,A.2014,2014,248,366,907,0.16,A
TIS,TIS,TIS,island,A.2014,2014,258,371,957,0.16,A
TIS,TIS,TIS,island,A.2014,2014,248,373,924,0.16,A
TIS,TIS,TIS,island,A.2014,2014,248,373,924,0.16,A
TIS,TIS,TIS,island,A.2014,2014,254,375,953,0.16,A
TIS,TIS,TIS,island,A.2014,2014,268,382,1025,0.16,A
TIS,TIS,TIS,island,A.2014,2014,136,284,386,0.17,A
TIS,TIS,TIS,island,A.2014,2014,256,386,988,0.17,A
TIS,TIS,TIS,island,A.2014,2014,270,390,1053,0.17,A
TIS,TIS,TIS,island,A.2014,2014,112,262,294,0.18,A
TIS,TIS,TIS,island,A.2014,2014,246,393,966,0.18,A
TIS,TIS,TIS,island,A.2014,2014,95,250,238,0.19,A
TIS,TIS,TIS,island,A.2014,2014,248,404,1002,0.19,A
TIS,TIS,TIS,island,A.2014,2014,138,304,420,0.2,A
TIS,TIS,TIS,island,A.2014,2014,147,312,459,0.2,A
TIS,TIS,TIS,island,A.2014,2014,248,411,1019,0.2,A
TIS,TIS,TIS,island,A.2014,2014,248,415,1030,0.2,A
TIS,TIS,TIS,island,A.2014,2014,58,203,118,0.21,A
TIS,TIS,TIS,island,A.2014,2014,100,266,266,0.21,A
TIS,TIS,TIS,island,A.2014,2014,106,275,291,0.21,A
TIS,TIS,TIS,island,A.2014,2014,116,285,330,0.21,A
TIS,TIS,TIS,island,A.2014,2014,197,379,747,0.21,A
TIS,TIS,TIS,island,A.2014,2014,142,327,465,0.22,A
TIS,TIS,TIS,island,A.2014,2014,106,291,308,0.23,A
TIS,TIS,TIS,island,A.2014,2014,122,310,378,0.23,A
TIS,TIS,TIS,island,A.2014,2014,132,322,426,0.23,A
TIS,TIS,TIS,island,A.2014,2014,142,331,470,0.23,A
TIS,TIS,TIS,island,A.2014,2014,148,337,498,0.23,A
TIS,TIS,TIS,island,A.2014,2014,148,348,515,0.24,A
TIS,TIS,TIS,island,A.2014,2014,192,397,763,0.24,A
TIS,TIS,TIS,island,A.2014,2014,194,398,773,0.24,A
TIS,TIS,TIS,island,A.2014,2014,100,291,291,0.25,A
TIS,TIS,TIS,island,A.2014,2014,101,291,294,0.25,A
TIS,TIS,TIS,island,A.2014,2014,120,317,381,0.25,A
TIS,TIS,TIS,island,A.2014,2014,118,318,375,0.25,A
TIS,TIS,TIS,island,A.2014,2014,101,297,300,0.26,A
TIS,TIS,TIS,island,A.2014,2014,114,319,364,0.26,A
TIS,TIS,TIS,island,A.2014,2014,196,414,812,0.26,A
TIS,TIS,TIS,island,A.2014,2014,193,415,801,0.26,A
TIS,TIS,TIS,island,A.2014,2014,66,246,162,0.27,A
TIS,TIS,TIS,island,A.2014,2014,86,280,241,0.27,A
TIS,TIS,TIS,island,A.2014,2014,92,289,266,0.27,A
TIS,TIS,TIS,island,A.2014,2014,191,416,795,0.27,A
