site,site2,pit,type,plotting,year,depth,density,swe,htc,letter
BFR,BFR,BFR,burn,D.2015,2015,42,233,98,0.38,D
BFR,BFR,BFR,burn,D.2015,2015,44,242,106,0.39,D
BFR,BFR,BFR,burn,D.2015,2015,33,212,70,0.4,D
BFR,BFR,BFR,burn,D.2015,2015,55,280,154,0.42,D
BFR,BFR,BFR,burn,D.2015,2015,52,275,143,0.43,D
BFR,BFR,BFR,burn,D.2015,2015,37,322,119,0.82,D
PFR,PFR,PFR,burn,D.2015,2015,49,97,48,0.06,D
PFR,PFR,PFR,burn,D.2015,2015,89,170,151,0.1,D
PFR,PFR,PFR,burn,D.2015,2015,62,172,106,0.14,D
PFR,PFR,PFR,burn,D.2015,2015,70,180,126,0.14,D
PFR,PFR,PFR,burn,D.2015,2015,71,181,129,0.14,D
PFR,PFR,PFR,burn,D.2015,2015,92,213,196,0.14,D
PFR,PFR,PFR,burn,D.2015,2015,28,120,34,0.15,D
PFR,PFR,PFR,burn,D.2015,2015,90,218,196,0.15,D
PFR,PFR,PFR,burn,D.2015,2015,32,131,42,0.16,D
PFR,PFR,PFR,burn,D.2015,2015,58,183,106,0.17,D
PFR,PFR,PFR,burn,D.2015,2015,60,187,112,0.17,D
PFR,PFR,PFR,burn,D.2015,2015,63,191,120,0.17,D
PFR,PFR,PFR,burn,D.2015,2015,83,219,182,0.17,D
PFR,PFR,PFR,burn,D.2015,2015,84,220,185,0.17,D
PFR,PFR,PFR,burn,D.2015,2015,88,223,196,0.17,D
PFR,PFR,PFR,burn,D.2015,2015,92,228,210,0.17,D
PFR,PFR,PFR,burn,D.2015,2015,59,190,112,0.18,D
PFR,PFR,PFR,burn,D.2015,2015,64,197,126,0.18,D
PFR,PFR,PFR,burn,D.2015,2015,82,222,182,0.18,D
PFR,PFR,PFR,burn,D.2015,2015,84,227,190,0.18,D
PFR,PFR,PFR,burn,D.2015,2015,50,179,90,0.19,D
PFR,PFR,PFR,burn,D.2015,2015,82,232,190,0.19,D
PFR,PFR,PFR,burn,D.2015,2015,88,239,210,0.19,D
PFR,PFR,PFR,burn,D.2015,2015,52,188,98,0.2,D
PFR,PFR,PFR,burn,D.2015,2015,57,196,112,0.2,D
PFR,PFR,PFR,burn,D.2015,2015,59,199,118,0.2,D
PFR,PFR,PFR,burn,D.2015,2015,62,203,126,0.2,D
PFR,PFR,PFR,burn,D.2015,2015,68,214,146,0.2,D
PFR,PFR,PFR,burn,D.2015,2015,70,220,154,0.2,D
PFR,PFR,PFR,burn,D.2015,2015,83,236,196,0.2,D
PFR,PFR,PFR,burn,D.2015,2015,62,212,132,0.21,D
PFR,PFR,PFR,burn,D.2015,2015,69,223,154,0.21,D
PFR,PFR,PFR,burn,D.2015,2015,64,219,140,0.22,D
PFR,PFR,PFR,burn,D.2015,2015,79,241,190,0.22,D
PFR,PFR,PFR,burn,D.2015,2015,80,245,196,0.22,D
PFR,PFR,PFR,burn,D.2015,2015,81,249,202,0.22,D
PFR,PFR,PFR,burn,D.2015,2015,83,250,207,0.22,D
PFR,PFR,PFR,burn,D.2015,2015,90,261,235,0.22,D
PFR,PFR,PFR,burn,D.2015,2015,94,268,252,0.22,D
PFR,PFR,PFR,burn,D.2015,2015,56,210,118,0.23,D
PFR,PFR,PFR,burn,D.2015,2015,60,215,129,0.23,D
PFR,PFR,PFR,burn,D.2015,2015,72,237,171,0.23,D
PFR,PFR,PFR,burn,D.2015,2015,80,252,202,0.23,D
PFR,PFR,PFR,burn,D.2015,2015,95,271,258,0.23,D
PFR,PFR,PFR,burn,D.2015,2015,36,171,62,0.24,D
PFR,PFR,PFR,burn,D.2015,2015,44,191,84,0.24,D
PFR,PFR,PFR,burn,D.2015,2015,44,191,84,0.24,D
PFR,PFR,PFR,burn,D.2015,2015,56,212,119,0.24,D
PFR,PFR,PFR,burn,D.2015,2015,56,215,120,0.24,D
PFR,PFR,PFR,burn,D.2015,2015,58,217,126,0.24,D
PFR,PFR,PFR,burn,D.2015,2015,58,217,126,0.24,D
PFR,PFR,PFR,burn,D.2015,2015,64,227,146,0.24,D
PFR,PFR,PFR,burn,D.2015,2015,76,249,189,0.24,D
PFR,PFR,PFR,burn,D.2015,2015,78,255,199,0.24,D
PFR,PFR,PFR,burn,D.2015,2015,57,221,126,0.25,D
PFR,PFR,PFR,burn,D.2015,2015,58,222,129,0.25,D
PFR,PFR,PFR,burn,D.2015,2015,60,224,134,0.25,D
PFR,PFR,PFR,burn,D.2015,2015,61,229,140,0.25,D
PFR,PFR,PFR,burn,D.2015,2015,72,249,179,0.25,D
PFR,PFR,PFR,burn,D.2015,2015,74,250,185,0.25,D
PFR,PFR,PFR,burn,D.2015,2015,79,257,203,0.25,D
PFR,PFR,PFR,burn,D.2015,2015,79,259,204,0.25,D
PFR,PFR,PFR,burn,D.2015,2015,84,267,224,0.25,D
PFR,PFR,PFR,burn,D.2015,2015,87,274,238,0.25,D
PFR,PFR,PFR,burn,D.2015,2015,38,184,70,0.26,D
PFR,PFR,PFR,burn,D.2015,2015,43,195,84,0.26,D
PFR,PFR,PFR,burn,D.2015,2015,47,203,95,0.26,D
PFR,PFR,PFR,burn,D.2015,2015,48,204,98,0.26,D
PFR,PFR,PFR,burn,D.2015,2015,68,243,165,0.26,D
PFR,PFR,PFR,burn,D.2015,2015,58,232,134,0.27,D
PFR,PFR,PFR,burn,D.2015,2015,32,175,56,0.28,D
PFR,PFR,PFR,burn,D.2015,2015,32,175,56,0.28,D
PFR,PFR,PFR,burn,D.2015,2015,34,181,62,0.28,D
PFR,PFR,PFR,burn,D.2015,2015,38,192,73,0.28,D
PFR,PFR,PFR,burn,D.2015,2015,55,229,126,0.28,D
PFR,PFR,PFR,burn,D.2015,2015,56,230,129,0.28,D
PFR,PFR,PFR,burn,D.2015,2015,59,237,140,0.28,D
PFR,PFR,PFR,burn,D.2015,2015,63,244,154,0.28,D
PFR,PFR,PFR,burn,D.2015,2015,74,265,196,0.28,D
PFR,PFR,PFR,burn,D.2015,2015,50,224,112,0.29,D
PFR,PFR,PFR,burn,D.2015,2015,66,254,168,0.29,D
PFR,PFR,PFR,burn,D.2015,2015,41,205,84,0.3,D
PFR,PFR,PFR,burn,D.2015,2015,56,240,134,0.3,D
PFR,PFR,PFR,burn,D.2015,2015,56,240,134,0.3,D
PFR,PFR,PFR,burn,D.2015,2015,58,241,140,0.3,D
PFR,PFR,PFR,burn,D.2015,2015,35,192,67,0.31,D
PFR,PFR,PFR,burn,D.2015,2015,35,192,67,0.31,D
PFR,PFR,PFR,burn,D.2015,2015,40,210,84,0.32,D
PFR,PFR,PFR,burn,D.2015,2015,24,163,39,0.33,D
PFR,PFR,PFR,burn,D.2015,2015,36,202,73,0.33,D
PFR,PFR,PFR,burn,D.2015,2015,60,261,157,0.33,D
PFR,PFR,PFR,burn,D.2015,2015,32,192,62,0.34,D
PFR,PFR,PFR,burn,D.2015,2015,34,198,67,0.34,D
PFR,PFR,PFR,burn,D.2015,2015,54,259,140,0.37,D
PFR,PFR,PFR,burn,D.2015,2015,24,175,42,0.38,D
PFR,PFR,PFR,burn,D.2015,2015,21,173,36,0.42,D
PFR,PFR,PFR,burn,D.2015,2015,26,194,50,0.42,D
PFR,PFR,PFR,burn,D.2015,2015,24,187,45,0.43,D
PFR,PFR,PFR,burn,D.2015,2015,30,233,70,0.53,D
PFR,PFR,PFR,burn,D.2015,2015,54,311,168,0.53,D
PFR,PFR,PFR,burn,D.2015,2015,29,241,70,0.59,D
PFR,PFR,PFR,burn,D.2015,2015,20,210,42,0.65,D
PFR,PFR,PFR,burn,D.2015,2015,31,262,81,0.65,D
PFR,PFR,PFR,burn,D.2015,2015,28,260,73,0.71,D
PFR,PFR,PFR,burn,D.2015,2015,29,290,84,0.85,D
PFR,PFR,PFR,burn,D.2015,2015,31,316,98,0.95,D
PFR,PFR,PFR,burn,D.2015,2015,24,292,70,1.04,D
PFR,PFR,PFR,burn,D.2015,2015,20,280,56,1.15,D
PFR,PFR,PFR,burn,D.2015,2015,29,338,98,1.16,D
PFR,PFR,PFR,burn,D.2015,2015,29,434,126,1.91,D
PFR,PFR,PFR,burn,D.2015,2015,19,442,84,3.02,D
BFR,BFR,BFR,burn,D.2016,2016,58,77,45,0.03,D
BFR,BFR,BFR,burn,D.2016,2016,48,82,39,0.04,D
BFR,BFR,BFR,burn,D.2016,2016,56,90,50,0.04,D
BFR,BFR,BFR,burn,D.2016,2016,52,94,49,0.05,D
BFR,BFR,BFR,burn,D.2016,2016,58,101,59,0.05,D
BFR,BFR,BFR,burn,D.2016,2016,53,106,56,0.06,D
BFR,BFR,BFR,burn,D.2016,2016,58,109,63,0.06,D
BFR,BFR,BFR,burn,D.2016,2016,56,110,62,0.06,D
BFR,BFR,BFR,burn,D.2016,2016,48,105,50,0.07,D
BFR,BFR,BFR,burn,D.2016,2016,52,108,56,0.07,D
BFR,BFR,BFR,burn,D.2016,2016,46,122,56,0.09,D
BFR,BFR,BFR,burn,D.2016,2016,54,130,70,0.09,D
BFR,BFR,BFR,burn,D.2016,2016,66,144,95,0.09,D
BFR,BFR,BFR,burn,D.2016,2016,52,135,70,0.1,D
BFR,BFR,BFR,burn,D.2016,2016,56,137,77,0.1,D
BFR,BFR,BFR,burn,D.2016,2016,62,144,90,0.1,D
BFR,BFR,BFR,burn,D.2016,2016,51,137,70,0.11,D
BFR,BFR,BFR,burn,D.2016,2016,58,145,84,0.11,D
BFR,BFR,BFR,burn,D.2016,2016,64,157,101,0.11,D
BFR,BFR,BFR,burn,D.2016,2016,42,133,56,0.12,D
BFR,BFR,BFR,burn,D.2016,2016,50,140,70,0.12,D
BFR,BFR,BFR,burn,D.2016,2016,55,153,84,0.12,D
BFR,BFR,BFR,burn,D.2016,2016,60,159,95,0.12,D
BFR,BFR,BFR,burn,D.2016,2016,62,160,99,0.12,D
BFR,BFR,BFR,burn,D.2016,2016,46,140,64,0.13,D
BFR,BFR,BFR,burn,D.2016,2016,50,151,76,0.13,D
BFR,BFR,BFR,burn,D.2016,2016,53,156,83,0.13,D
BFR,BFR,BFR,burn,D.2016,2016,42,140,59,0.14,D
BFR,BFR,BFR,burn,D.2016,2016,46,149,69,0.14,D
BFR,BFR,BFR,burn,D.2016,2016,52,156,81,0.14,D
BFR,BFR,BFR,burn,D.2016,2016,54,161,87,0.14,D
BFR,BFR,BFR,burn,D.2016,2016,42,147,62,0.15,D
BFR,BFR,BFR,burn,D.2016,2016,41,147,60,0.15,D
BFR,BFR,BFR,burn,D.2016,2016,52,162,84,0.15,D
BFR,BFR,BFR,burn,D.2016,2016,52,162,84,0.15,D
BFR,BFR,BFR,burn,D.2016,2016,52,164,85,0.15,D
BFR,BFR,BFR,burn,D.2016,2016,54,166,90,0.15,D
BFR,BFR,BFR,burn,D.2016,2016,54,166,90,0.15,D
BFR,BFR,BFR,burn,D.2016,2016,54,166,90,0.15,D
BFR,BFR,BFR,burn,D.2016,2016,59,171,101,0.15,D
BFR,BFR,BFR,burn,D.2016,2016,44,153,67,0.16,D
BFR,BFR,BFR,burn,D.2016,2016,51,165,84,0.16,D
BFR,BFR,BFR,burn,D.2016,2016,52,167,87,0.16,D
BFR,BFR,BFR,burn,D.2016,2016,53,169,90,0.16,D
BFR,BFR,BFR,burn,D.2016,2016,56,175,98,0.16,D
BFR,BFR,BFR,burn,D.2016,2016,40,154,62,0.17,D
BFR,BFR,BFR,burn,D.2016,2016,44,159,70,0.17,D
BFR,BFR,BFR,burn,D.2016,2016,44,159,70,0.17,D
BFR,BFR,BFR,burn,D.2016,2016,50,168,84,0.17,D
BFR,BFR,BFR,burn,D.2016,2016,50,168,84,0.17,D
BFR,BFR,BFR,burn,D.2016,2016,51,170,87,0.17,D
BFR,BFR,BFR,burn,D.2016,2016,52,172,90,0.17,D
BFR,BFR,BFR,burn,D.2016,2016,53,174,92,0.17,D
BFR,BFR,BFR,burn,D.2016,2016,49,171,84,0.18,D
BFR,BFR,BFR,burn,D.2016,2016,48,175,84,0.19,D
BFR,BFR,BFR,burn,D.2016,2016,48,175,84,0.19,D
BFR,BFR,BFR,burn,D.2016,2016,51,181,92,0.19,D
BFR,BFR,BFR,burn,D.2016,2016,52,183,95,0.19,D
BFR,BFR,BFR,burn,D.2016,2016,56,190,106,0.19,D
BFR,BFR,BFR,burn,D.2016,2016,38,162,62,0.2,D
BFR,BFR,BFR,burn,D.2016,2016,48,181,87,0.2,D
BFR,BFR,BFR,burn,D.2016,2016,51,187,95,0.2,D
BFR,BFR,BFR,burn,D.2016,2016,46,183,84,0.21,D
BFR,BFR,BFR,burn,D.2016,2016,48,187,90,0.21,D
BFR,BFR,BFR,burn,D.2016,2016,48,190,91,0.22,D
BFR,BFR,BFR,burn,D.2016,2016,50,202,101,0.24,D
BFR,BFR,BFR,burn,D.2016,2016,38,184,70,0.26,D
BFR,BFR,BFR,burn,D.2016,2016,53,222,118,0.27,D
BFR,BFR,BFR,burn,D.2016,2016,38,192,73,0.28,D
BFR,BFR,BFR,burn,D.2016,2016,35,192,67,0.31,D
PFR,PFR,PFR,burn,D.2016,2016,52,121,63,0.08,D
PFR,PFR,PFR,burn,D.2016,2016,89,170,151,0.1,D
PFR,PFR,PFR,burn,D.2016,2016,52,137,71,0.11,D
PFR,PFR,PFR,burn,D.2016,2016,84,177,148,0.11,D
PFR,PFR,PFR,burn,D.2016,2016,37,125,46,0.12,D
PFR,PFR,PFR,burn,D.2016,2016,49,149,73,0.13,D
PFR,PFR,PFR,burn,D.2016,2016,58,169,98,0.14,D
PFR,PFR,PFR,burn,D.2016,2016,46,155,71,0.15,D
PFR,PFR,PFR,burn,D.2016,2016,49,160,78,0.15,D
PFR,PFR,PFR,burn,D.2016,2016,52,162,84,0.15,D
PFR,PFR,PFR,burn,D.2016,2016,52,162,84,0.15,D
PFR,PFR,PFR,burn,D.2016,2016,56,170,95,0.15,D
PFR,PFR,PFR,burn,D.2016,2016,83,202,168,0.15,D
PFR,PFR,PFR,burn,D.2016,2016,50,162,81,0.16,D
PFR,PFR,PFR,burn,D.2016,2016,49,163,80,0.16,D
PFR,PFR,PFR,burn,D.2016,2016,48,163,78,0.16,D
PFR,PFR,PFR,burn,D.2016,2016,50,165,83,0.16,D
PFR,PFR,PFR,burn,D.2016,2016,52,170,88,0.16,D
PFR,PFR,PFR,burn,D.2016,2016,52,170,88,0.16,D
PFR,PFR,PFR,burn,D.2016,2016,56,175,98,0.16,D
PFR,PFR,PFR,burn,D.2016,2016,74,201,148,0.16,D
PFR,PFR,PFR,burn,D.2016,2016,40,154,62,0.17,D
PFR,PFR,PFR,burn,D.2016,2016,44,159,70,0.17,D
PFR,PFR,PFR,burn,D.2016,2016,47,164,77,0.17,D
PFR,PFR,PFR,burn,D.2016,2016,50,168,84,0.17,D
PFR,PFR,PFR,burn,D.2016,2016,50,168,84,0.17,D
PFR,PFR,PFR,burn,D.2016,2016,57,182,104,0.17,D
PFR,PFR,PFR,burn,D.2016,2016,70,200,140,0.17,D
PFR,PFR,PFR,burn,D.2016,2016,70,204,143,0.17,D
PFR,PFR,PFR,burn,D.2016,2016,48,169,81,0.18,D
PFR,PFR,PFR,burn,D.2016,2016,50,174,87,0.18,D
PFR,PFR,PFR,burn,D.2016,2016,54,181,98,0.18,D
PFR,PFR,PFR,burn,D.2016,2016,56,187,105,0.18,D
PFR,PFR,PFR,burn,D.2016,2016,42,163,69,0.19,D
PFR,PFR,PFR,burn,D.2016,2016,42,167,70,0.19,D
PFR,PFR,PFR,burn,D.2016,2016,48,175,84,0.19,D
PFR,PFR,PFR,burn,D.2016,2016,65,207,134,0.19,D
PFR,PFR,PFR,burn,D.2016,2016,52,188,98,0.2,D
PFR,PFR,PFR,burn,D.2016,2016,52,188,98,0.2,D
PFR,PFR,PFR,burn,D.2016,2016,52,188,98,0.2,D
PFR,PFR,PFR,burn,D.2016,2016,52,188,98,0.2,D
PFR,PFR,PFR,burn,D.2016,2016,56,195,109,0.2,D
PFR,PFR,PFR,burn,D.2016,2016,56,195,109,0.2,D
PFR,PFR,PFR,burn,D.2016,2016,76,228,174,0.2,D
PFR,PFR,PFR,burn,D.2016,2016,44,178,78,0.21,D
PFR,PFR,PFR,burn,D.2016,2016,45,180,81,0.21,D
PFR,PFR,PFR,burn,D.2016,2016,54,194,105,0.21,D
PFR,PFR,PFR,burn,D.2016,2016,54,197,106,0.21,D
PFR,PFR,PFR,burn,D.2016,2016,57,201,115,0.21,D
PFR,PFR,PFR,burn,D.2016,2016,80,241,193,0.21,D
PFR,PFR,PFR,burn,D.2016,2016,36,163,59,0.22,D
PFR,PFR,PFR,burn,D.2016,2016,52,199,104,0.22,D
PFR,PFR,PFR,burn,D.2016,2016,50,196,98,0.23,D
PFR,PFR,PFR,burn,D.2016,2016,54,207,112,0.23,D
PFR,PFR,PFR,burn,D.2016,2016,39,179,70,0.24,D
PFR,PFR,PFR,burn,D.2016,2016,42,183,77,0.24,D
PFR,PFR,PFR,burn,D.2016,2016,49,200,98,0.24,D
PFR,PFR,PFR,burn,D.2016,2016,53,206,109,0.24,D
PFR,PFR,PFR,burn,D.2016,2016,60,219,132,0.24,D
PFR,PFR,PFR,burn,D.2016,2016,38,180,69,0.25,D
PFR,PFR,PFR,burn,D.2016,2016,54,213,115,0.25,D
PFR,PFR,PFR,burn,D.2016,2016,48,204,98,0.26,D
PFR,PFR,PFR,burn,D.2016,2016,52,215,112,0.26,D
PFR,PFR,PFR,burn,D.2016,2016,52,215,112,0.26,D
PFR,PFR,PFR,burn,D.2016,2016,42,200,84,0.28,D
PFR,PFR,PFR,burn,D.2016,2016,42,200,84,0.28,D
PFR,PFR,PFR,burn,D.2016,2016,46,213,98,0.29,D
PFR,PFR,PFR,burn,D.2016,2016,36,194,70,0.31,D
PFR,PFR,PFR,burn,D.2016,2016,58,256,148,0.33,D
BFR,BFR,BFR,burn,D.2017,2017,76,191.5423215,145.5721643,0.141926415,D
BFR,BFR,BFR,burn,D.2017,2017,62,189.641157,117.5775173,0.17053787,D
BFR,BFR,BFR,burn,D.2017,2017,72,202.1835616,145.5721643,0.166919286,D
BFR,BFR,BFR,burn,D.2017,2017,58,183.4132044,106.3796585,0.170522046,D
BFR,BFR,BFR,burn,D.2017,2017,58,120.6665818,69.98661747,0.073806287,D
BFR,BFR,BFR,burn,D.2017,2017,62,198.6716883,123.1764467,0.187166279,D
BFR,BFR,BFR,burn,D.2017,2017,80,90.98260271,72.78608217,0.03042104,D
BFR,BFR,BFR,burn,D.2017,2017,63,191.0745747,120.376982,0.170377634,D
BFR,BFR,BFR,burn,D.2017,2017,74,117.2748725,86.78340566,0.054641869,D
BFR,BFR,BFR,burn,D.2017,2017,66,131.4900086,86.78340566,0.077017409,D
BFR,BFR,BFR,burn,D.2017,2017,74,109.7087517,81.18447626,0.047818743,D
BFR,BFR,BFR,burn,D.2017,2017,68,139.9732349,95.18179975,0.084708778,D
BFR,BFR,BFR,burn,D.2017,2017,68,214.0767123,145.5721643,0.198142332,D
BFR,BFR,BFR,burn,D.2017,2017,72,155.5258166,111.9785879,0.098768808,D
BFR,BFR,BFR,burn,D.2017,2017,63,133.3078428,83.98394096,0.082931244,D
BFR,BFR,BFR,burn,D.2017,2017,64,192.463198,123.1764467,0.170162067,D
BFR,BFR,BFR,burn,D.2017,2017,75,119.4438271,89.58287036,0.055925965,D
BFR,BFR,BFR,burn,D.2017,2017,61,211.107174,128.7753761,0.21479466,D
BFR,BFR,BFR,burn,D.2017,2017,77,145.4267376,111.9785879,0.080750483,D
BFR,BFR,BFR,burn,D.2017,2017,59,204.0287831,120.376982,0.207433167,D
BFR,BFR,BFR,burn,D.2017,2017,82,174.1130483,142.7726996,0.108691634,D
BFR,BFR,BFR,burn,D.2017,2017,66,207.8390458,137.1737702,0.192423307,D
BFR,BFR,BFR,burn,D.2017,2017,81,120.964524,97.98126445,0.053110251,D
BFR,BFR,BFR,burn,D.2017,2017,66,203.5974326,134.3743055,0.184649438,D
BFR,BFR,BFR,burn,D.2017,2017,83,182.1338479,151.1710937,0.117503435,D
BFR,BFR,BFR,burn,D.2017,2017,65,198.1159633,128.7753761,0.177530475,D
BFR,BFR,BFR,burn,D.2017,2017,60,200.6283034,120.376982,0.197233409,D
BFR,BFR,BFR,burn,D.2017,2017,62,162.5495631,100.7807292,0.125293129,D
BFR,BFR,BFR,burn,D.2017,2017,59,223.0082048,131.5748408,0.247820371,D
BFR,BFR,BFR,burn,D.2017,2017,64,183.7148709,117.5775173,0.155044363,D
BFR,BFR,BFR,burn,D.2017,2017,60,205.2940779,123.1764467,0.206513726,D
BFR,BFR,BFR,burn,D.2017,2017,63,106.6462742,67.18715277,0.053075996,D
BFR,BFR,BFR,burn,D.2017,2017,62,207.7022196,128.7753761,0.204568102,D
BFR,BFR,BFR,burn,D.2017,2017,63,182.1873852,114.7780526,0.154897135,D
BFR,BFR,BFR,burn,D.2017,2017,65,193.8090945,125.9759114,0.169895658,D
BFR,BFR,BFR,burn,D.2017,2017,64,161.8440529,103.5801939,0.120326379,D
BFR,BFR,BFR,burn,D.2017,2017,62,207.7022196,128.7753761,0.204568102,D
BFR,BFR,BFR,burn,D.2017,2017,62,121.9121724,75.58554686,0.070477385,D
BFR,BFR,BFR,burn,D.2017,2017,61,188.160742,114.7780526,0.170637913,D
BFR,BFR,BFR,burn,D.2017,2017,64,113.7282534,72.78608217,0.059416094,D
BFR,BFR,BFR,burn,D.2017,2017,61,229.4643196,139.9732349,0.253774409,D
BFR,BFR,BFR,burn,D.2017,2017,64,196.8373616,125.9759114,0.1779846,D
BFR,BFR,BFR,burn,D.2017,2017,60,205.2940779,123.1764467,0.206513726,D
BFR,BFR,BFR,burn,D.2017,2017,63,217.7361432,137.1737702,0.221242131,D
BFR,BFR,BFR,burn,D.2017,2017,60,177.2994309,106.3796585,0.154031932,D
BFR,BFR,BFR,burn,D.2017,2017,64,153.0957257,97.98126445,0.107669696,D
BFR,BFR,BFR,burn,D.2017,2017,62,234.7938134,145.5721643,0.261414059,D
BFR,BFR,BFR,burn,D.2017,2017,63,204.405359,128.7753761,0.19498057,D
BFR,BFR,BFR,burn,D.2017,2017,64,201.2115252,128.7753761,0.18598292,D
BFR,BFR,BFR,burn,D.2017,2017,60,181.9652054,109.1791232,0.162245546,D
BFR,BFR,BFR,burn,D.2017,2017,65,206.7297008,134.3743055,0.193303504,D
BFR,BFR,BFR,burn,D.2017,2017,60,167.9678819,100.7807292,0.138244726,D
BFR,BFR,BFR,burn,D.2017,2017,59,118.6213855,69.98661747,0.070116673,D
BFR,BFR,BFR,burn,D.2017,2017,76,84.7206422,64.38768807,0.027765929,D
BFR,BFR,BFR,burn,D.2017,2017,60,139.9732349,83.98394096,0.096003282,D
BFR,BFR,BFR,burn,D.2017,2017,74,136.1901745,100.7807292,0.073689764,D
BFR,BFR,BFR,burn,D.2017,2017,61,172.0982397,104.9799262,0.142748105,D
BFR,BFR,BFR,burn,D.2017,2017,72,147.7495258,106.3796585,0.08913885,D
BFR,BFR,BFR,burn,D.2017,2017,60,153.9705584,92.38233506,0.116163971,D
BFR,BFR,BFR,burn,D.2017,2017,74,189.1530202,139.9732349,0.142148464,D
BFR,BFR,BFR,burn,D.2017,2017,58,139.9732349,81.18447626,0.09931374,D
BFR,BFR,BFR,burn,D.2017,2017,72,190.5191253,137.1737702,0.148214943,D
BFR,BFR,BFR,burn,D.2017,2017,60,69.98661747,41.99197048,0.02400082,D
BFR,BFR,BFR,burn,D.2017,2017,72,178.8546891,128.7753761,0.130621749,D
BFR,BFR,BFR,burn,D.2017,2017,52,107.6717192,55.98929397,0.065546164,D
BFR,BFR,BFR,burn,D.2017,2017,68,205.8429925,139.9732349,0.183193724,D
BFR,BFR,BFR,burn,D.2017,2017,57,171.8969552,97.98126445,0.152408379,D
BFR,BFR,BFR,burn,D.2017,2017,70,171.9671172,120.376982,0.124205295,D
BFR,BFR,BFR,burn,D.2017,2017,56,112.4784924,62.98795572,0.066419909,D
BFR,BFR,BFR,burn,D.2017,2017,70,239.954117,167.9678819,0.241827509,D
BFR,BFR,BFR,burn,D.2017,2017,60,198.2954162,118.9772497,0.192673253,D
BFR,BFR,BFR,burn,D.2017,2017,70,203.9609995,142.7726996,0.174720375,D
BFR,BFR,BFR,burn,D.2017,2017,60,223.9571759,134.3743055,0.245768402,D
BFR,BFR,BFR,burn,D.2017,2017,68,205.8429925,139.9732349,0.183193724,D
BFR,BFR,BFR,burn,D.2017,2017,52,107.6717192,55.98929397,0.065546164,D
BFR,BFR,BFR,burn,D.2017,2017,68,197.6092728,134.3743055,0.168831336,D
BFR,BFR,BFR,burn,D.2017,2017,60,205.2940779,123.1764467,0.206513726,D
BFR,BFR,BFR,burn,D.2017,2017,68,209.9598524,142.7726996,0.190594751,D
BFR,BFR,BFR,burn,D.2017,2017,71,145.887597,103.5801939,0.088130396,D
BFR,BFR,BFR,burn,D.2017,2017,70,203.9609995,142.7726996,0.174720375,D
BFR,BFR,BFR,burn,D.2017,2017,80,202.9611907,162.3689525,0.151385175,D
BFR,BFR,BFR,burn,D.2017,2017,70,191.9632936,134.3743055,0.154769606,D
BFR,BFR,BFR,burn,D.2017,2017,80,164.468551,131.5748408,0.099408398,D
BFR,BFR,BFR,burn,D.2017,2017,70,135.9739996,95.18179975,0.0776535,D
BFR,BFR,BFR,burn,D.2017,2017,76,187.8588153,142.7726996,0.136520194,D
BFR,BFR,BFR,burn,D.2017,2017,69,154.1734182,106.3796585,0.101278496,D
BFR,BFR,BFR,burn,D.2017,2017,82,180.941011,148.371629,0.117383621,D
BFR,BFR,BFR,burn,D.2017,2017,55,117.0685238,64.38768807,0.073259664,D
BFR,BFR,BFR,burn,D.2017,2017,82,136.5592536,111.9785879,0.066861443,D
BFR,BFR,BFR,burn,D.2017,2017,55,117.0685238,64.38768807,0.073259664,D
BFR,BFR,BFR,burn,D.2017,2017,76,165.7577782,125.9759114,0.106287348,D
BFR,BFR,BFR,burn,D.2017,2017,72,186.6309799,134.3743055,0.142227084,D
BFR,BFR,BFR,burn,D.2017,2017,75,179.1657407,134.3743055,0.125833422,D
BFR,BFR,BFR,burn,D.2017,2017,70,179.9655878,125.9759114,0.136027974,D
BFR,BFR,BFR,burn,D.2017,2017,76,132.6062226,100.7807292,0.068023903,D
BFR,BFR,BFR,burn,D.2017,2017,70,171.9671172,120.376982,0.124205295,D
BFR,BFR,BFR,burn,D.2017,2017,76,154.7072597,117.5775173,0.09258809,D
BFR,BFR,BFR,burn,D.2017,2017,60,200.6283034,120.376982,0.197233409,D
BFR,BFR,BFR,burn,D.2017,2017,74,192.9360806,142.7726996,0.147891262,D
BFR,BFR,BFR,burn,D.2017,2017,68,205.8429925,139.9732349,0.183193724,D
BFR,BFR,BFR,burn,D.2017,2017,72,182.7428345,131.5748408,0.136362686,D
BFR,BFR,BFR,burn,D.2017,2017,70,215.9587053,151.1710937,0.195880282,D
BFR,BFR,BFR,burn,D.2017,2017,70,179.9655878,125.9759114,0.136027974,D
BFR,BFR,BFR,burn,D.2017,2017,67,204.7369705,137.1737702,0.183935295,D
PFR,PFR,PFR,burn,D.2017,2017,58,202.7198575,117.5775173,0.208310865,D
PFR,PFR,PFR,burn,D.2017,2017,58,193.0665309,111.9785879,0.188944095,D
PFR,PFR,PFR,burn,D.2017,2017,60,186.6309799,111.9785879,0.170672501,D
PFR,PFR,PFR,burn,D.2017,2017,56,189.963676,106.3796585,0.189452541,D
PFR,PFR,PFR,burn,D.2017,2017,62,189.641157,117.5775173,0.17053787,D
PFR,PFR,PFR,burn,D.2017,2017,59,218.2633494,128.7753761,0.23738701,D
PFR,PFR,PFR,burn,D.2017,2017,64,126.8507442,81.18447626,0.073918543,D
