Site1,Site2,site,group,Date1,date,sample,weight,depth,density,swe,htc
PFR,PFR,PFR,NA,200202,2002,70,NA,30,321,96.3,1.0098018
PFR,PFR,PFR,NA,200202,2002,71,NA,56,172,96.32,0.155316
PFR,PFR,PFR,NA,200202,2002,72,NA,58,166,96.28,0.1396804
PFR,PFR,PFR,NA,200202,2002,73,NA,34,236,80.24,0.4816066
PFR,PFR,PFR,NA,200202,2002,74,NA,34,118,40.12,0.1204016
PFR,PFR,PFR,NA,200202,2002,75,NA,30,134,40.2,0.1759688
PFR,PFR,PFR,NA,200202,2002,76,NA,54,193,104.22,0.2028001
PFR,PFR,PFR,NA,200202,2002,77,NA,52,185,96.2,0.1935029
PFR,PFR,PFR,NA,200202,2002,78,NA,58,111,64.38,0.0624547
PFR,PFR,PFR,NA,200202,2002,79,NA,51,189,96.39,0.2059211
PFR,PFR,PFR,NA,200202,2002,80,NA,52,216,112.32,0.2637858
PFR,PFR,PFR,NA,200202,2002,81,NA,54,149,80.46,0.1208721
PFR,PFR,PFR,NA,200202,2002,82,NA,45,178,80.1,0.2070021
PFR,PFR,PFR,NA,200202,2002,83,NA,45,178,80.1,0.2070021
PFR,PFR,PFR,NA,200202,2002,84,NA,53,182,96.46,0.1837445
PFR,PFR,PFR,NA,200202,2002,85,NA,50,176,88,0.1821389
PFR,PFR,PFR,NA,200202,2002,86,NA,47,188,88.36,0.221088
PFR,PFR,PFR,NA,200202,2002,87,NA,43,168,72.24,0.1929734
PFR,PFR,PFR,NA,200202,2002,88,NA,43,164,70.52,0.1838936
PFR,PFR,PFR,NA,200202,2002,89,NA,41,176,72.16,0.2221206
PFR,PFR,PFR,NA,200202,2002,90,NA,41,156,63.96,0.1745069
PPAc,PPAc,PPA,NA,200202,2002,1,NA,8,132,10.56,0.640332
PPAc,PPAc,PPA,NA,200202,2002,2,NA,3,171,5.13,2.865618
PPAc,PPAc,PPA,NA,200202,2002,3,NA,6,160,9.6,1.2544
PPAc,PPAc,PPA,NA,200202,2002,4,NA,4,176,7.04,2.276736
PPAc,PPAc,PPA,NA,200202,2002,5,NA,6,153.5595,9.21357,1.1554455
PPAc,PPAc,PPA,NA,200202,2002,6,NA,1.8,188.22714,3.38808852,5.7868112
PPAc,PPAc,PPA,NA,200202,2002,7,NA,5,161.8137,8.090685,1.5396
PPAc,PPAc,PPA,NA,200202,2002,8,NA,5.8,155.21034,9.00219972,1.2211264
PPAc,PPAc,PPA,NA,200202,2002,9,NA,4.4,166.76622,7.33771368,1.8582786
PPAc,PPAc,PPA,NA,200202,2002,10,NA,5,161.8137,8.090685,1.5396
PPAc,PPAc,PPA,NA,200202,2002,11,NA,1.5,190.7034,2.860551,7.1280862
PPAc,PPAc,PPA,NA,200202,2002,12,NA,1.5,190.7034,2.860551,7.1280862
PPAc,PPAc,PPA,NA,200202,2002,13,NA,3,178.3221,5.349663,3.1162796
PPAc,PPAc,PPA,NA,200202,2002,14,NA,4,170.0679,6.802716,2.1258472
PPAc,PPAc,PPA,NA,200202,2002,15,NA,1.5,190.7034,2.860551,7.1280862
PPAc,PPAc,PPA,NA,200202,2002,16,NA,3,178.3221,5.349663,3.1162796
PPAc,PPAc,PPA,NA,200202,2002,17,NA,1.25,192.76695,2.409586875,8.7398196
PPAc,PPAc,PPA,NA,200202,2002,18,NA,3,178.3221,5.349663,3.1162796
PPAc,PPAc,PPA,NA,200202,2002,19,NA,1,194.8305,1.948305,11.1599236
PPAc,PPAc,PPA,NA,200202,2002,20,NA,3.5,174.195,6.096825,2.5488874
PPAc,PPAc,PPA,NA,200202,2002,21,NA,3,178.3221,5.349663,3.1162796
PPAc,PPAc,PPA,NA,200202,2002,22,NA,3.5,174.195,6.096825,2.5488874
PPAc,PPAc,PPA,NA,200202,2002,23,NA,1.5,190.7034,2.860551,7.1280862
PPAc,PPAc,PPA,NA,200202,2002,24,NA,2,186.5763,3.731526,5.1171752
PPAc,PPAc,PPA,NA,200202,2002,25,NA,4,170.0679,6.802716,2.1258472
PPAc,PPAc,PPA,NA,200202,2002,26,NA,2.5,182.4492,4.56123,3.9146348
PPAc,PPAc,PPA,NA,200202,2002,27,NA,5,161.8137,8.090685,1.5396
PPAc,PPAc,PPA,NA,200202,2002,28,NA,2.5,182.4492,4.56123,3.9146348
PPAc,PPAc,PPA,NA,200202,2002,29,NA,4.5,165.9408,7.467336,1.7990415
PPAc,PPAc,PPA,NA,200202,2002,30,NA,6,153.5595,9.21357,1.1554455
PPAw,PPAw,PPA,NA,200202,2002,1,NA,10,513,51.3,7.7371686
PPAw,PPAw,PPA,NA,200202,2002,2,NA,22,143,31.46,0.273273
PPAw,PPAw,PPA,NA,200202,2002,3,NA,20,157,31.4,0.3623403
PPAw,PPAw,PPA,NA,200202,2002,4,NA,8,200,16,1.47
PPAw,PPAw,PPA,NA,200202,2002,5,NA,10,311,31.1,2.8435974
PPAw,PPAw,PPA,NA,200202,2002,6,NA,16,190,30.4,0.6633375
PPAw,PPAw,PPA,NA,200202,2002,7,NA,8,321,25.68,3.7867568
PPAw,PPAw,PPA,NA,200202,2002,8,NA,11,175,19.25,0.8185227
PPAw,PPAw,PPA,NA,200202,2002,9,NA,14,160,22.4,0.5376
PPAw,PPAw,PPA,NA,200202,2002,10,NA,20,156,31.2,0.3577392
PPAw,PPAw,PPA,NA,200202,2002,11,NA,14,414,57.96,3.599316
PPAw,PPAw,PPA,NA,200202,2002,12,NA,14,206,28.84,0.891156
PPAw,PPAw,PPA,NA,200202,2002,13,NA,14,195,27.3,0.798525
PPAw,PPAw,PPA,NA,200202,2002,14,NA,20,420,84,2.59308
PPAw,PPAw,PPA,NA,200202,2002,15,NA,18,454,81.72,3.3665613
PPAw,PPAw,PPA,NA,200202,2002,16,NA,21,435,91.35,2.64915
PPAw,PPAw,PPA,NA,200202,2002,17,NA,8,160,12.8,0.9408
PPAw,PPAw,PPA,NA,200202,2002,18,NA,15,150,22.5,0.441
PPAw,PPAw,PPA,NA,200202,2002,19,NA,18,454,81.72,3.3665613
PPAw,PPAw,PPA,NA,200202,2002,20,NA,20,417,83.4,2.5561683
PPAw,PPAw,PPA,NA,200202,2002,21,NA,11,437,48.07,5.1040805
PPAw,PPAw,PPA,NA,200202,2002,22,NA,17,226,38.42,0.8833144
PPAw,PPAw,PPA,NA,200202,2002,23,NA,7,160,11.2,1.0752
PPAw,PPAw,PPA,NA,200202,2002,24,NA,17,276,46.92,1.3173967
PPAw,PPAw,PPA,NA,200202,2002,25,NA,16,277,44.32,1.4098954
PPAw,PPAw,PPA,NA,200202,2002,26,NA,14,302,42.28,1.915284
PPAw,PPAw,PPA,NA,200202,2002,27,NA,16,245,39.2,1.1029594
PPAw,PPAw,PPA,NA,200202,2002,28,NA,16,317,50.72,1.8464854
PPAw,PPAw,PPA,NA,200202,2002,29,NA,15,252,37.8,1.2446784
PPAw,PPAw,PPA,NA,200202,2002,30,NA,11,257,28.27,1.7653096
PPAw,PPAw,PPA,NA,200202,2002,31,NA,24,267,64.08,0.8732903
PPAw,PPAw,PPA,NA,200202,2002,32,NA,19,253,48.07,0.9904551
PPAw,PPAw,PPA,NA,200202,2002,33,NA,25,257,64.25,0.7767362
PPAw,PPAw,PPA,NA,200202,2002,34,NA,25,321,80.25,1.2117622
PPAw,PPAw,PPA,NA,200202,2002,35,NA,24,267,64.08,0.8732903
PPAw,PPAw,PPA,NA,200202,2002,36,NA,13,247,32.11,1.379742
PPAw,PPAw,PPA,NA,200202,2002,37,NA,36,356,128.16,1.0350107
PPAw,PPAw,PPA,NA,200202,2002,38,NA,32,301,96.32,0.8323967
PPAw,PPAw,PPA,NA,200202,2002,39,NA,33,194,64.02,0.3353025
PPAw,PPAw,PPA,NA,200202,2002,40,NA,17,330,56.1,1.8833294
PPAw,PPAw,PPA,NA,200202,2002,41,NA,15,214,32.1,0.8976016
PPAw,PPAw,PPA,NA,200202,2002,42,NA,12,267,32.04,1.7465805
