site,zone,year,tree,aspect,height,viability,gmin
OWL,Forest,2014,3,L,S,0,4.20E-05
OWL,Forest,2014,3,W,A,94,5.86E-05
OWL,Forest,2014,3,W,C,94,2.07E-05
OWL,Forest,2014,4,L,A,95,1.33E-05
OWL,Forest,2014,4,L,C,96,2.13E-05
OWL,Forest,2014,4,L,S,36,5.82E-05
OWL,Forest,2014,4,W,A,93,1.82E-05
OWL,Forest,2014,4,W,C,100,1.36E-05
OWL,Forest,2014,5,L,A,92,7.98E-06
OWL,Forest,2014,5,L,C,100,8.67E-06
OWL,Forest,2014,5,L,C,100,8.34E-06
OWL,Forest,2014,5,W,A,98,9.67E-06
OWL,Forest,2014,5,W,C,93,9.25E-06
RA2,Ecotone,2014,1,L,A,100,2.46E-05
RA2,Ecotone,2014,1,L,C,100,2.24E-05
RA2,Ecotone,2014,1,L,S,88,2.80E-05
RA2,Ecotone,2014,1,W,A,80,6.14E-05
RA2,Ecotone,2014,1,W,C,100,2.15E-05
RA2,Ecotone,2014,1,W,S,93,2.51E-05
RA2,Ecotone,2014,2,L,A,84,2.37E-05
RA2,Ecotone,2014,2,L,C,85,3.66E-05
RA2,Ecotone,2014,2,L,S,100,6.34E-05
RA2,Ecotone,2014,2,W,A,50,3.26E-05
RA2,Ecotone,2014,2,W,C,43,4.57E-05
RA2,Ecotone,2014,2,W,S,3,6.82E-05
RA2,Ecotone,2014,3,L,A,100,1.42E-05
RA2,Ecotone,2014,3,L,C,99,1.85E-05
RA2,Ecotone,2014,3,L,S,96,3.00E-05
RA2,Ecotone,2014,3,W,A,12,1.10E-04
RA2,Ecotone,2014,3,W,C,18,9.46E-05
RA2,Ecotone,2014,3,W,C,86,3.31E-05
RA2,Ecotone,2014,3,W,S,99,1.50E-05
RA2,Ecotone,2014,4,L,A,92,1.39E-05
RA2,Ecotone,2014,4,L,C,25,2.22E-05
RA2,Ecotone,2014,4,L,S,75,2.17E-05
RA2,Ecotone,2014,4,W,A,0,1.22E-04
RA2,Ecotone,2014,4,W,C,49,5.12E-05
RA2,Ecotone,2014,4,W,S,97,2.05E-05
RA2,Ecotone,2014,5,L,A,28,8.40E-05
RA2,Ecotone,2014,5,L,C,35,1.90E-05
RA2,Ecotone,2014,5,L,S,80,5.97E-05
RA2,Ecotone,2014,5,W,A,95,7.09E-05
RA2,Ecotone,2014,5,W,S,72,6.91E-05
RLK,Ecotone,2014,1,L,A,78,1.76E-05
RLK,Ecotone,2014,1,L,C,66,2.19E-05
RLK,Ecotone,2014,1,L,S,93,1.71E-05
RLK,Ecotone,2014,1,L,S,0,4.88E-05
RLK,Ecotone,2014,1,W,A,0,4.10E-05
RLK,Ecotone,2014,1,W,C,13,4.69E-05
RLK,Ecotone,2014,2,L,A,19,2.89E-05
RLK,Ecotone,2014,2,L,C,100,3.03E-05
RLK,Ecotone,2014,2,L,S,95,5.21E-05
RLK,Ecotone,2014,2,W,A,78,3.00E-05
RLK,Ecotone,2014,2,W,C,99,4.89E-05
RLK,Ecotone,2014,2,W,S,95,3.34E-05
RLK,Ecotone,2014,3,L,A,87,1.37E-05
RLK,Ecotone,2014,3,L,C,91,2.31E-05
RLK,Ecotone,2014,3,L,S,100,1.39E-05
RLK,Ecotone,2014,3,W,A,83,3.50E-05
RLK,Ecotone,2014,3,W,C,77,2.21E-05
RLK,Ecotone,2014,3,W,S,89,1.23E-05
RLK,Ecotone,2014,4,L,A,98,1.91E-05
RLK,Ecotone,2014,4,L,C,100,2.74E-05
RLK,Ecotone,2014,4,L,S,96,1.75E-05
RLK,Ecotone,2014,4,W,A,0,6.97E-05
RLK,Ecotone,2014,4,W,C,0,4.44E-05
RLK,Ecotone,2014,4,W,S,97,1.94E-05
RLK,Ecotone,2014,5,L,A,100,1.15E-05
RLK,Ecotone,2014,5,L,C,100,2.15E-05
RLK,Ecotone,2014,5,L,S,100,2.04E-05
RLK,Ecotone,2014,5,W,A,100,2.50E-05
RLK,Ecotone,2014,5,W,C,100,4.35E-05
RLK,Ecotone,2014,5,W,S,97,1.02E-05
ROK,Ecotone,2014,1,L,C,100,1.66E-05
ROK,Ecotone,2014,1,L,S,100,1.09E-05
ROK,Ecotone,2014,1,W,C,96,2.25E-05
ROK,Ecotone,2014,2,L,A,100,1.26E-05
ROK,Ecotone,2014,2,L,C,100,3.26E-05
ROK,Ecotone,2014,2,L,S,100,3.93E-05
ROK,Ecotone,2014,2,W,A,93,3.01E-05
ROK,Ecotone,2014,2,W,C,100,1.55E-05
ROK,Ecotone,2014,2,W,S,100,1.96E-05
ROK,Ecotone,2014,3,L,A,100,1.06E-05
ROK,Ecotone,2014,3,L,C,100,2.89E-05
ROK,Ecotone,2014,3,L,S,100,1.04E-05
ROK,Ecotone,2014,3,W,A,100,1.48E-05
ROK,Ecotone,2014,3,W,C,100,1.85E-05
ROK,Ecotone,2014,4,L,A,92,2.12E-05
ROK,Ecotone,2014,4,L,C,100,1.28E-05
ROK,Ecotone,2014,4,L,S,76,3.45E-05
ROK,Ecotone,2014,4,W,C,97,2.43E-05
ROK,Ecotone,2014,5,L,A,99,1.28E-05
ROK,Ecotone,2014,5,L,C,98,1.34E-05
ROK,Ecotone,2014,5,W,A,91,2.48E-05
ROK,Ecotone,2014,5,W,C,81,3.61E-05
ROK,Ecotone,2014,5,W,S,86,2.64E-05
TIS,Tree island,2014,1,L,A,79,1.95E-05
TIS,Tree island,2014,1,L,C,97,1.01E-05
TIS,Tree island,2014,1,L,S,82,2.55E-05
TIS,Tree island,2014,1,W,A,99,4.10E-05
TIS,Tree island,2014,1,W,C,49,2.90E-05
TIS,Tree island,2014,1,W,S,88,7.35E-05
TIS,Tree island,2014,2,L,A,100,1.73E-05
TIS,Tree island,2014,2,L,C,99,2.12E-05
TIS,Tree island,2014,2,L,S,100,1.76E-05
TIS,Tree island,2014,2,W,A,100,3.36E-05
TIS,Tree island,2014,2,W,C,90,3.13E-05
TIS,Tree island,2014,2,W,S,14,7.01E-05
TIS,Tree island,2014,3,L,A,100,2.01E-05
TIS,Tree island,2014,3,L,C,100,2.55E-05
TIS,Tree island,2014,3,L,S,91,2.06E-05
TIS,Tree island,2014,3,W,A,100,6.42E-05
TIS,Tree island,2014,3,W,C,88,6.34E-05
TIS,Tree island,2014,3,W,S,100,2.72E-05
TIS,Tree island,2014,4,L,A,100,3.71E-05
TIS,Tree island,2014,4,L,C,100,1.68E-05
TIS,Tree island,2014,4,L,S,100,2.91E-05
TIS,Tree island,2014,4,W,A,100,4.41E-05
TIS,Tree island,2014,4,W,C,99,3.42E-05
TIS,Tree island,2014,4,W,S,98,1.11E-05
TIS,Tree island,2014,5,L,A,80,5.33E-05
TIS,Tree island,2014,5,L,C,100,6.39E-05
TIS,Tree island,2014,5,L,S,94,1.81E-05
TIS,Tree island,2014,5,W,A,100,4.72E-05
TIS,Tree island,2014,5,W,S,100,1.20E-05
TIS,Tree island,2014,5,W,C,98,4.75E-05
TIS,Tree island,2014,1,L,A,46,4.75E-05
TIS,Tree island,2014,1,L,C,31,6.94E-05
TIS,Tree island,2014,1,L,S,38,4.50E-05
TIS,Tree island,2014,1,W,A,38,2.55E-06
TIS,Tree island,2014,1,W,C,7,5.03E-05
TIS,Tree island,2014,1,W,S,84,4.37E-05
TIS,Tree island,2014,2,L,A,49,5.97E-05
TIS,Tree island,2014,2,L,C,65,3.42E-05
TIS,Tree island,2014,2,L,S,90,2.14E-05
TIS,Tree island,2014,2,W,A,57,4.31E-05
TIS,Tree island,2014,2,W,C,92,2.41E-05
TIS,Tree island,2014,2,W,S,83,2.21E-05
TIS,Tree island,2014,3,L,A,0,9.76E-05
TIS,Tree island,2014,3,L,C,7,8.78E-05
TIS,Tree island,2014,3,L,S,47,4.88E-05
TIS,Tree island,2014,3,W,C,4,1.14E-04
TIS,Tree island,2014,3,W,S,75,5.04E-05
TIS,Tree island,2014,4,L,A,97,6.68E-05
TIS,Tree island,2014,4,L,C,82,7.00E-05
TIS,Tree island,2014,4,L,S,100,4.39E-05
TIS,Tree island,2014,4,W,A,89,6.09E-05
TIS,Tree island,2014,4,W,C,100,5.41E-05
TIS,Tree island,2014,5,L,A,4,6.80E-05
TIS,Tree island,2014,5,L,C,91,3.22E-05
TIS,Tree island,2014,5,L,S,83,4.53E-05
TIS,Tree island,2014,5,W,A,78,3.13E-05
TIS,Tree island,2014,5,W,C,64,6.40E-05
TIS,Tree island,2014,5,W,S,87,3.37E-05
