site,zone,date,year,zone.year,depth,density,swe,htc
BLK,E,20080306,2008,E.2008,74,148,109,0.086
BLK,E,20080306,2008,E.2008,78,162,126,0.098
BLK,E,20080306,2008,E.2008,82,171,140,0.104
BLK,E,20080306,2008,E.2008,70,172,120,0.124
BLK,E,20080306,2008,E.2008,65,177,115,0.141
BLK,E,20080306,2008,E.2008,67,180,120,0.142
BLK,E,20080306,2008,E.2008,75,194,146,0.148
BLK,E,20080306,2008,E.2008,66,182,120,0.148
BLK,E,20080306,2008,E.2008,72,191,137,0.148
BLK,E,20080306,2008,E.2008,68,185,126,0.148
BLK,E,20080306,2008,E.2008,73,196,143,0.154
BLK,E,20080306,2008,E.2008,68,189,129,0.155
BLK,E,20080306,2008,E.2008,76,203,154,0.159
BLK,E,20080306,2008,E.2008,86,218,188,0.163
BLK,E,20080306,2008,E.2008,70,200,140,0.168
BLK,E,20080306,2008,E.2008,62,190,118,0.171
BLK,E,20080306,2008,E.2008,64,197,126,0.178
BLK,E,20080306,2008,E.2008,94,241,227,0.182
BLK,E,20080306,2008,E.2008,68,206,140,0.183
BLK,E,20080306,2008,E.2008,66,204,134,0.185
BLK,E,20080306,2008,E.2008,64,201,129,0.186
BLK,E,20080306,2008,E.2008,82,232,190,0.193
BLK,E,20080306,2008,E.2008,72,218,157,0.194
BLK,E,20080306,2008,E.2008,66,212,140,0.2
BLK,E,20080306,2008,E.2008,62,208,129,0.205
BLK,E,20080306,2008,E.2008,62,212,132,0.214
BLK,E,20080306,2008,E.2008,80,245,196,0.221
BLK,E,20080306,2008,E.2008,76,239,182,0.222
BLK,E,20080306,2008,E.2008,70,232,162,0.226
BLK,E,20080306,2008,E.2008,80,254,203,0.237
BLK,E,20080306,2008,E.2008,64,230,147,0.242
BLK,E,20080306,2008,E.2008,66,233,154,0.242
BLK,E,20080306,2008,E.2008,67,242,162,0.258
BLK,F,20080306,2008,A.2008,84,132,111,0.061
BLK,F,20080306,2008,A.2008,84,133,112,0.062
BLK,F,20080306,2008,A.2008,78,129,101,0.063
BLK,F,20080306,2008,A.2008,90,146,132,0.07
BLK,F,20080306,2008,A.2008,88,146,129,0.072
BLK,F,20080306,2008,A.2008,88,146,129,0.072
BLK,F,20080306,2008,A.2008,78,140,109,0.074
BLK,F,20080306,2008,A.2008,84,147,123,0.075
BLK,F,20080306,2008,A.2008,88,153,134,0.078
BLK,F,20080306,2008,A.2008,94,164,154,0.084
BLK,F,20080306,2008,A.2008,86,160,137,0.087
BLK,F,20080306,2008,A.2008,68,144,98,0.09
BLK,F,20080306,2008,A.2008,61,138,84,0.091
BLK,F,20080306,2008,A.2008,78,158,123,0.094
BLK,F,20080306,2008,A.2008,60,145,87,0.103
BLK,F,20080306,2008,A.2008,66,153,101,0.104
BLK,F,20080306,2008,A.2008,82,171,140,0.104
BLK,F,20080306,2008,A.2008,86,176,151,0.106
BLK,F,20080306,2008,A.2008,68,156,106,0.106
BLK,F,20080306,2008,A.2008,74,166,123,0.11
BLK,F,20080306,2008,A.2008,80,175,140,0.113
BLK,F,20080306,2008,A.2008,63,160,101,0.119
BLK,F,20080306,2008,A.2008,74,174,129,0.12
BLK,F,20080306,2008,A.2008,50,146,73,0.125
BLK,F,20080306,2008,A.2008,82,188,154,0.126
BLK,F,20080306,2008,A.2008,76,184,140,0.131
BLK,F,20080306,2008,A.2008,64,175,112,0.141
BLK,F,20080306,2008,A.2008,66,182,120,0.148
BLK,F,20080306,2008,A.2008,72,191,137,0.148
BLK,F,20080306,2008,A.2008,59,185,109,0.171
BLK,F,20080306,2008,A.2008,66,199,132,0.177
BLK,F,20080306,2008,A.2008,62,199,123,0.187
BLK,F,20080306,2008,A.2008,58,198,115,0.199
BLK,T,20080306,2008,T.2008,14,80,11,0.134
BLK,T,20080306,2008,T.2008,14,100,14,0.21
BLK,T,20080306,2008,T.2008,14,120,17,0.302
BLK,T,20080306,2008,T.2008,20,154,31,0.348
BLK,T,20080306,2008,T.2008,13,129,17,0.378
BLK,T,20080306,2008,T.2008,20,168,34,0.415
BLK,T,20080306,2008,T.2008,11,127,14,0.433
BLK,T,20080306,2008,T.2008,11,127,14,0.433
BLK,T,20080306,2008,T.2008,12,140,17,0.48
BLK,T,20080306,2008,T.2008,12,140,17,0.48
BLK,T,20080306,2008,T.2008,20,182,36,0.487
BLK,T,20080306,2008,T.2008,11,153,17,0.623
BLK,T,20080306,2008,T.2008,11,153,17,0.623
BLK,T,20080306,2008,T.2008,12,163,20,0.653
BLK,T,20080306,2008,T.2008,15,187,28,0.683
BLK,T,20080306,2008,T.2008,10,168,17,0.829
BLK,T,20080306,2008,T.2008,14,200,28,0.84
BLK,T,20080306,2008,T.2008,14,200,28,0.84
BLK,T,20080306,2008,T.2008,12,187,22,0.853
BLK,T,20080306,2008,T.2008,22,254,56,0.866
BLK,T,20080306,2008,T.2008,7,160,11,1.075
BLK,T,20080306,2008,T.2008,11,204,22,1.108
BLK,T,20080306,2008,T.2008,11,204,22,1.108
BLK,T,20080306,2008,T.2008,8,175,14,1.125
BLK,T,20080306,2008,T.2008,10,196,20,1.129
BLK,T,20080306,2008,T.2008,9,187,17,1.138
BLK,T,20080306,2008,T.2008,9,187,17,1.138
BLK,T,20080306,2008,T.2008,9,187,17,1.138
BLK,T,20080306,2008,T.2008,11,229,25,1.402
BLK,T,20080306,2008,T.2008,4,140,6,1.44
BLK,T,20080306,2008,T.2008,10,224,22,1.475
BLK,T,20080306,2008,T.2008,7,200,14,1.679
BLK,T,20080306,2008,T.2008,6,280,17,3.84
FRO,E,20080229,2008,E.2008,54,238,129,0.31
FRO,E,20080229,2008,E.2008,36,218,78,0.387
FRO,E,20080229,2008,E.2008,38,250,95,0.485
FRO,E,20080229,2008,E.2008,30,224,67,0.492
FRO,E,20080229,2008,E.2008,16,175,28,0.563
FRO,E,20080229,2008,E.2008,28,240,67,0.605
FRO,E,20080229,2008,E.2008,34,280,95,0.678
FRO,E,20080229,2008,E.2008,38,309,118,0.741
FRO,E,20080229,2008,E.2008,34,296,101,0.76
FRO,E,20080229,2008,E.2008,24,257,62,0.807
FRO,E,20080229,2008,E.2008,22,254,56,0.866
FRO,E,20080229,2008,E.2008,11,204,22,1.108
FRO,E,20080229,2008,E.2008,20,280,56,1.152
FRO,E,20080229,2008,E.2008,30,355,106,1.232
FRO,E,20080229,2008,E.2008,12,233,28,1.333
FRO,E,20080229,2008,E.2008,19,295,56,1.344
FRO,E,20080229,2008,E.2008,14,260,36,1.419
FRO,E,20080229,2008,E.2008,16,280,45,1.44
FRO,E,20080229,2008,E.2008,10,224,22,1.475
FRO,E,20080229,2008,E.2008,8,210,17,1.62
FRO,E,20080229,2008,E.2008,8,210,17,1.62
FRO,E,20080229,2008,E.2008,9,249,22,2.023
FRO,E,20080229,2008,E.2008,10,280,28,2.304
FRO,E,20080229,2008,E.2008,10,280,28,2.304
FRO,E,20080229,2008,E.2008,9,280,25,2.56
FRO,E,20080229,2008,E.2008,6,233,14,2.667
FRO,E,20080229,2008,E.2008,8,280,22,2.88
FRO,E,20080229,2008,E.2008,4,210,8,3.24
FRO,E,20080229,2008,E.2008,7,320,22,4.299
FRO,E,20080229,2008,E.2008,10,392,39,4.516
FRO,E,20080229,2008,E.2008,5,280,14,4.608
FRO,E,20080229,2008,E.2008,8,420,34,6.48
FRO,F,20080229,2008,A.2008,84,29,24,0.003
FRO,F,20080229,2008,A.2008,96,274,263,0.23
FRO,F,20080229,2008,A.2008,104,288,300,0.235
FRO,F,20080229,2008,A.2008,96,286,274,0.25
FRO,F,20080229,2008,A.2008,100,308,308,0.279
FRO,F,20080229,2008,A.2008,66,252,167,0.284
FRO,F,20080229,2008,A.2008,32,192,62,0.34
FRO,F,20080229,2008,A.2008,83,312,259,0.345
FRO,F,20080229,2008,A.2008,54,259,140,0.366
FRO,F,20080229,2008,A.2008,72,301,217,0.371
FRO,F,20080229,2008,A.2008,54,262,141,0.373
FRO,F,20080229,2008,A.2008,56,280,157,0.411
FRO,F,20080229,2008,A.2008,51,274,140,0.434
FRO,F,20080229,2008,A.2008,60,299,179,0.437
FRO,F,20080229,2008,A.2008,20,175,35,0.45
FRO,F,20080229,2008,A.2008,30,215,64,0.451
FRO,F,20080229,2008,A.2008,37,250,92,0.495
FRO,F,20080229,2008,A.2008,46,286,132,0.523
FRO,F,20080229,2008,A.2008,48,297,143,0.542
FRO,F,20080229,2008,A.2008,22,204,45,0.554
FRO,F,20080229,2008,A.2008,43,286,123,0.561
FRO,F,20080229,2008,A.2008,43,293,126,0.587
FRO,F,20080229,2008,A.2008,34,263,90,0.6
FRO,F,20080229,2008,A.2008,30,271,81,0.718
FRO,F,20080229,2008,A.2008,27,259,70,0.732
FRO,F,20080229,2008,A.2008,45,348,157,0.793
FRO,F,20080229,2008,A.2008,32,324,104,0.963
FRO,F,20080229,2008,A.2008,30,336,101,1.106
FRO,F,20080229,2008,A.2008,12,233,28,1.333
FRO,F,20080229,2008,A.2008,20,336,67,1.659
FRO,F,20080229,2008,A.2008,16,315,50,1.823
FRO,F,20080229,2008,A.2008,16,315,50,1.823
FRO,F,20080229,2008,A.2008,7,240,17,2.418
FRO,T,20080229,2008,T.2008,18,124,22,0.253
FRO,T,20080229,2008,T.2008,12,117,14,0.333
FRO,T,20080229,2008,T.2008,11,127,14,0.433
FRO,T,20080229,2008,T.2008,18,171,31,0.478
FRO,T,20080229,2008,T.2008,21,192,40,0.516
FRO,T,20080229,2008,T.2008,22,216,48,0.625
FRO,T,20080229,2008,T.2008,21,213,45,0.637
FRO,T,20080229,2008,T.2008,19,206,39,0.658
FRO,T,20080229,2008,T.2008,18,218,39,0.774
FRO,T,20080229,2008,T.2008,14,200,28,0.84
FRO,T,20080229,2008,T.2008,13,194,25,0.849
FRO,T,20080229,2008,T.2008,12,210,25,1.08
FRO,T,20080229,2008,T.2008,19,265,50,1.088
FRO,T,20080229,2008,T.2008,16,245,39,1.103
FRO,T,20080229,2008,T.2008,16,245,39,1.103
FRO,T,20080229,2008,T.2008,11,204,22,1.108
FRO,T,20080229,2008,T.2008,10,196,20,1.129
FRO,T,20080229,2008,T.2008,9,187,17,1.138
FRO,T,20080229,2008,T.2008,9,187,17,1.138
FRO,T,20080229,2008,T.2008,9,187,17,1.138
FRO,T,20080229,2008,T.2008,15,243,36,1.154
FRO,T,20080229,2008,T.2008,26,323,84,1.18
FRO,T,20080229,2008,T.2008,13,237,31,1.269
FRO,T,20080229,2008,T.2008,12,233,28,1.333
FRO,T,20080229,2008,T.2008,8,192,15,1.361
FRO,T,20080229,2008,T.2008,9,218,20,1.549
FRO,T,20080229,2008,T.2008,10,252,25,1.866
FRO,T,20080229,2008,T.2008,7,240,17,2.418
FRO,T,20080229,2008,T.2008,6,233,14,2.667
FRO,T,20080229,2008,T.2008,8,280,22,2.88
FRO,T,20080229,2008,T.2008,12,350,42,3
FRO,T,20080229,2008,T.2008,9,323,29,3.419
FRO,T,20080229,2008,T.2008,6,373,22,6.827
LIN,E,20080302,2008,E.2008,40,175,70,0.225
LIN,E,20080302,2008,E.2008,34,165,56,0.234
LIN,E,20080302,2008,E.2008,77,254,196,0.247
LIN,E,20080302,2008,E.2008,58,232,134,0.272
LIN,E,20080302,2008,E.2008,52,221,115,0.275
LIN,E,20080302,2008,E.2008,49,217,106,0.283
LIN,E,20080302,2008,E.2008,40,203,81,0.303
LIN,E,20080302,2008,E.2008,45,218,98,0.31
LIN,E,20080302,2008,E.2008,33,187,62,0.31
LIN,E,20080302,2008,E.2008,55,249,137,0.333
LIN,E,20080302,2008,E.2008,48,233,112,0.333
LIN,E,20080302,2008,E.2008,40,217,87,0.346
LIN,E,20080302,2008,E.2008,20,154,31,0.348
LIN,E,20080302,2008,E.2008,39,215,84,0.35
LIN,E,20080302,2008,E.2008,22,165,36,0.366
LIN,E,20080302,2008,E.2008,58,270,157,0.37
LIN,E,20080302,2008,E.2008,18,156,28,0.395
LIN,E,20080302,2008,E.2008,38,228,87,0.404
LIN,E,20080302,2008,E.2008,47,256,120,0.41
LIN,E,20080302,2008,E.2008,47,262,123,0.43
LIN,E,20080302,2008,E.2008,45,268,120,0.468
LIN,E,20080302,2008,E.2008,43,267,115,0.487
LIN,E,20080302,2008,E.2008,55,310,171,0.515
LIN,E,20080302,2008,E.2008,30,243,73,0.577
LIN,E,20080302,2008,E.2008,27,238,64,0.619
LIN,E,20080302,2008,E.2008,26,237,62,0.634
LIN,E,20080302,2008,E.2008,18,202,36,0.668
LIN,E,20080302,2008,E.2008,22,229,50,0.701
LIN,E,20080302,2008,E.2008,22,229,50,0.701
LIN,E,20080302,2008,E.2008,30,280,84,0.768
LIN,E,20080302,2008,E.2008,16,210,34,0.81
LIN,E,20080302,2008,E.2008,22,254,56,0.866
LIN,E,20080302,2008,E.2008,13,215,28,1.049
LIN,F,20080302,2008,A.2008,148,280,414,0.156
LIN,F,20080302,2008,A.2008,120,259,311,0.164
LIN,F,20080302,2008,A.2008,104,242,252,0.166
LIN,F,20080302,2008,A.2008,71,200,142,0.166
LIN,F,20080302,2008,A.2008,128,271,347,0.169
LIN,F,20080302,2008,A.2008,100,241,241,0.17
LIN,F,20080302,2008,A.2008,76,210,160,0.171
LIN,F,20080302,2008,A.2008,134,284,381,0.177
LIN,F,20080302,2008,A.2008,90,233,210,0.178
LIN,F,20080302,2008,A.2008,106,254,269,0.178
LIN,F,20080302,2008,A.2008,102,250,255,0.18
LIN,F,20080302,2008,A.2008,118,270,319,0.182
LIN,F,20080302,2008,A.2008,122,275,336,0.183
LIN,F,20080302,2008,A.2008,83,229,190,0.186
LIN,F,20080302,2008,A.2008,53,185,98,0.19
LIN,F,20080302,2008,A.2008,74,219,162,0.191
LIN,F,20080302,2008,A.2008,128,289,370,0.191
LIN,F,20080302,2008,A.2008,108,267,288,0.194
LIN,F,20080302,2008,A.2008,91,246,224,0.196
LIN,F,20080302,2008,A.2008,83,236,196,0.197
LIN,F,20080302,2008,A.2008,120,287,344,0.202
LIN,F,20080302,2008,A.2008,114,280,319,0.202
LIN,F,20080302,2008,A.2008,104,271,281,0.207
LIN,F,20080302,2008,A.2008,63,213,134,0.212
LIN,F,20080302,2008,A.2008,96,271,260,0.225
LIN,F,20080302,2008,A.2008,116,299,347,0.227
LIN,F,20080302,2008,A.2008,108,290,314,0.229
LIN,F,20080302,2008,A.2008,114,305,347,0.239
LIN,F,20080302,2008,A.2008,71,244,174,0.247
LIN,F,20080302,2008,A.2008,100,291,291,0.249
LIN,F,20080302,2008,A.2008,90,280,252,0.256
LIN,F,20080302,2008,A.2008,90,280,252,0.256
LIN,F,20080302,2008,A.2008,63,249,157,0.289
LIN,F,20080302,2008,A.2008,54,238,129,0.31
LIN,T,20080302,2008,T.2008,13,97,13,0.212
LIN,T,20080302,2008,T.2008,13,114,15,0.295
LIN,T,20080302,2008,T.2008,19,144,27,0.323
LIN,T,20080302,2008,T.2008,12,117,14,0.333
LIN,T,20080302,2008,T.2008,11,112,12,0.335
LIN,T,20080302,2008,T.2008,16,140,22,0.36
LIN,T,20080302,2008,T.2008,13,129,17,0.378
LIN,T,20080302,2008,T.2008,8,105,8,0.405
LIN,T,20080302,2008,T.2008,13,162,21,0.59
LIN,T,20080302,2008,T.2008,14,170,24,0.607
LIN,T,20080302,2008,T.2008,10,146,15,0.623
LIN,T,20080302,2008,T.2008,16,187,30,0.644
LIN,T,20080302,2008,T.2008,16,189,30,0.656
LIN,T,20080302,2008,T.2008,20,213,43,0.665
LIN,T,20080302,2008,T.2008,13,172,22,0.671
LIN,T,20080302,2008,T.2008,12,170,20,0.711
LIN,T,20080302,2008,T.2008,12,170,20,0.711
LIN,T,20080302,2008,T.2008,10,160,16,0.749
LIN,T,20080302,2008,T.2008,9,159,14,0.822
LIN,T,20080302,2008,T.2008,15,207,31,0.841
LIN,T,20080302,2008,T.2008,11,193,21,1
LIN,T,20080302,2008,T.2008,10,196,20,1.129
LIN,T,20080302,2008,T.2008,16,248,40,1.134
LIN,T,20080302,2008,T.2008,11,209,23,1.164
LIN,T,20080302,2008,T.2008,16,259,41,1.232
LIN,T,20080302,2008,T.2008,9,221,20,1.593
LIN,T,20080302,2008,T.2008,9,227,20,1.684
LIN,T,20080302,2008,T.2008,11,254,28,1.731
LIN,T,20080302,2008,T.2008,11,275,30,2.019
LIN,T,20080302,2008,T.2008,9,249,22,2.023
LIN,T,20080302,2008,T.2008,8,252,20,2.333
LIN,T,20080302,2008,T.2008,9,311,28,3.161
LIN,T,20080302,2008,T.2008,4,280,11,5.76
RA2,E,20080306,2008,E.2008,52,124,64,0.087
RA2,E,20080306,2008,E.2008,86,286,246,0.281
RA2,E,20080306,2008,E.2008,72,292,210,0.347
RA2,E,20080306,2008,E.2008,80,322,258,0.381
RA2,E,20080306,2008,E.2008,57,295,168,0.448
RA2,E,20080306,2008,E.2008,61,307,188,0.456
RA2,E,20080306,2008,E.2008,51,291,148,0.488
RA2,E,20080306,2008,E.2008,35,248,87,0.516
RA2,E,20080306,2008,E.2008,42,287,120,0.575
RA2,E,20080306,2008,E.2008,40,315,126,0.729
RA2,E,20080306,2008,E.2008,37,310,115,0.765
RA2,E,20080306,2008,E.2008,33,305,101,0.831
RA2,E,20080306,2008,E.2008,29,290,84,0.85
RA2,E,20080306,2008,E.2008,25,280,70,0.922
RA2,E,20080306,2008,E.2008,41,369,151,0.975
RA2,E,20080306,2008,E.2008,30,317,95,0.986
RA2,E,20080306,2008,E.2008,24,292,70,1.042
RA2,E,20080306,2008,E.2008,27,321,87,1.125
RA2,E,20080306,2008,E.2008,27,332,90,1.199
RA2,E,20080306,2008,E.2008,16,280,45,1.44
RA2,E,20080306,2008,E.2008,13,258,34,1.51
RA2,E,20080306,2008,E.2008,12,257,31,1.613
RA2,E,20080306,2008,E.2008,18,327,59,1.742
RA2,E,20080306,2008,E.2008,15,299,45,1.748
RA2,E,20080306,2008,E.2008,14,300,42,1.889
RA2,E,20080306,2008,E.2008,22,382,84,1.947
RA2,E,20080306,2008,E.2008,22,382,84,1.947
RA2,E,20080306,2008,E.2008,11,280,31,2.095
RA2,E,20080306,2008,E.2008,14,320,45,2.15
RA2,E,20080306,2008,E.2008,15,336,50,2.212
RA2,E,20080306,2008,E.2008,22,407,90,2.216
RA2,E,20080306,2008,E.2008,10,280,28,2.304
RA2,E,20080306,2008,E.2008,13,517,67,6.041
RA2,F,20080306,2008,A.2008,75,190,143,0.142
RA2,F,20080306,2008,A.2008,72,191,137,0.148
RA2,F,20080306,2008,A.2008,71,189,134,0.148
RA2,F,20080306,2008,A.2008,66,187,123,0.155
RA2,F,20080306,2008,A.2008,69,195,134,0.162
RA2,F,20080306,2008,A.2008,80,210,168,0.162
RA2,F,20080306,2008,A.2008,80,210,168,0.162
RA2,F,20080306,2008,A.2008,74,204,151,0.166
RA2,F,20080306,2008,A.2008,72,202,146,0.167
RA2,F,20080306,2008,A.2008,70,200,140,0.168
RA2,F,20080306,2008,A.2008,64,192,123,0.17
RA2,F,20080306,2008,A.2008,82,222,182,0.177
RA2,F,20080306,2008,A.2008,90,233,210,0.178
RA2,F,20080306,2008,A.2008,54,181,98,0.179
RA2,F,20080306,2008,A.2008,68,206,140,0.183
RA2,F,20080306,2008,A.2008,68,206,140,0.183
RA2,F,20080306,2008,A.2008,85,231,196,0.184
RA2,F,20080306,2008,A.2008,67,205,137,0.184
RA2,F,20080306,2008,A.2008,74,216,160,0.185
RA2,F,20080306,2008,A.2008,73,215,157,0.186
RA2,F,20080306,2008,A.2008,80,227,182,0.19
RA2,F,20080306,2008,A.2008,91,246,224,0.196
RA2,F,20080306,2008,A.2008,83,236,196,0.197
RA2,F,20080306,2008,A.2008,66,216,143,0.208
RA2,F,20080306,2008,A.2008,65,215,140,0.21
RA2,F,20080306,2008,A.2008,72,229,165,0.215
RA2,F,20080306,2008,A.2008,70,232,162,0.226
RA2,F,20080306,2008,A.2008,70,240,168,0.242
RA2,F,20080306,2008,A.2008,74,253,188,0.255
RA2,F,20080306,2008,A.2008,58,227,132,0.261
RA2,F,20080306,2008,A.2008,58,241,140,0.295
RA2,F,20080306,2008,A.2008,58,241,140,0.295
RA2,F,20080306,2008,A.2008,54,295,160,0.475
RA2,T,20080306,2008,T.2008,10,224,22,1.475
RA2,T,20080306,2008,T.2008,14,280,39,1.646
RA2,T,20080306,2008,T.2008,6,187,11,1.707
RA2,T,20080306,2008,T.2008,10,252,25,1.866
RA2,T,20080306,2008,T.2008,9,243,22,1.923
RA2,T,20080306,2008,T.2008,13,293,38,1.94
RA2,T,20080306,2008,T.2008,12,303,36,2.253
RA2,T,20080306,2008,T.2008,10,280,28,2.304
RA2,T,20080306,2008,T.2008,10,280,28,2.304
RA2,T,20080306,2008,T.2008,8,252,20,2.333
RA2,T,20080306,2008,T.2008,11,310,34,2.577
RA2,T,20080306,2008,T.2008,12,327,39,2.613
RA2,T,20080306,2008,T.2008,12,327,39,2.613
RA2,T,20080306,2008,T.2008,6,233,14,2.667
RA2,T,20080306,2008,T.2008,6,233,14,2.667
RA2,T,20080306,2008,T.2008,10,308,31,2.788
RA2,T,20080306,2008,T.2008,9,311,28,3.161
RA2,T,20080306,2008,T.2008,5,235,12,3.252
RA2,T,20080306,2008,T.2008,10,336,34,3.318
RA2,T,20080306,2008,T.2008,7,296,21,3.678
RA2,T,20080306,2008,T.2008,6,280,17,3.84
RA2,T,20080306,2008,T.2008,6,280,17,3.84
RA2,T,20080306,2008,T.2008,7,320,22,4.299
RA2,T,20080306,2008,T.2008,8,350,28,4.5
RA2,T,20080306,2008,T.2008,9,373,34,4.551
RA2,T,20080306,2008,T.2008,5,280,14,4.608
RA2,T,20080306,2008,T.2008,3,233,7,5.334
RAM,E,20080301,2008,E.2008,43,179,77,0.219
RAM,E,20080301,2008,E.2008,87,285,248,0.274
RAM,E,20080301,2008,E.2008,54,228,123,0.283
RAM,E,20080301,2008,E.2008,66,254,168,0.289
RAM,E,20080301,2008,E.2008,64,258,165,0.306
RAM,E,20080301,2008,E.2008,69,272,188,0.315
RAM,E,20080301,2008,E.2008,41,212,87,0.321
RAM,E,20080301,2008,E.2008,72,284,204,0.329
RAM,E,20080301,2008,E.2008,62,271,168,0.348
RAM,E,20080301,2008,E.2008,62,271,168,0.348
RAM,E,20080301,2008,E.2008,49,246,120,0.362
RAM,E,20080301,2008,E.2008,22,165,36,0.366
RAM,E,20080301,2008,E.2008,32,201,64,0.372
RAM,E,20080301,2008,E.2008,61,285,174,0.39
RAM,E,20080301,2008,E.2008,30,201,60,0.394
RAM,E,20080301,2008,E.2008,63,293,185,0.401
RAM,E,20080301,2008,E.2008,45,249,112,0.405
RAM,E,20080301,2008,E.2008,30,205,62,0.413
RAM,E,20080301,2008,E.2008,21,173,36,0.42
RAM,E,20080301,2008,E.2008,34,222,76,0.427
RAM,E,20080301,2008,E.2008,43,254,109,0.441
RAM,E,20080301,2008,E.2008,31,217,67,0.445
RAM,E,20080301,2008,E.2008,35,232,81,0.452
RAM,E,20080301,2008,E.2008,40,252,101,0.467
RAM,E,20080301,2008,E.2008,32,227,73,0.475
RAM,E,20080301,2008,E.2008,20,182,36,0.487
RAM,E,20080301,2008,E.2008,39,277,108,0.579
RAM,E,20080301,2008,E.2008,45,308,139,0.62
RAM,E,20080301,2008,E.2008,32,262,84,0.633
RAM,E,20080301,2008,E.2008,16,192,31,0.681
RAM,E,20080301,2008,E.2008,14,200,28,0.84
RAM,E,20080301,2008,E.2008,25,493,123,2.855
RAM,E,20080301,2008,E.2008,8,280,22,2.88
RAM,F,20080301,2008,A.2008,180,305,549,0.152
RAM,F,20080301,2008,A.2008,139,274,381,0.159
RAM,F,20080301,2008,A.2008,160,294,470,0.159
RAM,F,20080301,2008,A.2008,160,297,476,0.163
RAM,F,20080301,2008,A.2008,186,322,599,0.164
RAM,F,20080301,2008,A.2008,244,369,901,0.164
RAM,F,20080301,2008,A.2008,147,293,431,0.172
RAM,F,20080301,2008,A.2008,212,358,759,0.178
RAM,F,20080301,2008,A.2008,213,360,767,0.179
RAM,F,20080301,2008,A.2008,174,328,571,0.182
RAM,F,20080301,2008,A.2008,144,303,437,0.188
RAM,F,20080301,2008,A.2008,164,338,554,0.205
RAM,F,20080301,2008,A.2008,122,298,364,0.214
RAM,F,20080301,2008,A.2008,169,361,610,0.227
RAM,F,20080301,2008,A.2008,149,340,507,0.228
RAM,F,20080301,2008,A.2008,210,405,851,0.23
RAM,F,20080301,2008,A.2008,146,345,504,0.24
RAM,F,20080301,2008,A.2008,115,309,356,0.244
RAM,T,20080301,2008,T.2008,10,67,7,0.133
RAM,T,20080301,2008,T.2008,8,105,8,0.405
RAM,T,20080301,2008,T.2008,28,210,59,0.463
RAM,T,20080301,2008,T.2008,12,149,18,0.546
RAM,T,20080301,2008,T.2008,14,176,25,0.65
RAM,T,20080301,2008,T.2008,14,180,25,0.68
RAM,T,20080301,2008,T.2008,14,196,27,0.806
RAM,T,20080301,2008,T.2008,12,182,22,0.811
RAM,T,20080301,2008,T.2008,11,178,20,0.848
RAM,T,20080301,2008,T.2008,11,178,20,0.848
RAM,T,20080301,2008,T.2008,9,168,15,0.922
RAM,T,20080301,2008,T.2008,13,207,27,0.967
RAM,T,20080301,2008,T.2008,17,237,40,0.972
RAM,T,20080301,2008,T.2008,10,190,19,1.065
RAM,T,20080301,2008,T.2008,9,187,17,1.138
RAM,T,20080301,2008,T.2008,14,236,33,1.169
RAM,T,20080301,2008,T.2008,11,229,25,1.402
RAM,T,20080301,2008,T.2008,11,229,25,1.402
RAM,T,20080301,2008,T.2008,13,254,33,1.46
RAM,T,20080301,2008,T.2008,12,247,30,1.498
RAM,T,20080301,2008,T.2008,8,210,17,1.62
RAM,T,20080301,2008,T.2008,8,210,17,1.62
RAM,T,20080301,2008,T.2008,10,235,24,1.626
RAM,T,20080301,2008,T.2008,9,236,21,1.826
RAM,T,20080301,2008,T.2008,11,275,30,2.019
RAM,T,20080301,2008,T.2008,9,249,22,2.023
RAM,T,20080301,2008,T.2008,10,263,26,2.036
RAM,T,20080301,2008,T.2008,12,289,35,2.05
RAM,T,20080301,2008,T.2008,13,301,39,2.056
RAM,T,20080301,2008,T.2008,8,238,19,2.081
RAM,T,20080301,2008,T.2008,7,224,16,2.107
RAM,T,20080301,2008,T.2008,8,336,27,4.147
RAM,T,20080301,2008,T.2008,7,320,22,4.299
RID,E,20080229,2008,E.2008,126,244,308,0.139
RID,E,20080229,2008,E.2008,118,240,283,0.143
RID,E,20080229,2008,E.2008,112,245,274,0.158
RID,E,20080229,2008,E.2008,112,260,291,0.177
RID,E,20080229,2008,E.2008,55,183,101,0.179
RID,E,20080229,2008,E.2008,92,237,218,0.18
RID,E,20080229,2008,E.2008,110,265,291,0.187
RID,E,20080229,2008,E.2008,110,267,294,0.191
RID,E,20080229,2008,E.2008,124,284,353,0.192
RID,E,20080229,2008,E.2008,89,242,216,0.194
RID,E,20080229,2008,E.2008,56,193,108,0.195
RID,E,20080229,2008,E.2008,80,231,185,0.196
RID,E,20080229,2008,E.2008,102,263,269,0.2
RID,E,20080229,2008,E.2008,63,218,137,0.221
RID,E,20080229,2008,E.2008,95,268,255,0.223
RID,E,20080229,2008,E.2008,113,295,333,0.226
RID,E,20080229,2008,E.2008,86,264,227,0.238
RID,E,20080229,2008,E.2008,59,223,132,0.248
RID,E,20080229,2008,E.2008,74,253,188,0.255
RID,E,20080229,2008,E.2008,98,294,288,0.26
RID,E,20080229,2008,E.2008,81,270,218,0.264
RID,E,20080229,2008,E.2008,68,255,174,0.282
RID,E,20080229,2008,E.2008,60,243,146,0.288
RID,E,20080229,2008,E.2008,70,264,185,0.293
RID,E,20080229,2008,E.2008,58,251,146,0.319
RID,E,20080229,2008,E.2008,74,288,213,0.328
