site,group,date,year,zone,sample,weight,depth,density,swe,htc
TIS,5,20130220,2013,Drift,4,3230,248,365,904,0.16
TIS,5,20130220,2013,Drift,7,3410,250,382,955,0.17
TIS,5,20130220,2013,Drift,5,3420,250,383,957,0.17
TIS,5,20130220,2013,Drift,1,3400,247,385,952,0.18
TIS,5,20130220,2013,Drift,11,3360,245,384,941,0.18
TIS,5,20130220,2013,Drift,15,2600,205,355,728,0.18
TIS,5,20130220,2013,Drift,6,3555,251,396,995,0.18
TIS,5,20130220,2013,Drift,2,3450,246,393,966,0.18
TIS,5,20130220,2013,Drift,14,2780,212,367,778,0.19
TIS,5,20130220,2013,Drift,13,2680,206,364,750,0.19
TIS,5,20130220,2013,Drift,12,2780,209,372,778,0.20
TIS,2,20130220,2013,Island,13,2100,191,308,588,0.15
TIS,2,20130220,2013,Island,10,2120,188,316,593,0.16
TIS,3,20130220,2013,Island,8,1160,124,262,325,0.16
TIS,3,20130220,2013,Island,1,1300,131,278,364,0.17
TIS,2,20130220,2013,Island,15,2390,194,345,669,0.18
TIS,2,20130220,2013,Island,7,2360,190,348,661,0.19
TIS,2,20130220,2013,Island,14,2440,194,352,683,0.19
TIS,1,20130220,2013,Island,4,1800,158,319,504,0.19
TIS,1,20130220,2013,Island,3,1760,155,318,493,0.19
TIS,3,20130220,2013,Island,5,1560,142,308,437,0.20
TIS,2,20130220,2013,Island,11,2400,189,355,672,0.20
TIS,3,20130220,2013,Island,3,1620,145,313,454,0.20
TIS,1,20130220,2013,Island,2,1800,155,325,504,0.20
TIS,2,20130220,2013,Island,4,2460,190,362,689,0.20
TIS,1,20130220,2013,Island,8,1800,154,327,504,0.20
TIS,2,20130220,2013,Island,9,2260,179,353,633,0.21
TIS,3,20130220,2013,Island,4,1600,142,315,448,0.21
TIS,3,20130220,2013,Island,6,1450,132,308,406,0.21
TIS,1,20130220,2013,Island,9,1925,159,339,539,0.21
TIS,2,20130220,2013,Island,2,2340,180,364,655,0.22
TIS,1,20130220,2013,Island,14,1540,136,317,431,0.22
TIS,2,20130220,2013,Island,8,2220,173,359,621,0.22
TIS,1,20130220,2013,Island,15,1740,147,331,487,0.22
TIS,1,20130220,2013,Island,10,1875,154,341,525,0.22
TIS,1,20130220,2013,Island,5,1950,158,346,546,0.22
TIS,2,20130220,2013,Island,12,2620,192,382,733,0.22
TIS,1,20130220,2013,Island,7,1720,145,332,482,0.22
TIS,1,20130220,2013,Island,13,1315,121,304,368,0.22
TIS,3,20130220,2013,Island,12,1300,120,303,364,0.23
TIS,1,20130220,2013,Island,11,1520,133,320,426,0.23
TIS,3,20130220,2013,Island,9,1380,124,312,386,0.23
TIS,3,20130220,2013,Island,10,1400,125,314,392,0.23
TIS,2,20130220,2013,Island,5,2400,179,375,672,0.23
TIS,2,20130220,2013,Island,3,2340,176,372,655,0.23
TIS,1,20130220,2013,Island,12,1322,120,308,370,0.23
TIS,2,20130220,2013,Island,1,2285,172,372,640,0.24
TIS,1,20130220,2013,Island,1,1630,137,333,456,0.24
TIS,3,20130220,2013,Island,15,1400,123,319,392,0.24
TIS,3,20130220,2013,Island,7,1550,131,331,434,0.25
TIS,3,20130220,2013,Island,14,1300,116,314,364,0.25
TIS,3,20130220,2013,Island,2,1550,130,334,434,0.25
TIS,1,20130220,2013,Island,6,1850,146,355,518,0.25
TIS,3,20130220,2013,Island,13,1400,120,327,392,0.26
TIS,3,20130220,2013,Island,11,1500,123,341,420,0.28
TIS,2,20130220,2013,Island,6,2520,172,410,705,0.29
TIS,4,20130220,2013,Windward,9,640,76,236,179,0.21
TIS,4,20130220,2013,Windward,3,700,80,245,196,0.22
TIS,4,20130220,2013,Windward,15,780,84,260,218,0.24
TIS,4,20130220,2013,Windward,4,760,80,266,213,0.26
TIS,4,20130220,2013,Windward,10,910,90,283,255,0.26
TIS,4,20130220,2013,Windward,11,880,88,280,246,0.26
TIS,4,20130220,2013,Windward,14,860,84,287,241,0.29
TIS,4,20130220,2013,Windward,2,880,85,290,246,0.29
TIS,4,20130220,2013,Windward,5,780,78,280,218,0.30
TIS,4,20130220,2013,Windward,7,800,78,287,224,0.31
TIS,4,20130220,2013,Windward,6,790,77,287,221,0.31
TIS,4,20130220,2013,Windward,13,850,80,297,238,0.33
TIS,4,20130220,2013,Windward,1,920,84,307,258,0.33
TIS,4,20130220,2013,Windward,12,860,80,301,241,0.33
TIS,4,20130220,2013,Windward,8,720,71,284,202,0.33
T10,2,20140314,2014,Drift,33,940,104,253,263,0.18
T10,1,20140314,2014,Drift,4,490,66,208,137,0.19
T10,2,20140314,2014,Drift,22,1810,154,329,507,0.21
T10,2,20140314,2014,Drift,25,1320,124,298,370,0.21
T10,2,20140314,2014,Drift,7,1280,118,304,358,0.23
T10,2,20140314,2014,Drift,32,1800,148,340,504,0.23
T10,1,20140314,2014,Drift,7,980,98,280,274,0.24
T10,1,20140314,2014,Drift,11,660,74,250,185,0.25
T10,2,20140314,2014,Drift,30,1780,142,351,498,0.25
T10,2,20140314,2014,Drift,13,1420,122,326,398,0.26
T10,2,20140314,2014,Drift,14,1370,118,325,384,0.26
T10,2,20140314,2014,Drift,29,1200,108,311,336,0.26
T10,2,20140314,2014,Drift,23,2060,154,374,577,0.27
T10,2,20140314,2014,Drift,19,1720,136,354,482,0.27
T10,2,20140314,2014,Drift,26,1650,132,350,462,0.27
T10,1,20140314,2014,Drift,1,420,53,222,118,0.27
T10,1,20140314,2014,Drift,5,930,90,289,260,0.27
T10,2,20140314,2014,Drift,27,1400,118,332,392,0.27
T10,2,20140314,2014,Drift,15,1510,124,341,423,0.28
T10,2,20140314,2014,Drift,20,1720,135,357,482,0.28
T10,2,20140314,2014,Drift,6,1390,117,333,389,0.28
T10,2,20140314,2014,Drift,5,1410,118,335,395,0.28
T10,2,20140314,2014,Drift,18,1600,128,350,448,0.28
T10,2,20140314,2014,Drift,28,1210,106,320,339,0.28
T10,2,20140314,2014,Drift,24,1425,118,338,399,0.28
T10,2,20140314,2014,Drift,17,1540,124,348,431,0.29
T10,2,20140314,2014,Drift,4,1470,120,343,412,0.29
T10,2,20140314,2014,Drift,12,1300,110,331,364,0.29
T10,1,20140314,2014,Drift,28,840,82,287,235,0.29
T10,2,20140314,2014,Drift,16,1470,118,349,412,0.30
T10,1,20140314,2014,Drift,3,1080,96,315,302,0.30
T10,2,20140314,2014,Drift,9,1400,114,344,392,0.30
T10,1,20140314,2014,Drift,12,800,78,287,224,0.31
T10,2,20140314,2014,Drift,2,1180,101,327,330,0.31
T10,1,20140314,2014,Drift,2,960,88,305,269,0.31
T10,2,20140314,2014,Drift,21,1780,131,380,498,0.32
T10,2,20140314,2014,Drift,10,1450,114,356,406,0.33
T10,2,20140314,2014,Drift,1,1280,104,345,358,0.34
T10,2,20140314,2014,Drift,8,1550,118,368,434,0.34
T10,1,20140314,2014,Drift,30,620,64,271,174,0.34
T10,1,20140314,2014,Drift,23,660,66,280,185,0.35
T10,2,20140314,2014,Drift,11,1500,114,368,420,0.35
T10,1,20140314,2014,Drift,18,360,44,229,101,0.35
T10,2,20140314,2014,Drift,3,1330,104,358,372,0.36
T10,2,20140314,2014,Drift,31,1480,110,377,414,0.38
T10,1,20140314,2014,Drift,9,1000,84,333,280,0.39
T10,1,20140314,2014,Drift,25,700,66,297,196,0.39
T10,1,20140314,2014,Drift,10,610,60,285,171,0.40
T10,1,20140314,2014,Drift,20,470,50,263,132,0.41
T10,1,20140314,2014,Drift,31,940,79,333,263,0.41
T10,1,20140314,2014,Drift,16,700,64,306,196,0.43
T10,1,20140314,2014,Drift,22,820,71,323,230,0.43
T10,1,20140314,2014,Drift,15,640,60,299,179,0.44
T10,1,20140314,2014,Drift,24,950,78,341,266,0.44
T10,1,20140314,2014,Drift,8,1000,80,350,280,0.45
T10,1,20140314,2014,Drift,27,1060,83,358,297,0.45
T10,1,20140314,2014,Drift,13,760,66,322,213,0.46
T10,1,20140314,2014,Drift,14,540,52,291,151,0.48
T10,1,20140314,2014,Drift,6,1160,86,378,325,0.49
T10,1,20140314,2014,Drift,26,580,54,301,162,0.49
T10,1,20140314,2014,Drift,29,400,41,273,112,0.53
T10,1,20140314,2014,Drift,17,630,54,327,176,0.58
T10,1,20140314,2014,Drift,19,440,38,324,123,0.81
T10,1,20140314,2014,Drift,33,320,30,299,90,0.87
T10,1,20140314,2014,Drift,21,370,32,324,104,0.96
T10,1,20140314,2014,Drift,32,250,24,292,70,1.04
T10,4,20140314,2014,Island,27,180,70,72,50,0.02
T10,4,20140314,2014,Island,7,910,175,146,255,0.04
T10,4,20140314,2014,Island,5,450,94,134,126,0.06
T10,4,20140314,2014,Island,22,200,54,104,56,0.06
T10,4,20140314,2014,Island,20,450,85,148,126,0.08
T10,4,20140314,2014,Island,6,520,88,165,146,0.09
T10,4,20140314,2014,Island,24,650,79,230,182,0.20
T10,4,20140314,2014,Island,23,525,68,216,147,0.20
T10,4,20140314,2014,Island,29,670,78,240,188,0.22
T10,4,20140314,2014,Island,14,650,74,246,182,0.24
T10,4,20140314,2014,Island,11,990,96,289,277,0.26
T10,4,20140314,2014,Island,3,1310,114,322,367,0.27
T10,4,20140314,2014,Island,8,800,82,273,224,0.27
T10,4,20140314,2014,Island,28,1450,120,338,406,0.28
T10,4,20140314,2014,Island,16,550,62,248,154,0.29
T10,4,20140314,2014,Island,19,670,68,276,188,0.33
T10,4,20140314,2014,Island,18,830,78,298,232,0.33
T10,4,20140314,2014,Island,30,1000,86,326,280,0.36
T10,4,20140314,2014,Island,26,1600,115,389,448,0.39
T10,4,20140314,2014,Island,17,700,66,297,196,0.39
T10,4,20140314,2014,Island,31,900,78,323,252,0.39
T10,4,20140314,2014,Island,2,520,54,270,146,0.40
T10,4,20140314,2014,Island,33,620,60,289,174,0.41
T10,4,20140314,2014,Island,12,180,26,194,50,0.42
T10,4,20140314,2014,Island,13,180,26,194,50,0.42
T10,4,20140314,2014,Island,9,860,72,334,241,0.46
T10,4,20140314,2014,Island,32,860,72,334,241,0.46
T10,4,20140314,2014,Island,25,700,61,321,196,0.50
T10,4,20140314,2014,Island,1,490,47,292,137,0.53
T10,4,20140314,2014,Island,21,500,45,311,140,0.63
T10,4,20140314,2014,Island,4,420,40,294,118,0.64
T10,4,20140314,2014,Island,10,900,66,382,252,0.65
T10,4,20140314,2014,Island,15,1050,68,432,294,0.81
T10,3,20140314,2014,Windward,30,580,64,254,162,0.30
T10,3,20140314,2014,Windward,16,380,47,226,106,0.32
T10,3,20140314,2014,Windward,27,700,68,288,196,0.36
T10,3,20140314,2014,Windward,32,340,42,227,95,0.36
T10,3,20140314,2014,Windward,31,320,40,224,90,0.37
T10,3,20140314,2014,Windward,29,560,58,270,157,0.37
T10,3,20140314,2014,Windward,25,750,70,300,210,0.38
T10,3,20140314,2014,Windward,22,400,46,243,112,0.38
T10,3,20140314,2014,Windward,26,1010,84,337,283,0.40
T10,3,20140314,2014,Windward,14,420,46,256,118,0.42
T10,3,20140314,2014,Windward,18,420,46,256,118,0.42
T10,3,20140314,2014,Windward,24,500,50,280,140,0.46
T10,3,20140314,2014,Windward,15,360,40,252,101,0.47
T10,3,20140314,2014,Windward,23,740,64,324,207,0.48
T10,3,20140314,2014,Windward,33,490,47,292,137,0.53
T10,3,20140314,2014,Windward,20,400,41,273,112,0.53
T10,3,20140314,2014,Windward,28,540,50,302,151,0.54
T10,3,20140314,2014,Windward,12,480,46,292,134,0.55
T10,3,20140314,2014,Windward,19,490,46,298,137,0.57
T10,3,20140314,2014,Windward,21,460,44,293,129,0.57
T10,3,20140314,2014,Windward,6,200,25,224,56,0.59
T10,3,20140314,2014,Windward,13,440,42,293,123,0.60
T10,3,20140314,2014,Windward,3,180,23,219,50,0.61
T10,3,20140314,2014,Windward,9,140,19,206,39,0.66
T10,3,20140314,2014,Windward,17,430,40,301,120,0.67
T10,3,20140314,2014,Windward,11,300,30,280,84,0.77
T10,3,20140314,2014,Windward,8,180,21,240,50,0.81
T10,3,20140314,2014,Windward,1,200,22,254,56,0.87
T10,3,20140314,2014,Windward,10,220,23,268,62,0.92
T10,3,20140314,2014,Windward,7,180,20,252,50,0.93
T10,3,20140314,2014,Windward,5,180,19,265,50,1.09
T10,3,20140314,2014,Windward,4,160,17,263,45,1.20
T10,3,20140314,2014,Windward,2,200,17,329,56,1.88
T11,4,20140314,2014,Deflation,23,400,75,149,112,0.09
T11,4,20140314,2014,Deflation,18,1240,150,231,347,0.10
T11,4,20140314,2014,Deflation,30,700,86,228,196,0.18
T11,4,20140314,2014,Deflation,25,850,89,267,238,0.24
T11,4,20140314,2014,Deflation,9,700,76,258,196,0.26
T11,4,20140314,2014,Deflation,22,620,70,248,174,0.26
T11,4,20140314,2014,Deflation,21,710,76,262,199,0.26
T11,4,20140314,2014,Deflation,17,1700,136,350,476,0.26
T11,4,20140314,2014,Deflation,20,650,70,260,182,0.28
T11,4,20140314,2014,Deflation,5,380,48,222,106,0.30
T11,4,20140314,2014,Deflation,29,700,72,272,196,0.30
T11,4,20140314,2014,Deflation,19,770,76,284,216,0.31
T11,4,20140314,2014,Deflation,28,810,78,291,227,0.32
T11,4,20140314,2014,Deflation,24,760,74,288,213,0.33
T11,4,20140314,2014,Deflation,27,690,68,284,193,0.35
T11,4,20140314,2014,Deflation,14,840,76,309,235,0.37
T11,4,20140314,2014,Deflation,8,890,76,328,249,0.42
T11,4,20140314,2014,Deflation,26,950,79,337,266,0.42
T11,4,20140314,2014,Deflation,13,900,76,332,252,0.43
T11,4,20140314,2014,Deflation,11,870,74,329,244,0.43
T11,4,20140314,2014,Deflation,33,500,50,280,140,0.46
T11,4,20140314,2014,Deflation,15,940,76,346,263,0.46
T11,4,20140314,2014,Deflation,16,870,72,338,244,0.47
T11,4,20140314,2014,Deflation,31,800,67,334,224,0.49
T11,4,20140314,2014,Deflation,10,880,71,347,246,0.50
T11,4,20140314,2014,Deflation,32,850,68,350,238,0.53
T11,4,20140314,2014,Deflation,7,800,64,350,224,0.56
T11,4,20140314,2014,Deflation,12,680,55,346,190,0.64
T11,4,20140314,2014,Deflation,6,720,50,403,202,0.96
T11,4,20140314,2014,Deflation,3,90,10,252,25,1.87
T11,4,20140314,2014,Deflation,1,130,12,303,36,2.25
T11,4,20140314,2014,Deflation,2,110,10,308,31,2.79
T11,4,20140314,2014,Deflation,4,100,8,350,28,4.50
T11,3,20140314,2014,Drift,21,2440,208,328,683,0.15
T11,3,20140314,2014,Drift,9,2520,206,342,705,0.17
T11,3,20140314,2014,Drift,14,2600,209,348,728,0.17
T11,3,20140314,2014,Drift,17,2640,208,355,739,0.18
T11,3,20140314,2014,Drift,33,1320,130,284,370,0.18
T11,3,20140314,2014,Drift,10,2520,200,353,705,0.18
T11,3,20140314,2014,Drift,11,2520,200,353,705,0.18
T11,3,20140314,2014,Drift,8,2665,206,362,746,0.19
T11,3,20140314,2014,Drift,12,2710,208,365,759,0.19
T11,3,20140314,2014,Drift,20,2740,208,369,767,0.19
T11,3,20140314,2014,Drift,13,2720,206,370,761,0.19
T11,3,20140314,2014,Drift,16,2720,206,370,761,0.19
T11,3,20140314,2014,Drift,7,2610,200,365,731,0.20
T11,3,20140314,2014,Drift,22,2800,208,377,784,0.20
T11,3,20140314,2014,Drift,18,2820,208,380,789,0.20
T11,3,20140314,2014,Drift,19,2940,210,392,823,0.22
T11,3,20140314,2014,Drift,15,2920,200,409,817,0.25
T11,3,20140314,2014,Drift,1,1460,125,327,409,0.25
T11,3,20140314,2014,Drift,28,1950,150,364,546,0.26
T11,3,20140314,2014,Drift,23,1450,122,333,406,0.27
T11,3,20140314,2014,Drift,25,1620,131,346,454,0.27
T11,3,20140314,2014,Drift,5,1180,106,312,330,0.27
T11,3,20140314,2014,Drift,29,1850,142,365,518,0.28
T11,3,20140314,2014,Drift,24,1840,141,365,515,0.28
T11,3,20140314,2014,Drift,4,1790,136,368,501,0.29
T11,3,20140314,2014,Drift,3,1340,112,335,375,0.29
T11,3,20140314,2014,Drift,27,1920,141,381,537,0.30
T11,3,20140314,2014,Drift,26,2120,150,396,593,0.31
T11,3,20140314,2014,Drift,31,2040,146,391,571,0.31
T11,3,20140314,2014,Drift,30,1680,128,367,470,0.31
T11,3,20140314,2014,Drift,2,1450,116,350,406,0.31
T11,3,20140314,2014,Drift,34,1420,114,349,398,0.31
T11,3,20140314,2014,Drift,6,1260,102,346,353,0.34
T11,3,20140314,2014,Drift,32,1560,115,380,437,0.37
T11,2,20140314,2014,Island,8,1130,144,220,316,0.10
T11,2,20140314,2014,Island,20,1510,134,315,423,0.22
T11,2,20140314,2014,Island,6,970,99,274,272,0.22
T11,2,20140314,2014,Island,12,1920,154,349,537,0.23
T11,2,20140314,2014,Island,23,1950,154,354,546,0.24
T11,2,20140314,2014,Island,14,1980,154,360,554,0.25
T11,2,20140314,2014,Island,29,1990,154,362,557,0.25
T11,2,20140314,2014,Island,5,1030,99,291,288,0.25
T11,2,20140314,2014,Island,22,2080,154,378,582,0.27
T11,2,20140314,2014,Island,11,1960,148,371,549,0.27
T11,2,20140314,2014,Island,25,2120,154,385,593,0.28
T11,2,20140314,2014,Island,9,1800,138,365,504,0.28
T11,2,20140314,2014,Island,16,1500,122,344,420,0.29
T11,2,20140314,2014,Island,13,2130,154,387,596,0.29
T11,2,20140314,2014,Island,18,1320,110,336,370,0.30
T11,2,20140314,2014,Island,17,1700,130,366,476,0.30
T11,2,20140314,2014,Island,33,1330,109,342,372,0.31
T11,2,20140314,2014,Island,15,1950,140,390,546,0.32
T11,2,20140314,2014,Island,27,1040,92,316,291,0.32
T11,2,20140314,2014,Island,19,1190,100,333,333,0.33
T11,2,20140314,2014,Island,10,1980,140,396,554,0.33
T11,2,20140314,2014,Island,26,1240,102,340,347,0.33
T11,2,20140314,2014,Island,24,2000,140,400,560,0.34
T11,2,20140314,2014,Island,28,1820,131,389,510,0.34
T11,2,20140314,2014,Island,3,1480,114,363,414,0.34
T11,2,20140314,2014,Island,7,1380,108,358,386,0.35
T11,2,20140314,2014,Island,21,1440,111,363,403,0.35
T11,2,20140314,2014,Island,4,1460,109,375,409,0.38
T11,2,20140314,2014,Island,32,850,74,322,238,0.41
T11,2,20140314,2014,Island,1,960,80,336,269,0.41
T11,2,20140314,2014,Island,2,1170,90,364,328,0.43
T11,2,20140314,2014,Island,31,1170,83,395,328,0.55
T11,2,20140314,2014,Island,30,950,62,429,266,0.87
T11,1,20140314,2014,Windward,26,620,66,263,174,0.31
T11,1,20140314,2014,Windward,27,670,68,276,188,0.33
T11,1,20140314,2014,Windward,28,640,65,276,179,0.34
T11,1,20140314,2014,Windward,13,650,65,280,182,0.35
T11,1,20140314,2014,Windward,14,810,74,306,227,0.37
T11,1,20140314,2014,Windward,17,830,75,310,232,0.38
T11,1,20140314,2014,Windward,11,890,78,319,249,0.38
T11,1,20140314,2014,Windward,20,630,61,289,176,0.40
T11,1,20140314,2014,Windward,21,400,44,254,112,0.43
T11,1,20140314,2014,Windward,1,810,70,324,227,0.44
T11,1,20140314,2014,Windward,16,950,77,345,266,0.46
T11,1,20140314,2014,Windward,12,760,66,322,213,0.46
T11,1,20140314,2014,Windward,15,840,70,336,235,0.47
T11,1,20140314,2014,Windward,29,480,46,292,134,0.55
T11,1,20140314,2014,Windward,33,420,42,280,118,0.55
T11,1,20140314,2014,Windward,24,580,52,312,162,0.55
T11,1,20140314,2014,Windward,2,650,56,325,182,0.55
T11,1,20140314,2014,Windward,18,520,48,303,146,0.56
T11,1,20140314,2014,Windward,25,590,52,318,165,0.57
T11,1,20140314,2014,Windward,32,500,46,304,140,0.59
T11,1,20140314,2014,Windward,19,580,50,325,162,0.62
T11,1,20140314,2014,Windward,10,620,52,334,174,0.63
T11,1,20140314,2014,Windward,3,500,45,311,140,0.63
T11,1,20140314,2014,Windward,22,440,40,308,123,0.70
T11,1,20140314,2014,Windward,30,430,38,317,120,0.78
T11,1,20140314,2014,Windward,5,360,33,305,101,0.83
T11,1,20140314,2014,Windward,23,210,23,256,59,0.84
T11,1,20140314,2014,Windward,4,360,32,315,101,0.91
T11,1,20140314,2014,Windward,31,430,36,334,120,0.91
T11,1,20140314,2014,Windward,6,350,31,316,98,0.95
T11,1,20140314,2014,Windward,7,460,34,379,129,1.24
T11,1,20140314,2014,Windward,8,460,32,402,129,1.49
T11,1,20140314,2014,Windward,9,290,21,387,81,2.09
T12,3,20140313,2014,Deflation,28,380,46,231,106,0.34
T12,3,20140313,2014,Deflation,29,400,46,243,112,0.38
T12,3,20140313,2014,Deflation,20,340,41,232,95,0.39
T12,3,20140313,2014,Deflation,23,380,42,253,106,0.45
T12,3,20140313,2014,Deflation,4,130,20,182,36,0.49
T12,3,20140313,2014,Deflation,25,520,50,291,146,0.50
T12,3,20140313,2014,Deflation,26,720,62,325,202,0.50
T12,3,20140313,2014,Deflation,18,350,38,258,98,0.51
T12,3,20140313,2014,Deflation,19,380,40,266,106,0.52
T12,3,20140313,2014,Deflation,32,500,48,292,140,0.52
T12,3,20140313,2014,Deflation,2,160,22,204,45,0.55
T12,3,20140313,2014,Deflation,31,550,50,308,154,0.56
T12,3,20140313,2014,Deflation,21,380,39,273,106,0.56
T12,3,20140313,2014,Deflation,30,400,40,280,112,0.58
T12,3,20140313,2014,Deflation,33,560,50,314,157,0.58
T12,3,20140313,2014,Deflation,24,700,58,338,196,0.58
T12,3,20140313,2014,Deflation,17,380,38,280,106,0.61
T12,3,20140313,2014,Deflation,3,125,18,194,35,0.62
T12,3,20140313,2014,Deflation,22,460,42,307,129,0.66
T12,3,20140313,2014,Deflation,13,340,34,280,95,0.68
T12,3,20140313,2014,Deflation,5,145,19,214,41,0.71
T12,3,20140313,2014,Deflation,27,420,38,309,118,0.74
T12,3,20140313,2014,Deflation,8,60,10,168,17,0.83
T12,3,20140313,2014,Deflation,1,140,17,231,39,0.92
T12,3,20140313,2014,Deflation,10,140,16,245,39,1.10
T12,3,20140313,2014,Deflation,9,330,28,330,92,1.14
T12,3,20140313,2014,Deflation,7,230,21,307,64,1.32
T12,3,20140313,2014,Deflation,6,90,11,229,25,1.40
T12,3,20140313,2014,Deflation,16,220,19,324,62,1.63
T12,3,20140313,2014,Deflation,14,210,18,327,59,1.74
T12,3,20140313,2014,Deflation,15,180,16,315,50,1.82
T12,3,20140313,2014,Deflation,11,210,16,367,59,2.48
T12,3,20140313,2014,Deflation,12,240,17,395,67,2.70
T12,4,20140313,2014,Drift,8,1200,110,305,336,0.25
T12,4,20140313,2014,Drift,13,1400,118,332,392,0.27
T12,4,20140313,2014,Drift,20,1450,120,338,406,0.28
T12,4,20140313,2014,Drift,15,1350,114,332,378,0.28
T12,4,20140313,2014,Drift,7,1300,111,328,364,0.28
T12,4,20140313,2014,Drift,19,1450,119,341,406,0.29
T12,4,20140313,2014,Drift,21,1450,119,341,406,0.29
T12,4,20140313,2014,Drift,27,1625,128,355,455,0.29
T12,4,20140313,2014,Drift,23,1450,118,344,406,0.29
T12,4,20140313,2014,Drift,29,1400,115,341,392,0.30
T12,4,20140313,2014,Drift,28,1500,120,350,420,0.30
T12,4,20140313,2014,Drift,25,1450,117,347,406,0.30
T12,4,20140313,2014,Drift,30,1400,114,344,392,0.30
T12,4,20140313,2014,Drift,9,1350,111,340,378,0.31
T12,4,20140313,2014,Drift,11,1450,116,350,406,0.31
T12,4,20140313,2014,Drift,32,1450,116,350,406,0.31
T12,4,20140313,2014,Drift,26,1550,121,359,434,0.31
T12,4,20140313,2014,Drift,6,1250,104,336,350,0.32
T12,4,20140313,2014,Drift,3,1150,98,329,322,0.32
T12,4,20140313,2014,Drift,17,1350,109,347,378,0.32
T12,4,20140313,2014,Drift,33,1460,114,359,409,0.33
T12,4,20140313,2014,Drift,12,1550,118,368,434,0.34
T12,4,20140313,2014,Drift,18,1490,114,366,417,0.35
T12,4,20140313,2014,Drift,10,1240,100,347,347,0.35
T12,4,20140313,2014,Drift,31,1190,97,343,333,0.36
T12,4,20140313,2014,Drift,22,1210,97,349,339,0.37
T12,4,20140313,2014,Drift,14,1330,102,365,372,0.38
T12,4,20140313,2014,Drift,24,1140,91,351,319,0.40
T12,4,20140313,2014,Drift,16,1350,101,374,378,0.41
T12,4,20140313,2014,Drift,4,1150,90,358,322,0.42
T12,4,20140313,2014,Drift,5,1100,87,354,308,0.42
T12,4,20140313,2014,Drift,2,1100,86,358,308,0.44
T12,4,20140313,2014,Drift,1,1050,82,358,294,0.46
T12,1,20140313,2014,Island,3,320,80,112,90,0.05
T12,1,20140313,2014,Island,16,1200,128,262,336,0.16
T12,1,20140313,2014,Island,26,1020,114,250,286,0.16
T12,1,20140313,2014,Island,32,1150,120,268,322,0.18
T12,1,20140313,2014,Island,4,1050,108,272,294,0.20
T12,1,20140313,2014,Island,33,140,28,140,39,0.21
T12,1,20140313,2014,Island,10,1250,120,292,350,0.21
T12,1,20140313,2014,Island,5,1050,106,277,294,0.21
T12,1,20140313,2014,Island,27,550,66,233,154,0.24
T12,1,20140313,2014,Island,25,1200,110,305,336,0.25
T12,1,20140313,2014,Island,12,1300,114,319,364,0.26
T12,1,20140313,2014,Island,24,1380,118,327,386,0.27
T12,1,20140313,2014,Island,23,1350,116,326,378,0.27
T12,1,20140313,2014,Island,8,900,88,286,252,0.27
T12,1,20140313,2014,Island,7,1020,94,304,286,0.29
T12,1,20140313,2014,Island,19,1300,110,331,364,0.29
T12,1,20140313,2014,Island,17,1450,118,344,406,0.29
T12,1,20140313,2014,Island,22,1450,118,344,406,0.29
T12,1,20140313,2014,Island,6,1000,92,304,280,0.30
T12,1,20140313,2014,Island,9,1320,110,336,370,0.30
T12,1,20140313,2014,Island,18,1400,114,344,392,0.30
T12,1,20140313,2014,Island,13,1450,116,350,406,0.31
T12,1,20140313,2014,Island,14,1320,108,342,370,0.32
T12,1,20140313,2014,Island,11,1400,110,356,392,0.34
T12,1,20140313,2014,Island,2,840,78,301,235,0.34
T12,1,20140313,2014,Island,20,1450,112,362,406,0.34
T12,1,20140313,2014,Island,21,1500,114,368,420,0.35
T12,1,20140313,2014,Island,31,520,56,260,146,0.35
T12,1,20140313,2014,Island,15,1550,110,394,434,0.42
T12,1,20140313,2014,Island,28,580,56,290,162,0.44
T12,1,20140313,2014,Island,30,440,46,268,123,0.46
T12,1,20140313,2014,Island,1,880,72,342,246,0.48
T12,1,20140313,2014,Island,29,850,68,350,238,0.53
T12,2,20140313,2014,Windward,32,260,50,146,73,0.12
T12,2,20140313,2014,Windward,31,280,50,157,78,0.14
T12,2,20140313,2014,Windward,19,310,47,185,87,0.21
T12,2,20140313,2014,Windward,33,1180,112,295,330,0.23
T12,2,20140313,2014,Windward,26,350,40,245,98,0.44
T12,2,20140313,2014,Windward,7,100,17,165,28,0.47
T12,2,20140313,2014,Windward,18,470,46,286,132,0.52
T12,2,20140313,2014,Windward,9,100,16,175,28,0.56
T12,2,20140313,2014,Windward,14,140,20,196,39,0.56
T12,2,20140313,2014,Windward,16,400,40,280,112,0.58
T12,2,20140313,2014,Windward,17,400,40,280,112,0.58
T12,2,20140313,2014,Windward,15,440,42,293,123,0.60
T12,2,20140313,2014,Windward,29,300,32,262,84,0.63
T12,2,20140313,2014,Windward,12,200,24,233,56,0.67
T12,2,20140313,2014,Windward,24,260,28,260,73,0.71
T12,2,20140313,2014,Windward,28,300,30,280,84,0.77
T12,2,20140313,2014,Windward,34,300,30,280,84,0.77
T12,2,20140313,2014,Windward,13,160,19,236,45,0.86
T12,2,20140313,2014,Windward,27,190,21,253,53,0.90
T12,2,20140313,2014,Windward,4,220,23,268,62,0.92
T12,2,20140313,2014,Windward,6,140,17,231,39,0.92
T12,2,20140313,2014,Windward,25,300,28,300,84,0.94
T12,2,20140313,2014,Windward,10,130,16,227,36,0.95
