site,group,date,year,zone,sample,weight,depth,density,swe,htc
T10,2,20120223,2012,Deflation,19,172,28,172,48,0.31
T10,2,20120223,2012,Deflation,21,170,26,183,48,0.38
T10,2,20120223,2012,Deflation,18,117,19,172,33,0.46
T10,2,20120223,2012,Deflation,24,282,34,232,79,0.47
T10,2,20120223,2012,Deflation,23,110,18,171,31,0.48
T10,3,20120223,2012,Deflation,1,450,46,274,126,0.48
T10,2,20120223,2012,Deflation,22,170,24,198,48,0.48
T10,3,20120223,2012,Deflation,11,220,28,220,62,0.51
T10,2,20120223,2012,Deflation,20,160,22,204,45,0.55
T10,2,20120223,2012,Deflation,13,145,20,203,41,0.61
T10,3,20120223,2012,Deflation,2,540,48,315,151,0.61
T10,3,20120223,2012,Deflation,12,540,48,315,151,0.61
T10,3,20120223,2012,Deflation,3,440,40,308,123,0.70
T10,2,20120223,2012,Deflation,14,260,28,260,73,0.71
T10,3,20120223,2012,Deflation,9,230,24,268,64,0.88
T10,3,20120223,2012,Deflation,4,460,38,339,129,0.89
T10,3,20120223,2012,Deflation,5,440,36,342,123,0.96
T10,3,20120223,2012,Deflation,6,340,30,317,95,0.99
T10,3,20120223,2012,Deflation,10,220,22,280,62,1.05
T10,3,20120223,2012,Deflation,8,360,30,336,101,1.11
T10,3,20120223,2012,Deflation,17,46,7,184,13,1.42
T10,3,20120223,2012,Deflation,7,280,23,341,78,1.48
T10,2,20120223,2012,Deflation,29,30,5,168,8,1.66
T10,2,20120223,2012,Deflation,15,190,17,313,53,1.69
T10,2,20120223,2012,Deflation,17,320,24,373,90,1.71
T10,2,20120223,2012,Deflation,27,58,7,232,16,2.26
T10,3,20120223,2012,Deflation,14,60,7,240,17,2.42
T10,2,20120223,2012,Deflation,16,145,12,338,41,2.80
T10,3,20120223,2012,Deflation,15,40,5,224,11,2.95
T10,1,20120223,2012,Deflation,1,96,8,336,27,4.15
T10,1,20120223,2012,Deflation,3,65,6,303,18,4.51
T10,3,20120223,2012,Deflation,16,36,4,252,10,4.67
T10,1,20120223,2012,Deflation,2,59,5,330,17,6.42
T10,3,20120223,2012,Deflation,13,100,7,400,28,6.72
T10,1,20120223,2012,Drift,6,1550,138,314,434,0.21
T10,1,20120223,2012,Drift,5,1980,154,360,554,0.25
T10,2,20120223,2012,Drift,14,1300,113,322,364,0.27
T10,1,20120223,2012,Drift,3,1780,139,358,498,0.27
T10,1,20120223,2012,Drift,8,1840,142,363,515,0.27
T10,1,20120223,2012,Drift,9,1860,140,372,521,0.29
T10,1,20120223,2012,Drift,7,1880,141,373,526,0.29
T10,2,20120223,2012,Drift,22,1880,141,373,526,0.29
T10,2,20120223,2012,Drift,20,1300,110,331,364,0.29
T10,2,20120223,2012,Drift,17,1320,111,333,370,0.29
T10,2,20120223,2012,Drift,13,1150,101,319,322,0.30
T10,2,20120223,2012,Drift,21,1380,114,339,386,0.30
T10,3,20120223,2012,Drift,11,1720,132,365,482,0.30
T10,3,20120223,2012,Drift,10,1720,130,370,482,0.31
T10,1,20120223,2012,Drift,4,1800,134,376,504,0.31
T10,1,20120223,2012,Drift,10,1850,136,381,518,0.31
T10,1,20120223,2012,Drift,2,1625,124,367,455,0.32
T10,3,20120223,2012,Drift,8,1630,124,368,456,0.32
T10,3,20120223,2012,Drift,13,1180,99,334,330,0.33
T10,3,20120223,2012,Drift,1,1100,94,328,308,0.34
T10,2,20120223,2012,Drift,18,1570,119,369,440,0.34
T10,3,20120223,2012,Drift,14,1380,109,354,386,0.34
T10,2,20120223,2012,Drift,15,1500,115,365,420,0.34
T10,3,20120223,2012,Drift,3,1520,116,367,426,0.34
T10,3,20120223,2012,Drift,12,1680,124,379,470,0.34
T10,2,20120223,2012,Drift,24,1490,114,366,417,0.35
T10,3,20120223,2012,Drift,6,1620,120,378,454,0.35
T10,2,20120223,2012,Drift,16,1725,125,386,483,0.35
T10,2,20120223,2012,Drift,23,1680,122,386,470,0.36
T10,3,20120223,2012,Drift,5,1580,116,381,442,0.37
T10,3,20120223,2012,Drift,15,1760,124,397,493,0.37
T10,3,20120223,2012,Drift,4,1380,104,371,386,0.39
T10,2,20120223,2012,Drift,19,2150,139,433,602,0.40
T10,3,20120223,2012,Drift,2,1400,104,377,392,0.40
T10,3,20120223,2012,Drift,7,1660,116,401,465,0.41
T10,3,20120223,2012,Drift,9,960,80,336,269,0.41
T10,3,20120223,2012,Drift,0,50,11,127,14,0.43
T10,1,20120223,2012,Drift,1,950,73,364,266,0.53
T10,1,20120223,2012,Island,15,900,96,262,252,0.21
T10,1,20120223,2012,Island,12,680,77,247,190,0.23
T10,1,20120223,2012,Island,2,640,68,263,179,0.30
T10,2,20120223,2012,Island,21,1100,92,335,308,0.36
T10,2,20120223,2012,Island,14,800,70,320,224,0.43
T10,2,20120223,2012,Island,15,900,74,340,252,0.46
T10,2,20120223,2012,Island,17,850,70,340,238,0.49
T10,2,20120223,2012,Island,18,825,68,340,231,0.50
T10,1,20120223,2012,Island,14,960,75,358,269,0.50
T10,1,20120223,2012,Island,3,480,47,286,134,0.51
T10,1,20120223,2012,Island,13,1150,84,383,322,0.51
T10,2,20120223,2012,Island,19,900,71,355,252,0.52
T10,2,20120223,2012,Island,20,800,62,361,224,0.62
T10,1,20120223,2012,Island,8,625,50,350,175,0.72
T10,1,20120223,2012,Island,10,397,36,309,111,0.78
T10,2,20120223,2012,Island,13,525,43,342,147,0.80
T10,1,20120223,2012,Island,11,620,48,362,174,0.80
T10,1,20120223,2012,Island,5,438,38,323,123,0.81
T10,1,20120223,2012,Island,1,360,33,305,101,0.83
T10,2,20120223,2012,Island,16,750,53,396,210,0.87
T10,1,20120223,2012,Island,9,555,42,370,155,0.96
T10,1,20120223,2012,Island,6,305,27,316,85,1.09
T10,1,20120223,2012,Island,4,320,26,345,90,1.34
T10,1,20120223,2012,Island,7,260,22,331,73,1.46
T10,3,20120223,2012,Island,11,880,80,308,246,0.35
T10,3,20120223,2012,Island,10,940,82,321,263,0.37
T10,3,20120223,2012,Island,4,640,62,289,179,0.40
T10,3,20120223,2012,Island,12,680,64,297,190,0.41
T10,3,20120223,2012,Island,1,400,44,254,112,0.43
T10,3,20120223,2012,Island,8,520,52,280,146,0.44
T10,3,20120223,2012,Island,9,620,58,299,174,0.45
T10,3,20120223,2012,Island,5,1000,78,359,280,0.49
T10,3,20120223,2012,Island,6,920,72,358,258,0.52
T10,3,20120223,2012,Island,3,700,58,338,196,0.58
T10,3,20120223,2012,Island,2,620,52,334,174,0.63
T10,3,20120223,2012,Island,7,820,60,383,230,0.72
T10,2,20120223,2012,Windward,24,155,24,181,43,0.40
T10,3,20120223,2012,Windward,8,83,13,179,23,0.72
T10,3,20120223,2012,Windward,10,280,28,280,78,0.82
T10,2,20120223,2012,Windward,15,235,24,274,66,0.92
T10,2,20120223,2012,Windward,19,450,37,340,126,0.92
T10,1,20120223,2012,Windward,4,490,39,352,137,0.93
T10,1,20120223,2012,Windward,3,630,45,392,176,1.00
T10,1,20120223,2012,Windward,11,497,37,376,139,1.12
T10,2,20120223,2012,Windward,13,270,24,315,76,1.22
T10,1,20120224,2012,Windward,7,136,15,254,38,1.26
T10,1,20120223,2012,Windward,12,490,35,392,137,1.29
T10,1,20120223,2012,Windward,5,170,17,280,48,1.36
T10,1,20120223,2012,Windward,6,158,16,276,44,1.40
T10,2,20120223,2012,Windward,14,240,21,320,67,1.43
T10,1,20120224,2012,Windward,4,58,8,203,16,1.51
T10,1,20120223,2012,Windward,7,98,11,249,27,1.66
T10,3,20120223,2012,Windward,7,149,14.5,288,42,1.68
T10,2,20120223,2012,Windward,22,280,22,356,78,1.70
T10,3,20120223,2012,Windward,12,360,26,388,101,1.70
T10,2,20120223,2012,Windward,16,245,20,343,69,1.73
T10,3,20120223,2012,Windward,1,100,11,254,28,1.73
T10,1,20120223,2012,Windward,10,75,9,233,21,1.78
T10,1,20120224,2012,Windward,10,132,13,284,37,1.83
T10,1,20120224,2012,Windward,1,54,7,216,15,1.96
T10,3,20120223,2012,Windward,11,110,11,280,31,2.09
T10,2,20120223,2012,Windward,21,130,12,303,36,2.25
T10,1,20120223,2012,Windward,9,164,14,328,46,2.26
T10,3,20120223,2012,Windward,6,240,18,373,67,2.28
T10,2,20120223,2012,Windward,17,100,10,280,28,2.30
T10,1,20120224,2012,Windward,3,268,19,395,75,2.41
T10,3,20120223,2012,Windward,9,290,20,406,81,2.42
T10,2,20120223,2012,Windward,18,190,15,355,53,2.46
T10,1,20120223,2012,Windward,8,124,11,316,35,2.66
T10,3,20120223,2012,Windward,5,146,12,341,41,2.84
T10,1,20120224,2012,Windward,6,96,9,299,27,2.91
T10,1,20120224,2012,Windward,8,126,10,353,35,3.66
T10,1,20120223,2012,Windward,2,134,10,375,38,4.14
T10,2,20120223,2012,Windward,23,135,10,378,38,4.20
T10,2,20120223,2012,Windward,20,160,11,407,45,4.43
T10,1,20120224,2012,Windward,9,122,9,379,34,4.70
T10,1,20120223,2012,Windward,1,54,5,302,15,5.37
T10,3,20120223,2012,Windward,4,71,6,331,20,5.38
T10,1,20120224,2012,Windward,2,76,6,355,21,6.16
T10,3,20120223,2012,Windward,3,42,4,294,12,6.35
T10,1,20120224,2012,Windward,5,62,5,347,17,7.09
T11,3,20120224,2012,Deflation,13,30,8,105,8,0.41
T11,3,20120224,2012,Deflation,1,750,68,309,210,0.41
T11,3,20120224,2012,Deflation,4,230,30,215,64,0.45
T11,1,20120224,2012,Deflation,2,780,64,341,218,0.53
T11,1,20120224,2012,Deflation,1,840,64,367,235,0.62
T11,3,20120224,2012,Deflation,6,282,30,263,79,0.68
T11,3,20120224,2012,Deflation,27,510,44,324,143,0.70
T11,3,20120224,2012,Deflation,14,215,24,251,60,0.77
T11,3,20120224,2012,Deflation,5,100,14,200,28,0.84
T11,3,20120224,2012,Deflation,2,350,32,306,98,0.86
T11,2,20120224,2012,Deflation,13,370,33,314,104,0.88
T11,3,20120224,2012,Deflation,25,230,24,268,64,0.88
T11,3,20120224,2012,Deflation,23,218,23,265,61,0.90
T11,3,20120224,2012,Deflation,10,45,8,157,13,0.91
T11,3,20120224,2012,Deflation,24,340,30,317,95,0.99
T11,3,20120224,2012,Deflation,26,410,33,348,115,1.08
T11,3,20120224,2012,Deflation,3,400,32,350,112,1.13
T11,3,20120224,2012,Deflation,32,260,24,303,73,1.13
T11,3,20120224,2012,Deflation,17,160,16,280,45,1.44
T11,3,20120224,2012,Deflation,31,280,23,341,78,1.48
T11,3,20120224,2012,Deflation,19,235,20,329,66,1.59
T11,3,20120224,2012,Deflation,9,110,12,257,31,1.61
T11,3,20120224,2012,Deflation,12,112,12,261,31,1.67
T11,3,20120224,2012,Deflation,28,318,24,371,89,1.69
T11,2,20120224,2012,Deflation,14,330,24,385,92,1.82
T11,3,20120224,2012,Deflation,15,150,14,300,42,1.89
T11,1,20120224,2012,Deflation,3,150,13,323,42,2.36
T11,3,20120224,2012,Deflation,18,150,13,323,42,2.36
T11,3,20120224,2012,Deflation,16,270,19,398,76,2.45
T11,3,20120224,2012,Deflation,20,175,14,350,49,2.57
T11,3,20120224,2012,Deflation,21,275,18,428,77,2.99
T11,3,20120224,2012,Deflation,22,255,16,446,71,3.66
T11,3,20120224,2012,Deflation,29,310,18,482,87,3.80
T11,3,20120224,2012,Deflation,8,260,16,455,73,3.80
T11,3,20120224,2012,Deflation,30,300,17,494,84,4.22
T11,1,20120224,2012,Deflation,4,160,11,407,45,4.43
T11,3,20120224,2012,Deflation,11,110,8,385,31,5.45
T11,2,20120224,2012,Drift,17,2560,223,321,717,0.14
T11,3,20120224,2012,Drift,4,1100,120,257,308,0.16
T11,2,20120224,2012,Drift,16,2520,195.12,362,705,0.20
T11,1,20120224,2012,Drift,4,2645,195,380,740,0.22
T11,3,20120224,2012,Drift,10,2940,203,405,823,0.24
T11,1,20120224,2012,Drift,5,2800,195,402,784,0.24
T11,2,20120224,2012,Drift,15,2520,180.5,391,705,0.25
T11,4,20120224,2012,Drift,16,2700,186,406,756,0.26
T11,1,20120224,2012,Drift,2,2554,179,399,715,0.26
T11,3,20120224,2012,Drift,9,2770,188,412,775,0.27
T11,2,20120224,2012,Drift,18,2600,179.5,405,728,0.27
T11,4,20120224,2012,Drift,11,2860,191,419,801,0.27
T11,4,20120224,2012,Drift,15,3050,197,433,854,0.28
T11,4,20120224,2012,Drift,10,3030,196,433,848,0.28
T11,4,20120224,2012,Drift,9,2780,184,423,778,0.29
T11,4,20120224,2012,Drift,13,2850,187,427,798,0.29
T11,1,20120224,2012,Drift,3,2660,178,418,745,0.29
T11,4,20120224,2012,Drift,6,2480,169,411,694,0.29
T11,1,20120224,2012,Drift,1,2420,166,408,677,0.29
T11,2,20120224,2012,Drift,14,2400,163.5,411,672,0.30
T11,4,20120224,2012,Drift,14,2920,184,444,817,0.32
T11,4,20120224,2012,Drift,18,2830,180,440,792,0.32
T11,2,20120224,2012,Drift,19,3190,193,463,893,0.33
T11,2,20120224,2012,Drift,13,2450,161.6,424,686,0.33
T11,4,20120224,2012,Drift,7,2900,180,451,812,0.33
T11,3,20120224,2012,Drift,1,1900,134,397,532,0.35
T11,3,20120224,2012,Drift,5,1300,104,350,364,0.35
T11,3,20120224,2012,Drift,3,1700,124,384,476,0.35
T11,3,20120224,2012,Drift,7,2050,140,410,574,0.35
T11,4,20120224,2012,Drift,8,2730,169,452,764,0.36
T11,4,20120224,2012,Drift,12,3030,179,474,848,0.37
T11,3,20120224,2012,Drift,6,1100,90,342,308,0.38
T11,3,20120224,2012,Drift,8,1700,120,397,476,0.39
T11,3,20120224,2012,Drift,2,1200,94,357,336,0.40
T11,4,20120224,2012,Drift,17,2610,150,487,731,0.47
T11,2,20120224,2012,Island,17,1150,105,307,322,0.26
T11,4,20120224,2012,Island,14,1710,134,357,479,0.28
T11,4,20120224,2012,Island,18,2120,153,388,593,0.29
T11,4,20120224,2012,Island,15,1840,137,376,515,0.30
T11,4,20120224,2012,Island,13,1330,110,338,372,0.31
T11,2,20120224,2012,Island,16,750,74,284,210,0.32
T11,2,20120224,2012,Island,18,1350,108,350,378,0.33
T11,4,20120224,2012,Island,12,880,81,304,246,0.34
T11,4,20120224,2012,Island,16,2000,140,400,560,0.34
T11,4,20120224,2012,Island,11,820,77,298,230,0.34
T11,2,20120224,2012,Island,22,1700,124,384,476,0.35
T11,4,20120224,2012,Island,17,2020,138,410,565,0.36
T11,2,20120224,2012,Island,20,1100,92,335,308,0.36
T11,2,20120224,2012,Island,19,1050,87,338,294,0.39
T11,2,20120224,2012,Island,14,450,48,262,126,0.42
T11,2,20120224,2012,Island,15,500,51,274,140,0.43
T11,2,20120224,2012,Island,21,2000,116,483,560,0.59
T11,4,20120224,2012,Island,9,510,46,310,143,0.62
T11,2,20120224,2012,Island,13,400,37,303,112,0.73
T11,4,20120224,2012,Island,10,730,55,372,204,0.74
T11,3,20120224,2012,Island,1,260,56,130,73,0.09
T11,3,20120224,2012,Island,4,640,68,263,179,0.30
T11,3,20120224,2012,Island,7,1020,92,310,286,0.31
T11,3,20120224,2012,Island,10,940,84,313,263,0.34
T11,3,20120224,2012,Island,8,900,80,315,252,0.36
T11,3,20120224,2012,Island,11,1350,102,371,378,0.40
T11,3,20120224,2012,Island,3,950,80,332,266,0.41
T11,3,20120224,2012,Island,9,1400,102,384,392,0.43
T11,3,20120224,2012,Island,5,650,60,303,182,0.45
T11,3,20120224,2012,Island,12,1250,90,389,350,0.49
T11,3,20120224,2012,Island,2,420,42,280,118,0.55
T11,3,20120224,2012,Island,6,950,70,380,266,0.61
T11,3,20120224,2012,Windward,1,70,14,140,20,0.41
T11,2,20120224,2012,Windward,17,60,10,168,17,0.83
T11,4,20120224,2012,Windward,22,92,13,198,26,0.89
T11,1,20120224,2012,Windward,2,142,17,234,40,0.95
T11,3,20120224,2012,Windward,6,108,14,216,30,0.98
T11,3,20120224,2012,Windward,10,50,8,175,14,1.13
T11,1,20120224,2012,Windward,1,278,25,311,78,1.14
T11,1,20120224,2012,Windward,4,203,20,284,57,1.19
T11,1,20120224,2012,Windward,7,135,14,270,38,1.53
T11,1,20120224,2012,Windward,3,166,16,290,46,1.55
T11,1,20120224,2012,Windward,6,280,22,356,78,1.70
T11,4,20120224,2012,Windward,21,51,7,204,14,1.75
T11,4,20120224,2012,Windward,15,242,19,357,68,1.97
T11,1,20120224,2012,Windward,5,158,14,316,44,2.10
T11,2,20120224,2012,Windward,22,90,9,280,25,2.56
T11,3,20120224,2012,Windward,2,50,6,233,14,2.67
T11,4,20120224,2012,Windward,13,33,4.5,205,9,2.75
T11,4,20120224,2012,Windward,19,52,6,243,15,2.88
T11,2,20120224,2012,Windward,20,40,5,224,11,2.95
T11,3,20120224,2012,Windward,7,55,6,257,15,3.23
T11,3,20120224,2012,Windward,8,45,5,252,13,3.73
T11,3,20120224,2012,Windward,3,60,6,280,17,3.84
T11,3,20120224,2012,Windward,4,60,6,280,17,3.84
T11,4,20120224,2012,Windward,20,62,6,289,17,4.10
T11,4,20120224,2012,Windward,18,50,5,280,14,4.61
T11,4,20120224,2012,Windward,17,36,4,252,10,4.67
T11,4,20120224,2012,Windward,16,84,7,336,24,4.74
T11,2,20120224,2012,Windward,21,40,4,280,11,5.76
T11,4,20120224,2012,Windward,12,42,4,294,12,6.35
T11,2,20120224,2012,Windward,18,35,3.5,280,10,6.58
T11,4,20120224,2012,Windward,11,36,3.5,288,10,6.96
T12,4,20120224,2012,Deflation,9,52,14,104,15,0.23
T12,3,20120224,2012,Deflation,6,100,16,175,28,0.56
T12,3,20120224,2012,Deflation,7,145,19,214,41,0.71
T12,3,20120224,2012,Deflation,5,320,32,280,90,0.72
T12,3,20120224,2012,Deflation,4,260,25,291,73,1.00
T12,3,20120224,2012,Deflation,1,90,12,210,25,1.08
T12,3,20120224,2012,Deflation,18,100,12,233,28,1.33
T12,4,20120224,2012,Deflation,5,227,19,334,64,1.73
T12,3,20120224,2012,Deflation,2,250,20,350,70,1.80
T12,1,20120224,2012,Deflation,2,190,16,332,53,2.03
T12,4,20120224,2012,Deflation,11,131,12,306,37,2.29
T12,1,20120224,2012,Deflation,3,135,12,315,38,2.43
T12,4,20120224,2012,Deflation,7,114,10,319,32,2.99
T12,4,20120224,2012,Deflation,8,114,10,319,32,2.99
T12,4,20120224,2012,Deflation,10,20,3,187,6,3.41
T12,1,20120224,2012,Deflation,1,170,12,397,48,3.85
T12,4,20120224,2012,Deflation,6,114,9,355,32,4.11
T12,4,20120224,2012,Deflation,4,108,8,378,30,5.25
T12,3,20120224,2012,Deflation,3,155,10,434,43,5.54
T12,4,20120224,2012,Drift,13,1040,97,300,291,0.27
T12,4,20120224,2012,Drift,5,1280,106,338,358,0.32
T12,4,20120224,2012,Drift,14,1090,92,332,305,0.35
T12,4,20120224,2012,Drift,3,1220,96,356,342,0.39
T12,4,20120224,2012,Drift,6,1020,85,336,286,0.39
T12,4,20120224,2012,Drift,2,1540,110,392,431,0.41
T12,4,20120224,2012,Drift,9,1090,86,355,305,0.43
T12,4,20120224,2012,Drift,1,1080,85,356,302,0.44
T12,4,20120224,2012,Drift,7,1200,91,369,336,0.44
T12,4,20120224,2012,Drift,15,1190,90,370,333,0.45
T12,4,20120224,2012,Drift,17,1190,88,379,333,0.48
T12,4,20120224,2012,Drift,4,1130,85,372,316,0.48
T12,4,20120224,2012,Drift,8,1140,85,375,319,0.49
T12,4,20120224,2012,Drift,16,920,73,353,258,0.50
T12,4,20120224,2012,Drift,12,1050,79,372,294,0.52
T12,4,20120224,2012,Drift,21,1120,81,387,314,0.54
T12,4,20120224,2012,Drift,19,920,71,363,258,0.54
T12,4,20120224,2012,Drift,11,940,72,365,263,0.55
T12,4,20120224,2012,Drift,20,1190,84,397,333,0.55
T12,4,20120224,2012,Drift,18,850,66,361,238,0.58
T12,4,20120224,2012,Drift,10,720,58,348,202,0.61
T12,4,20120224,2012,Island,4,510,53,269,143,0.40
T12,4,20120224,2012,Island,7,800,68,329,224,0.47
T12,4,20120224,2012,Island,6,700,59,332,196,0.55
T12,4,20120224,2012,Island,3,600,52,323,168,0.59
T12,2,20120224,2012,Island,5,300,31,271,84,0.70
T12,4,20120224,2012,Island,2,640,50,358,179,0.76
T12,2,20120224,2012,Island,1,320,31,289,90,0.79
T12,2,20120224,2012,Island,6,300,29,290,84,0.85
T12,2,20120224,2012,Island,3,490,40,343,137,0.86
T12,4,20120224,2012,Island,5,540,42,360,151,0.91
T12,2,20120224,2012,Island,7,360,32,315,101,0.91
T12,2,20120224,2012,Island,2,390,33,331,109,0.98
T12,2,20120224,2012,Island,4,250,23,304,70,1.18
T12,4,20120224,2012,Island,1,280,24,327,78,1.31
T12,3,20120224,2012,Island,6,490,48,286,137,0.50
T12,3,20120224,2012,Island,4,750,60,350,210,0.60
T12,3,20120224,2012,Island,7,400,38,295,112,0.67
T12,3,20120224,2012,Island,1,350,34,288,98,0.72
T12,3,20120224,2012,Island,3,400,36,311,112,0.79
T12,3,20120224,2012,Island,5,350,30,327,98,1.05
T12,3,20120224,2012,Island,2,280,20,392,78,2.26
T12,3,20120224,2012,Windward,1,15,10,42,4,0.05
T12,2,20120224,2012,Windward,1,60,18,93,17,0.14
T12,3,20120224,2012,Windward,4,70,18,109,20,0.19
T12,3,20120224,2012,Windward,7,60,14,120,17,0.30
T12,3,20120224,2012,Windward,3,95,15,177,27,0.62
T12,2,20120224,2012,Windward,2,85,13,183,24,0.76
T12,2,20120224,2012,Windward,5,130,17,214,36,0.79
T12,3,20120224,2012,Windward,6,80,12,187,22,0.85
T12,3,20120224,2012,Windward,2,216,23,263,60,0.88
T12,2,20120224,2012,Windward,3,115,14,230,32,1.11
T12,2,20120224,2012,Windward,7,190,19,280,53,1.21
T12,2,20120224,2012,Windward,4,130,14,260,36,1.42
T12,2,20120224,2012,Windward,6,190,18,295,53,1.43
T12,3,20120224,2012,Windward,5,150,15,280,42,1.54
T13,3,20120225,2012,Deflation,5,300,25,336,84,1.33
T13,3,20120225,2012,Deflation,4,170,14,340,48,2.43
T13,1,20120225,2012,Deflation,2,50,6,233,14,2.67
T13,1,20120225,2012,Deflation,7,210,15,392,59,3.01
T13,3,20120225,2012,Deflation,6,160,12,373,45,3.41
T13,1,20120225,2012,Deflation,3,110,9,342,31,3.82
T13,1,20120225,2012,Deflation,4,90,7,360,25,5.44
T13,2,20120225,2012,Deflation,1,39,4,273,11,5.48
T13,2,20120225,2012,Deflation,5,20,2.5,224,6,5.90
T13,3,20120225,2012,Deflation,3,75,6,350,21,6.00
T13,3,20120225,2012,Deflation,7,140,9,435,39,6.19
T13,2,20120225,2012,Deflation,6,87,6.5,375,24,6.35
T13,1,20120225,2012,Deflation,5,119,8,416,33,6.37
T13,1,20120225,2012,Deflation,1,60,5,336,17,6.64
T13,1,20120225,2012,Deflation,6,123,8,430,34,6.81
T13,4,20120225,2012,Drift,2,910,86,296,255,0.30
T13,4,20120225,2012,Drift,1,1010,87,325,283,0.36
T13,4,20120225,2012,Drift,3,1170,94,348,328,0.38
T13,4,20120225,2012,Drift,13,1190,93,358,333,0.41
T13,4,20120225,2012,Drift,15,940,76,346,263,0.46
T13,4,20120225,2012,Drift,11,1060,80,371,297,0.51
T13,4,20120225,2012,Drift,14,1100,82,376,308,0.51
T13,4,20120225,2012,Drift,9,970,75,362,272,0.51
T13,4,20120225,2012,Drift,6,860,69,349,241,0.52
T13,4,20120225,2012,Drift,4,1020,77,371,286,0.53
T13,4,20120225,2012,Drift,20,690,59,327,193,0.53
T13,4,20120225,2012,Drift,7,1010,76,372,283,0.54
T13,4,20120225,2012,Drift,12,940,72,365,263,0.55
T13,4,20120225,2012,Drift,8,1160,82,396,325,0.56
T13,4,20120225,2012,Drift,16,880,63,391,246,0.71
T13,4,20120225,2012,Drift,5,540,45,336,151,0.74
T13,4,20120225,2012,Drift,21,750,56,375,210,0.74
T13,4,20120225,2012,Drift,10,990,65,426,277,0.82
T13,4,20120225,2012,Drift,19,540,39,388,151,1.13
T13,4,20120225,2012,Drift,18,480,33,407,134,1.48
T13,4,20120225,2012,Drift,17,480,32,420,134,1.62
T13,3,20120225,2012,Island,5,450,67,188,126,0.16
T13,1,20120225,2012,Island,3,590,73,226,165,0.21
T13,3,20120225,2012,Island,3,700,72,272,196,0.30
T13,1,20120225,2012,Island,4,290,40,203,81,0.30
T13,3,20120225,2012,Island,6,850,80,297,238,0.33
T13,2,20120225,2012,Island,1,970,83,327,272,0.38
T13,3,20120225,2012,Island,4,500,52,269,140,0.41
T13,2,20120225,2012,Island,1,910,76,335,255,0.43
T13,3,20120225,2012,Island,7,750,66,318,210,0.45
T13,3,20120225,2012,Island,2,650,58,314,182,0.50
T13,1,20120225,2012,Island,7,790,65,340,221,0.52
T13,1,20120225,2012,Island,6,640,55,326,179,0.57
T13,3,20120225,2012,Island,1,600,52,323,168,0.59
T13,1,20120225,2012,Island,5,470,38,346,132,0.93
T13,1,20120225,2012,Island,2,300,24,350,84,1.50
T13,1,20120225,2012,Island,1,380,27,394,106,1.69
T13,2,20120225,2012,Windward,5,47,7,188,13,1.48
T13,1,20120225,2012,Windward,2,200,17,329,56,1.88
T13,1,20120225,2012,Windward,7,240,18,373,67,2.28
T13,1,20120225,2012,Windward,3,160,13,345,45,2.68
T13,1,20120225,2012,Windward,1,220,15,411,62,3.30
T13,1,20120225,2012,Windward,5,160,12,373,45,3.41
T13,3,20120225,2012,Windward,1,75,7,300,21,3.78
T13,1,20120225,2012,Windward,6,200,13,431,56,4.19
T13,2,20120225,2012,Windward,7,48,5,269,13,4.25
T13,3,20120225,2012,Windward,4,90,7,360,25,5.44
T13,3,20120225,2012,Windward,7,110,8,385,31,5.45
T13,3,20120225,2012,Windward,3,55,5,308,15,5.58
T13,2,20120225,2012,Windward,1,55,5,308,15,5.58
T13,3,20120225,2012,Windward,2,75,6,350,21,6.00
T13,3,20120225,2012,Windward,5,120,8,420,34,6.48
T13,1,20120225,2012,Windward,4,80,6,373,22,6.83
T13,2,20120225,2012,Windward,6,30,3,280,8,7.68
T14,3,20120225,2012,Deflation,4,45,14,90,13,0.17
T14,3,20120225,2012,Deflation,1,60,16,105,17,0.20
T14,3,20120225,2012,Deflation,3,64,14,128,18,0.34
T14,1,20120225,2012,Deflation,3,30,8,105,8,0.41
T14,4,20120225,2012,Deflation,2,12,4,84,3,0.52
T14,4,20120225,2012,Deflation,4,79,13,170,22,0.65
T14,1,20120225,2012,Deflation,5,20,5,112,6,0.74
T14,1,20120225,2012,Deflation,11,28,6,131,8,0.84
T14,3,20120225,2012,Deflation,6,95,13,205,27,0.95
T14,3,20120225,2012,Deflation,2,160,18,249,45,1.01
T14,3,20120225,2012,Deflation,7,155,17,255,43,1.13
