site,pit,year,depth,density,swe,htc
PPA,PPAc,2006,1.00,503.90,5.04,74.65
PPA,PPAc,2006,2.00,727.86,14.56,77.88
PPA,PPAc,2006,0.50,391.93,1.96,90.32
PPA,PPAc,2006,1.00,559.89,5.60,92.16
PPA,PPAc,2006,0.50,447.91,2.24,117.97
PPA,PPAc,2006,1.50,821.18,12.32,132.17
PPA,PPAc,2006,1.00,783.85,7.84,180.64
PPA,PPAc,2006,0.50,559.89,2.80,184.33
PPD,PPDw,2006,50.00,201.56,100.78,0.24
PPD,PPDw,2006,39.00,179.45,69.99,0.24
PPD,PPDw,2006,57.00,221.01,125.98,0.25
PPD,PPDw,2006,37.00,181.59,67.19,0.26
PPD,PPDw,2006,78.00,294.30,229.56,0.33
PPD,PPDw,2006,62.00,268.66,166.57,0.34
PPD,PPDw,2006,49.00,239.95,117.58,0.35
PPD,PPDw,2006,61.00,268.47,163.77,0.35
PPD,PPDw,2006,61.00,268.47,163.77,0.35
PPD,PPDw,2006,72.00,295.50,212.76,0.36
PPD,PPDw,2006,53.00,253.54,134.37,0.36
PPD,PPDw,2006,65.00,282.10,183.36,0.36
PPD,PPDw,2006,71.00,295.72,209.96,0.36
PPD,PPDw,2006,72.00,299.39,215.56,0.37
PPD,PPDw,2006,51.00,252.50,128.78,0.37
PPD,PPDw,2006,32.00,201.21,64.39,0.37
PPD,PPDw,2006,55.00,267.22,146.97,0.38
PPD,PPDw,2006,59.00,277.57,163.77,0.38
PPD,PPDw,2006,52.00,261.10,135.77,0.39
PPD,PPDw,2006,52.00,261.10,135.77,0.39
PPD,PPDw,2006,65.00,292.01,189.80,0.39
PPD,PPDw,2006,51.00,260.73,132.97,0.39
PPD,PPDw,2006,54.00,269.58,145.57,0.40
PPD,PPDw,2006,29.00,197.89,57.39,0.40
PPD,PPDw,2006,65.00,297.17,193.16,0.40
PPD,PPDw,2006,52.00,266.49,138.57,0.40
PPD,PPDw,2006,55.00,274.86,151.17,0.40
PPD,PPDw,2006,41.00,238.98,97.98,0.41
PPD,PPDw,2006,62.00,295.75,183.36,0.41
PPD,PPDw,2006,67.00,309.19,207.16,0.42
PPD,PPDw,2006,52.00,274.56,142.77,0.43
PPD,PPDw,2006,53.00,279.95,148.37,0.43
PPD,PPDw,2006,64.00,308.38,197.36,0.44
PPD,PPDw,2006,61.00,302.89,184.76,0.44
PPD,PPDw,2006,50.00,274.35,137.17,0.44
PPD,PPDw,2006,33.00,224.81,74.19,0.45
PPD,PPDw,2006,30.00,217.43,65.23,0.46
PPD,PPDw,2006,44.00,273.58,120.38,0.50
PPD,PPDw,2006,49.00,291.37,142.77,0.51
PPD,PPDw,2006,48.00,294.53,141.37,0.53
PPD,PPDw,2006,56.00,322.44,180.57,0.55
PPD,PPDw,2006,40.00,276.45,110.58,0.56
PPD,PPDw,2006,44.00,292.67,128.78,0.57
PPD,PPDw,2006,64.00,356.49,228.16,0.58
PPD,PPDw,2006,45.00,301.72,135.77,0.59
PPD,PPDw,2006,34.00,271.71,92.38,0.64
PPD,PPDw,2006,44.00,314.94,138.57,0.66
PPD,PPDw,2006,44.00,318.12,139.97,0.68
PPD,PPDw,2006,26.00,247.64,64.39,0.69
PPD,PPDw,2006,34.00,288.18,97.98,0.72
PPD,PPDw,2006,34.00,288.18,97.98,0.72
PPD,PPDw,2006,34.00,304.65,103.58,0.80
PPD,PPDc,2006,4.00,104.98,4.20,0.81
PPD,PPDw,2006,32.00,297.44,95.18,0.81
PPD,PPDw,2006,39.00,340.96,132.97,0.88
PPD,PPDw,2006,31.00,307.04,95.18,0.89
PPD,PPDw,2006,32.00,319.31,102.18,0.94
PPD,PPDc,2006,6.00,139.97,8.40,0.96
PPD,PPDc,2006,2.00,83.98,1.68,1.04
PPD,PPDw,2006,31.00,334.13,103.58,1.06
PPD,PPDc,2006,7.00,159.97,11.20,1.07
PPD,PPDc,2006,9.00,186.63,16.80,1.14
PPD,PPDw,2006,26.00,323.02,83.98,1.18
PPD,PPDw,2006,36.00,381.04,137.17,1.19
PPD,PPDc,2006,11.00,216.32,23.80,1.25
PPD,PPDw,2006,26.00,333.78,86.78,1.26
PPD,PPDc,2006,8.00,192.46,15.40,1.36
PPD,PPDc,2006,4.00,139.97,5.60,1.44
PPD,PPDc,2006,9.00,220.85,19.88,1.59
PPD,PPDc,2006,23.00,359.06,82.58,1.65
PPD,PPDc,2006,5.00,167.97,8.40,1.66
PPD,PPDc,2006,26.00,403.77,104.98,1.84
PPD,PPDc,2006,8.00,227.46,18.20,1.90
PPD,PPDc,2006,22.00,388.11,85.38,2.01
PPD,PPDc,2006,7.00,219.96,15.40,2.03
PPD,PPDc,2006,6.00,205.29,12.32,2.07
PPD,PPDc,2006,24.00,414.09,99.38,2.10
PPD,PPDc,2006,3.50,159.97,5.60,2.15
PPD,PPDc,2006,6.00,209.96,12.60,2.16
PPD,PPDc,2006,4.00,174.97,7.00,2.25
PPD,PPDc,2006,4.00,174.97,7.00,2.25
PPD,PPDc,2006,5.00,195.96,9.80,2.26
PPD,PPDc,2006,9.00,264.39,23.80,2.28
PPD,PPDc,2006,4.00,209.96,8.40,3.24
PPD,PPDc,2006,8.00,297.44,23.80,3.25
PPD,PPDc,2006,3.00,186.63,5.60,3.41
PPD,PPDc,2006,1.00,111.98,1.12,3.69
PPD,PPDc,2006,3.00,195.96,5.88,3.76
PPD,PPDc,2006,13.00,419.92,54.59,3.99
PPD,PPDc,2006,16.00,472.41,75.59,4.10
PPD,PPDc,2006,2.00,167.97,3.36,4.15
PPD,PPDc,2006,4.00,244.95,9.80,4.41
PPD,PPDc,2006,4.00,244.95,9.80,4.41
PPD,PPDc,2006,6.00,303.28,18.20,4.51
PPD,PPDc,2006,3.00,233.29,7.00,5.33
PPD,PPDc,2006,4.00,272.95,10.92,5.48
PPD,PPDc,2006,4.50,304.83,13.72,6.07
PPD,PPDc,2006,4.00,293.94,11.76,6.35
PPD,PPDc,2006,4.00,314.94,12.60,7.29
PPD,PPDc,2006,5.00,363.93,18.20,7.79
PPD,PPDc,2006,3.50,335.94,11.76,9.48
PPD,PPDc,2006,2.00,279.95,5.60,11.52
PPD,PPDc,2006,2.00,279.95,5.60,11.52
PPD,PPDc,2006,2.00,279.95,5.60,11.52
PPD,PPDc,2006,3.00,354.60,10.64,12.32
PPD,PPDc,2006,4.00,412.92,16.52,12.53
PPD,PPDc,2006,4.00,433.92,17.36,13.84
PPD,PPDc,2006,3.00,410.59,12.32,16.52
PPD,PPDc,2006,2.00,349.93,7.00,18.00
PPD,PPDc,2006,2.00,349.93,7.00,18.00
PPD,PPDc,2006,3.00,447.91,13.44,19.66
PPD,PPDc,2006,3.50,495.91,17.36,20.66
PPD,PPDc,2006,3.00,475.91,14.28,22.20
PPD,PPDc,2006,2.50,447.91,11.20,23.59
PPD,PPDc,2006,2.00,587.89,11.76,50.80
PPD,PPDc,2006,1.00,587.89,5.88,101.61
PPD,PPDc,2006,1.00,671.87,6.72,132.71
PPD,PPDc,2006,1.00,755.86,7.56,167.97
TIS,TIS,2006,211.00,307.81,649.48,0.13
TIS,TIS,2006,181.00,303.15,548.70,0.15
TIS,TIS,2006,160.00,290.44,464.71,0.16
TIS,TIS,2006,210.00,341.27,716.66,0.16
TIS,TIS,2006,168.00,308.27,517.90,0.17
TIS,TIS,2006,106.00,250.90,265.95,0.17
TIS,TIS,2006,148.00,298.86,442.32,0.18
TIS,TIS,2006,128.00,279.95,358.33,0.18
TIS,TIS,2006,104.00,255.72,265.95,0.18
TIS,TIS,2006,122.00,277.65,338.74,0.19
TIS,TIS,2006,91.00,246.11,223.96,0.20
TIS,TIS,2006,112.00,274.95,307.94,0.20
TIS,TIS,2006,126.00,297.72,375.13,0.21
TIS,TIS,2006,107.00,274.71,293.94,0.21
TIS,TIS,2006,106.00,274.66,291.14,0.21
TIS,TIS,2006,106.00,277.31,293.94,0.21
TIS,TIS,2006,136.00,314.94,428.32,0.21
TIS,TIS,2006,114.00,288.54,328.94,0.21
TIS,TIS,2006,142.00,323.32,459.11,0.22
TIS,TIS,2006,101.00,273.02,275.75,0.22
TIS,TIS,2006,113.00,297.29,335.94,0.23
TIS,TIS,2006,166.00,362.58,601.88,0.23
TIS,TIS,2006,113.00,303.48,342.93,0.24
TIS,TIS,2006,108.00,298.09,321.94,0.24
TIS,TIS,2006,114.00,306.96,349.93,0.24
TIS,TIS,2006,138.00,340.80,470.31,0.25
TIS,TIS,2006,100.00,293.94,293.94,0.25
TIS,TIS,2006,132.00,349.93,461.91,0.27
TIS,TIS,2006,100.00,305.14,305.14,0.27
TIS,TIS,2006,134.00,355.16,475.91,0.28
TIS,TIS,2006,106.00,316.92,335.94,0.28
TIS,TIS,2006,103.00,312.56,321.94,0.28
TIS,TIS,2006,92.00,296.68,272.95,0.28
TIS,TIS,2006,104.00,316.29,328.94,0.28
TIS,TIS,2006,112.00,337.44,377.93,0.30
TIS,TIS,2006,124.00,355.58,440.92,0.30
TIS,TIS,2006,96.00,313.48,300.94,0.30
TIS,TIS,2006,82.00,290.19,237.95,0.30
TIS,TIS,2006,118.00,348.75,411.52,0.30
TIS,TIS,2006,98.00,319.94,313.54,0.31
TIS,TIS,2006,103.00,331.59,341.53,0.31
TIS,TIS,2006,75.00,283.68,212.76,0.32
TIS,TIS,2006,82.00,297.02,243.55,0.32
TIS,TIS,2006,95.00,321.20,305.14,0.32
TIS,TIS,2006,89.00,317.69,282.75,0.33
TIS,TIS,2006,67.00,275.77,184.76,0.33
TIS,TIS,2006,70.00,283.95,198.76,0.34
TIS,TIS,2006,82.00,314.09,257.55,0.35
TIS,TIS,2006,112.00,368.68,412.92,0.36
TIS,TIS,2006,104.00,355.32,369.53,0.36
TIS,TIS,2006,70.00,295.94,207.16,0.37
TIS,TIS,2006,106.00,390.87,414.32,0.42
TIS,TIS,2006,69.00,324.58,223.96,0.45
TIS,TIS,2006,56.00,319.94,179.17,0.54
TIS,TIS,2006,46.00,438.18,201.56,1.23
TUN,TUN,2006,35.00,179.97,62.99,0.27
TUN,TUN,2006,20.00,195.96,39.19,0.56
TUN,TUN,2006,1.00,55.99,0.56,0.92
TUN,TUN,2006,36.00,342.16,123.18,0.96
TUN,TUN,2006,25.00,302.34,75.59,1.07
TUN,TUN,2006,32.00,349.93,111.98,1.13
TUN,TUN,2006,33.00,356.30,117.58,1.13
TUN,TUN,2006,18.00,264.39,47.59,1.14
TUN,TUN,2006,31.00,352.19,109.18,1.18
TUN,TUN,2006,34.00,370.52,125.98,1.19
TUN,TUN,2006,19.00,279.95,53.19,1.21
TUN,TUN,2006,19.00,294.68,55.99,1.34
TUN,TUN,2006,16.00,271.20,43.39,1.35
TUN,TUN,2006,16.00,271.20,43.39,1.35
TUN,TUN,2006,32.00,384.93,123.18,1.36
TUN,TUN,2006,11.00,229.05,25.20,1.40
TUN,TUN,2006,30.00,391.93,117.58,1.51
TUN,TUN,2006,20.00,321.94,64.39,1.52
TUN,TUN,2006,17.00,304.65,51.79,1.61
TUN,TUN,2006,4.50,174.19,7.84,1.98
TUN,TUN,2006,9.00,248.84,22.40,2.02
TUN,TUN,2006,4.00,167.97,6.72,2.07
TUN,TUN,2006,3.50,159.97,5.60,2.15
TUN,TUN,2006,14.00,319.94,44.79,2.15
TUN,TUN,2006,15.00,335.94,50.39,2.21
TUN,TUN,2006,4.00,174.97,7.00,2.25
TUN,TUN,2006,10.00,279.95,27.99,2.30
TUN,TUN,2006,13.00,323.02,41.99,2.36
TUN,TUN,2006,7.00,239.95,16.80,2.42
TUN,TUN,2006,16.00,367.43,58.79,2.48
TUN,TUN,2006,9.00,295.50,26.59,2.85
TUN,TUN,2006,2.00,139.97,2.80,2.88
TUN,TUN,2006,17.00,411.69,69.99,2.93
TUN,TUN,2006,10.00,335.94,33.59,3.32
TUN,TUN,2006,14.00,399.92,55.99,3.36
TUN,TUN,2006,12.00,373.26,44.79,3.41
TUN,TUN,2006,5.00,251.95,12.60,3.73
TUN,TUN,2006,10.00,363.93,36.39,3.89
TUN,TUN,2006,10.00,363.93,36.39,3.89
TUN,TUN,2006,2.00,167.97,3.36,4.15
TUN,TUN,2006,7.00,319.94,22.40,4.30
TUN,TUN,2006,9.00,388.81,34.99,4.94
TUN,TUN,2006,3.00,233.29,7.00,5.33
TUN,TUN,2006,7.00,379.93,26.59,6.06
TUN,TUN,2006,3.50,279.95,9.80,6.58
TUN,TUN,2006,3.00,270.61,8.12,7.18
TUN,TUN,2006,3.00,279.95,8.40,7.68
TUN,TUN,2006,6.00,429.25,25.76,9.03
TUN,TUN,2006,4.00,384.93,15.40,10.89
TUN,TUN,2006,2.00,475.91,9.52,33.29
TUN,TUN,2006,2.00,503.90,10.08,37.33
TUN,TUN,2006,2.00,643.88,12.88,60.94
TUN,TUN,2006,1.00,1063.80,10.64,332.71
TUN,TUN,2006,1.00,1063.80,10.64,332.71
TUN,TUN,2006,0.50,895.83,4.48,471.88
WSU,WSU,2006,43.00,97.66,41.99,0.07
WSU,WSU,2006,54.00,124.42,67.19,0.08
WSU,WSU,2006,51.00,126.25,64.39,0.09
WSU,WSU,2006,51.00,126.25,64.39,0.09
WSU,WSU,2006,59.00,142.35,83.98,0.10
WSU,WSU,2006,59.00,142.35,83.98,0.10
WSU,WSU,2006,52.00,139.97,72.79,0.11
WSU,WSU,2006,58.00,149.63,86.78,0.11
WSU,WSU,2006,46.00,133.89,61.59,0.11
WSU,WSU,2006,62.00,158.03,97.98,0.12
WSU,WSU,2006,48.00,139.97,67.19,0.12
WSU,WSU,2006,49.00,142.83,69.99,0.12
WSU,WSU,2006,52.00,148.05,76.99,0.12
WSU,WSU,2006,48.00,145.81,69.99,0.13
WSU,WSU,2006,54.00,155.53,83.98,0.13
WSU,WSU,2006,50.00,153.97,76.99,0.14
WSU,WSU,2006,43.00,143.23,61.59,0.14
WSU,WSU,2006,54.00,160.71,86.78,0.14
WSU,WSU,2006,48.00,151.64,72.79,0.14
WSU,WSU,2006,56.00,164.97,92.38,0.14
WSU,WSU,2006,40.00,139.97,55.99,0.14
WSU,WSU,2006,51.00,159.19,81.18,0.15
WSU,WSU,2006,55.00,165.42,90.98,0.15
WSU,WSU,2006,54.00,168.49,90.98,0.15
WSU,WSU,2006,50.00,162.37,81.18,0.16
WSU,WSU,2006,51.00,164.67,83.98,0.16
WSU,WSU,2006,51.00,164.67,83.98,0.16
WSU,WSU,2006,52.00,166.89,86.78,0.16
WSU,WSU,2006,40.00,146.97,58.79,0.16
WSU,WSU,2006,56.00,174.97,97.98,0.16
WSU,WSU,2006,51.00,167.42,85.38,0.16
WSU,WSU,2006,53.00,171.67,90.98,0.16
WSU,WSU,2006,50.00,167.97,83.98,0.17
WSU,WSU,2006,40.00,150.47,60.19,0.17
WSU,WSU,2006,52.00,172.27,89.58,0.17
WSU,WSU,2006,38.00,147.34,55.99,0.17
WSU,WSU,2006,44.00,159.06,69.99,0.17
WSU,WSU,2006,56.00,179.97,100.78,0.17
WSU,WSU,2006,49.00,171.40,83.98,0.18
WSU,WSU,2006,50.00,173.57,86.78,0.18
WSU,WSU,2006,43.00,162.76,69.99,0.18
WSU,WSU,2006,49.00,174.25,85.38,0.18
WSU,WSU,2006,51.00,178.40,90.98,0.18
WSU,WSU,2006,50.00,179.17,89.58,0.19
WSU,WSU,2006,49.00,185.68,90.98,0.21
WSU,WSU,2006,54.00,197.00,106.38,0.21
WSU,WSU,2006,52.00,193.81,100.78,0.21
WSU,WSU,2006,51.00,192.12,97.98,0.21
WSU,WSU,2006,46.00,194.75,89.58,0.24
WSU,WSU,2006,51.00,205.84,104.98,0.24
WSU,WSU,2006,43.00,190.75,82.02,0.25
WSU,WSU,2006,47.00,202.51,95.18,0.26
WSU,WSU,2006,45.00,199.07,89.58,0.26
WSU,WSU,2006,41.00,191.18,78.39,0.26
WSU,WSU,2006,45.00,205.29,92.38,0.28
WSU,WSU,2006,40.00,195.96,78.39,0.28
WSU,WSU,2006,48.00,233.29,111.98,0.33
WSU,WSU,2006,50.00,313.54,156.77,0.58
WSU,WSU,2006,36.00,272.17,97.98,0.60
WSU,WSU,2006,35.00,287.94,100.78,0.70
AIR,AIRf,2007,82.00,112.66,92.38,0.05
AIR,AIRf,2007,90.00,150.08,135.07,0.07
AIR,AIRf,2007,75.00,143.71,107.78,0.08
AIR,AIRf,2007,74.00,174.02,128.78,0.12
AIR,AIRf,2007,77.00,181.78,139.97,0.13
AIR,AIRf,2007,72.00,178.85,128.78,0.13
AIR,AIRf,2007,78.00,186.63,145.57,0.13
AIR,AIRf,2007,70.00,177.97,124.58,0.13
AIR,AIRf,2007,78.00,190.22,148.37,0.14
AIR,AIRf,2007,74.00,186.32,137.87,0.14
AIR,AIRf,2007,86.00,201.82,173.57,0.14
AIR,AIRf,2007,84.00,199.96,167.97,0.14
AIR,AIRf,2007,74.00,189.15,139.97,0.14
AIR,AIRf,2007,70.00,185.96,130.18,0.15
AIR,AIRf,2007,80.00,201.21,160.97,0.15
AIR,AIRf,2007,64.00,184.81,118.28,0.16
AIR,AIRf,2007,83.00,210.80,174.97,0.16
AIR,AIRf,2007,77.00,203.60,156.77,0.16
AIR,AIRf,2007,70.00,195.96,137.17,0.16
AIR,AIRf,2007,75.00,205.29,153.97,0.17
AIR,AIRp,2007,47.00,163.80,76.99,0.17
AIR,AIRf,2007,72.00,204.13,146.97,0.17
AIR,AIRf,2007,62.00,189.64,117.58,0.17
AIR,AIRf,2007,85.00,223.96,190.36,0.17
AIR,AIRp,2007,40.00,153.97,61.59,0.17
AIR,AIRf,2007,97.00,242.43,235.16,0.18
AIR,AIRf,2007,83.00,229.35,190.36,0.19
AIR,AIRf,2007,68.00,210.99,143.47,0.19
AIR,AIRp,2007,47.00,175.71,82.58,0.19
AIR,AIRf,2007,72.00,219.68,158.17,0.20
AIR,AIRf,2007,81.00,235.02,190.36,0.20
AIR,AIRf,2007,80.00,236.20,188.96,0.21
AIR,AIRf,2007,67.00,220.41,147.67,0.21
AIR,AIRp,2007,48.00,189.55,90.98,0.22
AIR,AIRp,2007,44.00,185.78,81.74,0.23
AIR,AIRf,2007,72.00,241.07,173.57,0.24
AIR,AIRp,2007,51.00,203.10,103.58,0.24
AIR,AIRf,2007,70.00,237.95,166.57,0.24
AIR,AIRp,2007,48.00,198.30,95.18,0.24
AIR,AIRp,2007,50.00,204.36,102.18,0.25
AIR,AIRf,2007,73.00,247.35,180.57,0.25
AIR,AIRp,2007,42.00,187.96,78.94,0.25
AIR,AIRf,2007,92.00,286.03,263.15,0.26
AIR,AIRp,2007,38.00,184.18,69.99,0.26
AIR,AIRp,2007,48.00,207.04,99.38,0.26
AIR,AIRp,2007,43.00,198.57,85.38,0.27
AIR,AIRp,2007,40.00,194.56,77.83,0.28
AIR,AIRp,2007,34.00,180.32,61.31,0.28
AIR,AIRp,2007,38.00,191.54,72.79,0.28
AIR,AIRp,2007,35.00,183.96,64.39,0.28
AIR,AIRp,2007,43.00,205.08,88.18,0.29
AIR,AIRp,2007,36.00,188.19,67.75,0.29
AIR,AIRp,2007,60.00,244.95,146.97,0.29
AIR,AIRp,2007,48.00,224.54,107.78,0.31
AIR,AIRp,2007,32.00,188.09,60.19,0.33
AIR,AIRp,2007,32.00,188.09,60.19,0.33
AIR,AIRp,2007,47.00,235.27,110.58,0.35
AIR,AIRp,2007,30.00,191.30,57.39,0.36
AIR,AIRp,2007,44.00,235.41,103.58,0.37
AIR,AIRp,2007,36.00,214.63,77.27,0.38
AIR,AIRp,2007,35.00,211.96,74.19,0.38
AIR,AIRp,2007,37.00,219.42,81.18,0.38
AIR,AIRf,2007,81.00,338.70,274.35,0.42
AIR,AIRp,2007,45.00,255.06,114.78,0.43
AIR,AIRp,2007,29.00,207.55,60.19,0.44
AIR,AIRp,2007,52.00,304.17,158.17,0.52
AIR,AIRp,2007,60.00,373.26,223.96,0.68
AIR,AIRp,2007,49.00,342.79,167.97,0.71
AIR,AIRp,2007,48.00,347.02,166.57,0.74
AIR,AIRp,2007,30.00,289.28,86.78,0.82
BFR,BFR,2007,59.00,180.30,106.38,0.16
BFR,BFR,2007,58.00,183.41,106.38,0.17
BFR,BFR,2007,72.00,209.96,151.17,0.18
BFR,BFR,2007,50.00,184.76,92.38,0.20
BFR,BFR,2007,59.00,210.20,124.02,0.22
BFR,BFR,2007,59.00,212.57,125.42,0.23
BFR,BFR,2007,50.00,195.96,97.98,0.23
BFR,BFR,2007,61.00,220.29,134.37,0.23
BFR,BFR,2007,58.00,215.75,125.14,0.24
BFR,BFR,2007,59.00,218.26,128.78,0.24
BFR,BFR,2007,64.00,227.46,145.57,0.24
BFR,BFR,2007,58.00,217.20,125.98,0.24
BFR,BFR,2007,57.00,216.10,123.18,0.24
BFR,BFR,2007,57.00,216.10,123.18,0.24
BFR,BFR,2007,76.00,250.48,190.36,0.24
BFR,BFR,2007,61.00,224.88,137.17,0.24
BFR,BFR,2007,52.00,209.96,109.18,0.25
BFR,BFR,2007,76.00,254.16,193.16,0.25
BFR,BFR,2007,57.00,221.01,125.98,0.25
BFR,BFR,2007,57.00,221.01,125.98,0.25
BFR,BFR,2007,57.00,221.01,125.98,0.25
BFR,BFR,2007,59.00,225.38,132.97,0.25
BFR,BFR,2007,61.00,229.46,139.97,0.25
BFR,BFR,2007,48.00,204.13,97.98,0.26
BFR,BFR,2007,79.00,262.23,207.16,0.26
BFR,BFR,2007,60.00,228.62,137.17,0.26
BFR,BFR,2007,62.00,234.79,145.57,0.26
BFR,BFR,2007,62.00,234.79,145.57,0.26
BFR,BFR,2007,62.00,234.79,145.57,0.26
BFR,BFR,2007,62.00,234.79,145.57,0.26
BFR,BFR,2007,79.00,265.77,209.96,0.26
BFR,BFR,2007,61.00,234.05,142.77,0.26
BFR,BFR,2007,85.00,276.65,235.16,0.26
BFR,BFR,2007,56.00,224.96,125.98,0.27
BFR,BFR,2007,78.00,265.59,207.16,0.27
BFR,BFR,2007,67.00,246.52,165.17,0.27
BFR,BFR,2007,60.00,233.29,139.97,0.27
BFR,BFR,2007,82.00,273.12,223.96,0.27
BFR,BFR,2007,75.00,261.28,195.96,0.27
BFR,BFR,2007,58.00,231.68,134.37,0.27
BFR,BFR,2007,78.00,269.18,209.96,0.27
BFR,BFR,2007,80.00,272.95,218.36,0.27
BFR,BFR,2007,52.00,220.73,114.78,0.28
BFR,BFR,2007,60.00,237.95,142.77,0.28
BFR,BFR,2007,56.00,229.96,128.78,0.28
BFR,BFR,2007,42.00,199.96,83.98,0.28
BFR,BFR,2007,82.00,279.95,229.56,0.28
BFR,BFR,2007,41.00,198.01,81.18,0.28
BFR,BFR,2007,62.00,243.82,151.17,0.28
BFR,BFR,2007,49.00,217.10,106.38,0.28
BFR,BFR,2007,64.00,249.33,159.57,0.29
BFR,BFR,2007,80.00,279.95,223.96,0.29
BFR,BFR,2007,52.00,226.11,117.58,0.29
BFR,BFR,2007,74.00,272.38,201.56,0.29
BFR,BFR,2007,76.00,276.26,209.96,0.30
BFR,BFR,2007,76.00,276.26,209.96,0.30
BFR,BFR,2007,54.00,233.29,125.98,0.30
BFR,BFR,2007,53.00,232.41,123.18,0.30
BFR,BFR,2007,55.00,239.23,131.57,0.31
BFR,BFR,2007,57.00,245.57,139.97,0.31
BFR,BFR,2007,49.00,228.53,111.98,0.31
BFR,BFR,2007,64.00,262.45,167.97,0.32
BFR,BFR,2007,50.00,232.36,116.18,0.32
BFR,BFR,2007,42.00,213.29,89.58,0.32
BFR,BFR,2007,55.00,244.32,134.37,0.32
BFR,BFR,2007,76.00,287.31,218.36,0.32
BFR,BFR,2007,72.00,279.95,201.56,0.32
BFR,BFR,2007,47.00,226.34,106.38,0.32
BFR,BFR,2007,57.00,250.48,142.77,0.32
BFR,BFR,2007,82.00,300.43,246.35,0.32
BFR,BFR,2007,80.00,297.44,237.95,0.33
BFR,BFR,2007,50.00,235.16,117.58,0.33
BFR,BFR,2007,56.00,249.95,139.97,0.33
BFR,BFR,2007,56.00,249.95,139.97,0.33
BFR,BFR,2007,76.00,294.68,223.96,0.34
BFR,BFR,2007,57.00,255.39,145.57,0.34
BFR,BFR,2007,54.00,248.84,134.37,0.34
BFR,BFR,2007,64.00,271.20,173.57,0.34
BFR,BFR,2007,58.00,260.64,151.17,0.34
BFR,BFR,2007,55.00,254.50,139.97,0.35
BFR,BFR,2007,51.00,247.01,125.98,0.35
BFR,BFR,2007,55.00,259.59,142.77,0.36
BFR,BFR,2007,54.00,259.21,139.97,0.37
BFR,BFR,2007,54.00,259.21,139.97,0.37
BFR,BFR,2007,48.00,244.95,117.58,0.37
BFR,BFR,2007,62.00,279.95,173.57,0.37
BFR,BFR,2007,48.00,250.79,120.38,0.39
BFR,BFR,2007,52.00,263.80,137.17,0.39
BFR,BFR,2007,48.00,256.62,123.18,0.40
BFR,BFR,2007,52.00,269.18,139.97,0.41
BFR,BFR,2007,52.00,270.26,140.53,0.41
BFR,BFR,2007,46.00,255.60,117.58,0.42
BFR,BFR,2007,53.00,274.66,145.57,0.42
BFR,BFR,2007,48.00,262.45,125.98,0.42
BFR,BFR,2007,50.00,268.75,134.37,0.42
BFR,BFR,2007,45.00,255.06,114.78,0.43
BFR,BFR,2007,44.00,254.50,111.98,0.43
BFR,BFR,2007,51.00,274.46,139.97,0.43
BFR,BFR,2007,48.00,268.28,128.78,0.44
BFR,BFR,2007,52.00,279.95,145.57,0.44
BFR,BFR,2007,49.00,274.23,134.37,0.45
BFR,BFR,2007,49.00,274.23,134.37,0.45
BFR,BFR,2007,48.00,279.95,134.37,0.48
BFR,BFR,2007,53.00,295.79,156.77,0.49
BFR,BFR,2007,42.00,273.28,114.78,0.52
BFR,BFR,2007,45.00,286.17,128.78,0.54
BFR,BFR,2007,46.00,304.29,139.97,0.59
BFR,BFR,2007,42.00,299.94,125.98,0.63
BFR,BFR,2007,48.00,344.10,165.17,0.73
BFR,BFR,2007,46.00,559.89,257.55,2.00
BSW,BSW,2007,48.00,52.49,25.20,0.02
BSW,BSW,2007,71.00,141.94,100.78,0.08
BSW,BSW,2007,87.00,180.20,156.77,0.11
BSW,BSW,2007,72.00,165.63,119.26,0.11
BSW,BSW,2007,87.00,186.63,162.37,0.12
BSW,BSW,2007,62.00,158.03,97.98,0.12
BSW,BSW,2007,82.00,191.18,156.77,0.13
BSW,BSW,2007,97.00,213.57,207.16,0.14
BSW,BSW,2007,64.00,174.97,111.98,0.14
BSW,BSW,2007,66.00,178.15,117.58,0.14
BSW,BSW,2007,77.00,196.33,151.17,0.15
BSW,BSW,2007,74.00,196.72,145.57,0.15
BSW,BSW,2007,74.00,200.50,148.37,0.16
BSW,BSW,2007,80.00,209.96,167.97,0.16
BSW,BSW,2007,77.00,207.23,159.57,0.16
BSW,BSW,2007,66.00,195.11,128.78,0.17
BSW,BSW,2007,58.00,183.41,106.38,0.17
BSW,BSW,2007,50.00,170.77,85.38,0.17
BSW,BSW,2007,68.00,201.73,137.17,0.18
BSW,BSW,2007,84.00,226.62,190.36,0.18
BSW,BSW,2007,83.00,225.98,187.56,0.18
BSW,BSW,2007,66.00,203.60,134.37,0.18
BSW,BSW,2007,86.00,234.37,201.56,0.19
BSW,BSW,2007,60.00,195.96,117.58,0.19
BSW,BSW,2007,84.00,233.29,195.96,0.19
BSW,BSW,2007,67.00,208.92,139.97,0.19
BSW,BSW,2007,73.00,218.59,159.57,0.19
BSW,BSW,2007,73.00,218.59,159.57,0.19
BSW,BSW,2007,78.00,226.11,176.37,0.19
BSW,BSW,2007,64.00,205.59,131.57,0.19
BSW,BSW,2007,91.00,246.11,223.96,0.20
BSW,BSW,2007,70.00,215.96,151.17,0.20
BSW,BSW,2007,73.00,222.42,162.37,0.20
BSW,BSW,2007,65.00,211.04,137.17,0.20
