year,site,zone,tree,aspect,height,code,dry.wgt,fresh.wgt,water,viability,stem,sur.area,gmin
2013,WSU,Forest,1,W,A,WSU F1 WA,0.1565,0.3315,111.8210863,95.55555556,22.5,0.018522328,8.5007E-06
2013,WSU,Forest,1,W,C,WSU F1 WC,0.3132,0.6852,118.7739464,98.64864865,29,0.026231985,1.41379E-05
2013,WSU,Forest,1,W,S,WSU F1 WS,NA,NA,NA,NA,NA,NA,NA
2013,WSU,Forest,2,L,A,WSU F2 LA,0.1166,0.2366,102.915952,95,23,0.00792974,1.28157E-05
2013,WSU,Forest,2,L,C,WSU F2 LC,0.395,0.769,94.6835443,97.16981132,33.2,0.036863213,5.51362E-06
2013,WSU,Forest,2,L,S,WSU F2 LS,NA,NA,NA,NA,NA,NA,NA
2013,WSU,Forest,2,W,A,WSU F2 WA,0.3058,0.5298,73.25049052,78.94736842,45,0.02312645,1.54086E-05
2013,WSU,Forest,2,W,C,WSU F2 WC,0.2784,0.5404,94.1091954,92.59259259,31,0.028305141,7.13404E-06
2013,WSU,Forest,2,W,S,WSU F2 WS,NA,NA,NA,NA,NA,NA,NA
2013,WSU,Forest,3,L,A,WSU F3 LA,0.0882,0.1562,77.09750567,60,28,0.003259258,2.47014E-05
2013,WSU,Forest,3,L,C,WSU F3 LC,0.3485,0.6675,91.53515065,96.62921348,43,0.027811213,6.26417E-06
2013,WSU,Forest,3,L,S,WSU F3 LS,NA,NA,NA,NA,NA,NA,NA
2013,WSU,Forest,3,W,A,WSU F3 WA,0.09,0.191,112.2222222,50,30,0.000456968,0.000306147
2013,WSU,Forest,3,W,C,WSU F3 WC,0.234,0.443,89.31623932,100,27.8,0.014938825,1.11318E-05
2013,WSU,Forest,3,W,S,WSU F3 WS,NA,NA,NA,NA,NA,NA,NA
2013,WSU,Forest,4,L,A,WSU F4 LA,0.2682,0.4812,79.41834452,92.85714286,28,0.018933935,1.5405E-05
2013,WSU,Forest,4,L,C,WSU F4 LC,0.3049,0.5129,68.21908823,92.64705882,27,0.018278724,2.85929E-05
2013,WSU,Forest,4,L,S,WSU F4 LS,NA,NA,NA,NA,NA,NA,NA
2013,WSU,Forest,4,W,A,WSU F4 WA,0.2056,0.3486,69.55252918,100,25,0.016329889,1.2689E-05
2013,WSU,Forest,4,W,C,WSU F4 WC,0.1988,0.4408,121.7303823,80.76923077,20,0.016423971,4.27507E-05
2013,WSU,Forest,4,W,S,WSU F4 WS,0.0594,0.1484,149.8316498,95.23809524,15,0.005150971,5.66256E-05
2013,WSU,Forest,5,L,A,WSU F5 LA,0.2003,0.2413,20.46929606,94,35,0.013776244,6.99361E-06
2013,WSU,Forest,5,L,C,WSU F5 LC,0.2122,0.3982,87.6531574,93.84615385,27,0.018345925,1.23017E-05
2013,WSU,Forest,5,L,S,WSU F5 LS,NA,NA,NA,NA,NA,NA,NA
2013,WSU,Forest,5,W,A,WSU F5 WA,0.0733,0.1243,69.57708049,100,9,0.004435279,8.62952E-06
2013,WSU,Forest,5,W,C,WSU F5 WC,0.2274,0.4504,98.06508355,100,25,0.015315151,1.09444E-05
2013,WSU,Forest,5,W,S,WSU F5 WS,NA,NA,NA,NA,NA,NA,NA
2014,BLK,Ecotone,1,L,A,BLK E1 LA,NA,NA,NA,NA,NA,NA,NA
2014,BLK,Ecotone,1,L,C,BLK E1 LC,0.0773,0.1708,120.9573092,100,9.4,0.005397936,2.20815E-05
2014,BLK,Ecotone,1,L,S,BLK E1 LS,NA,NA,NA,NA,NA,NA,NA
2014,BLK,Ecotone,1,W,A,BLK E1 WA,NA,NA,NA,NA,NA,NA,NA
2014,BLK,Ecotone,1,W,C,BLK E1 WC,0.1215,0.2507,106.3374486,14.58333333,15.6,0.00838671,2.29493E-05
2014,BLK,Ecotone,1,W,S,BLK E1 WS,NA,NA,NA,NA,NA,NA,NA
2014,BLK,Ecotone,2,L,A,BLK E2 LA,0.1416,0.3159,123.0932203,100,17.7,0.011842531,1.3775E-05
2014,BLK,Ecotone,2,L,C,BLK E2 LC,0.1303,0.2915,123.714505,92.72727273,17,0.010441386,1.64243E-05
2014,BLK,Ecotone,2,L,S,BLK E2 LS,0.1708,0.3658,114.1686183,87.27272727,23.8,0.014137452,2.13034E-05
2014,BLK,Ecotone,2,W,A,BLK E2 WA,0.1946,0.4389,125.5395683,100,25,0.01791752,1.14222E-05
2014,BLK,Ecotone,2,W,C,BLK E2 WC,0.1019,0.2492,144.5534838,93.87755102,14.1,0.009220005,1.61867E-05
2014,BLK,Ecotone,2,W,S,BLK E2 WS,0.0783,0.1471,87.86717752,20.83333333,12.9,0.005080411,3.58759E-05
2014,BLK,Ecotone,3,L,A,BLK E3 LA,NA,NA,NA,NA,NA,NA,NA
2014,BLK,Ecotone,3,L,C,BLK E3 LC,0.1021,0.2085,104.2115573,90.47619048,15.4,0.00670332,2.57947E-05
2014,BLK,Ecotone,3,L,S,BLK E3 LS,0.1182,0.2408,103.7225042,95.38461538,21.8,0.01288583,1.15378E-05
2014,BLK,Ecotone,3,W,A,BLK E3 WA,0.3132,0.4443,41.85823755,100,17.3,0.007459333,1.56183E-05
2014,BLK,Ecotone,3,W,C,BLK E3 WC,0.0958,0.2002,108.9770355,100,14.5,0.006350513,1.44843E-05
2014,BLK,Ecotone,3,W,S,BLK E3 WS,0.1124,0.2295,104.1814947,94.54545455,18.7,0.008685755,1.16017E-05
2014,BLK,Ecotone,4,L,A,BLK E4 LA,0.1087,0.239,119.8712052,100,15.7,0.00950561,1.59836E-05
2014,BLK,Ecotone,4,L,C,BLK E4 LC,0.0582,0.1272,118.556701,13.79310345,8.9,0.00506697,2.43071E-05
2014,BLK,Ecotone,4,L,S,BLK E4 LS,0.0867,0.1722,98.61591696,100,16.3,0.00840351,1.24299E-05
2014,BLK,Ecotone,4,W,A,BLK E4 WA,NA,NA,NA,NA,NA,NA,NA
2014,BLK,Ecotone,4,W,C,BLK E4 WC,0.1151,0.2396,108.1668115,17.39130435,14.4,0.008810077,3.39119E-05
2014,BLK,Ecotone,4,W,S,BLK E4 WS,0.06,0.1386,131,94.11764706,13.2,0.005712102,2.11152E-05
2014,BLK,Ecotone,5,L,A,BLK E5 LA,0.16,0.3229,101.8125,81.81818182,24.6,0.010810993,1.49189E-05
2014,BLK,Ecotone,5,L,C,BLK E5 LC,0.1513,0.3323,119.6298744,100,18.9,0.008922639,2.26192E-05
2014,BLK,Ecotone,5,L,S,BLK E5 LS,0.0599,0.1306,118.0300501,86.20689655,12.9,0.005700342,1.05918E-05
2014,BLK,Ecotone,5,W,A,BLK E5 WA,0.065,0.1328,104.3076923,0,12.3,0.004853607,3.46907E-05
2014,BLK,Ecotone,5,W,C,BLK E5 WC,0.0326,0.0588,80.36809816,100,7.2,0.002520045,1.89532E-05
2014,BLK,Ecotone,5,W,S,BLK E5 WS,0.0463,0.1094,136.2850972,0,16,0.007324931,2.07421E-05
2014,BLK,Ecotone,1,L,A,BLK F1 LA,0.105,0.2007,91.14285714,100,15.5,0.009231765,7.63014E-06
2014,BLK,Ecotone,1,L,C,BLK F1 LC,0.1838,0.3956,115.2339499,100,19.3,0.013678804,5.81267E-06
2014,BLK,Ecotone,1,W,A,BLK F1 WA,0.1376,0.292,112.2093023,100,17.5,0.010836194,5.28403E-06
2014,BLK,Ecotone,1,W,C,BLK F1 WC,0.1674,0.3528,110.7526882,100,18.4,0.012801829,1.40824E-05
2014,BLK,Ecotone,1,W,S,BLK F1 WS,NA,NA,NA,NA,NA,NA,NA
2014,BLK,Ecotone,2,L,A,BLK F2 LA,0.1784,0.3835,114.9663677,94.28571429,20.1,0.015523477,1.65527E-05
2014,BLK,Ecotone,2,L,C,BLK F2 LC,0.1245,0.2798,124.7389558,100,13.4,0.008679035,2.33031E-05
2014,BLK,Ecotone,2,L,S,BLK F2 LS,0.057,0.1203,111.0526316,100,9.7,0.007203969,6.61041E-06
2014,BLK,Ecotone,2,W,A,BLK F2 WA,0.1206,0.2631,118.159204,100,15.7,0.010817713,1.28003E-05
2014,BLK,Ecotone,2,W,C,BLK F2 WC,0.0575,0.1304,126.7826087,100,10,0.004105993,2.09868E-05
2014,BLK,Ecotone,2,W,S,BLK F2 WS,0.0301,0.0633,110.2990033,100,7.7,0.004628483,9.27822E-06
2014,BLK,Ecotone,3,L,A,BLK F3 LA,0.223,0.4936,121.3452915,100,20,0.017279109,9.62138E-06
2014,BLK,Ecotone,3,L,C,BLK F3 LC,0.1454,0.3198,119.9449794,100,16.3,0.012499423,1.12822E-05
2014,BLK,Ecotone,3,L,S,BLK F3 LS,0.1892,0.364,92.38900634,100,29,0.021042376,1.2629E-05
2014,BLK,Ecotone,3,W,A,BLK F3 WA,0.1178,0.2648,124.7877759,100,16.2,0.012376781,8.27926E-06
2014,BLK,Ecotone,3,W,C,BLK F3 WC,0.2006,0.442,120.3389831,100,21.3,0.014606181,1.90575E-05
2014,BLK,Ecotone,4,L,A,BLK F4 LA,NA,NA,NA,NA,NA,NA,NA
2014,BLK,Ecotone,4,L,C,BLK F4 LC,0.1181,0.2407,103.8103302,83.78378378,17.9,0.006899883,2.79767E-05
2014,BLK,Ecotone,4,L,S,BLK F4 LS,NA,NA,NA,NA,NA,NA,NA
2014,BLK,Ecotone,4,W,A,BLK F4 WA,0.0861,0.196,127.6422764,100,12,0.005943946,2.03631E-05
2014,BLK,Ecotone,4,W,C,BLK F4 WC,0.0481,0.1072,122.8690229,100,7.1,0.003192057,3.22793E-05
2014,BLK,Ecotone,4,W,S,BLK F4 WS,NA,NA,NA,NA,NA,NA,NA
2014,BLK,Ecotone,5,L,A,BLK F5 LA,0.1892,0.4101,116.7547569,97.5308642,35.3,0.013063913,1.52645E-05
2014,BLK,Ecotone,5,L,C,BLK F5 LC,0.1694,0.31,82.99881936,75,27,0.009596331,2.95235E-05
2014,BLK,Ecotone,5,L,S,BLK F5 LS,0.0969,0.1997,106.0887513,100,20.5,0.008732796,1.06791E-05
2014,BLK,Ecotone,5,W,A,BLK F5 WA,0.1062,0.2197,106.873823,91.4893617,18.7,0.006790681,1.66135E-05
2014,BLK,Ecotone,5,W,C,BLK F5 WC,0.0932,0.1905,104.3991416,100,16.7,0.005796104,9.60987E-06
2014,BLK,Ecotone,5,W,S,BLK F5 WS,0.071,0.1491,110,89.18918919,15.3,0.006029628,9.47274E-06
2014,BLK,Ecotone,1,L,S,BLK K1 LS,0.0983,0.2101,113.733469,100,17.7,0.009596331,9.02395E-06
2014,BRR,Forest,1,L,A,BRR F1 LA,0.2224,0.4956,122.8417266,73.91304348,20.9,0.015378995,6.17827E-05
2014,BRR,Forest,1,L,A,BRR F1 LA,0.3539,0.7778,119.7795988,92.42424242,32.2,0.027055203,3.92E-05
2014,BRR,Forest,1,L,C,BRR F1 LC,0.3795,0.8487,123.6363636,5,23.8,0.023184414,0.0001167
2014,BRR,Forest,1,L,C,BRR F1 LC,0.7716,1.5463,100.4017626,100,42.1,0.029763411,2.17284E-05
2014,BRR,Forest,1,L,S,BRR F1 LS,0.3562,0.7962,123.5261089,86.84210526,33.2,0.025408774,5.8223E-05
2014,BRR,Forest,1,L,S,BRR F1 LS,0.3302,0.7313,121.4718353,90.47619048,32.1,0.023814425,2.09193E-05
2014,BRR,Forest,1,W,A,BRR F1 WA,0.2561,0.5603,118.7817259,100,21.8,0.015725081,0.00013231
2014,BRR,Forest,1,W,A,BRR F1 WA,0.5364,1.1525,114.8583147,98.87640449,47.2,0.03917494,1.04375E-05
2014,BRR,Forest,1,W,C,BRR F1 WC,0.2145,0.4254,98.32167832,66.66666667,22.9,0.012176857,7.92285E-05
2014,BRR,Forest,1,W,C,BRR F1 WC,0.5323,1.0745,101.8598535,55.35714286,34.8,0.020886133,5.53181E-05
2014,BRR,Forest,1,W,S,BRR F1 WS,NA,NA,NA,NA,NA,NA,NA
2014,BRR,Forest,1,W,S,BRR F1 WS,0.1211,0.2708,123.6168456,100,16.8,0.010038179,9.60944E-05
2014,BRR,Forest,1,W,S,BRR F1 WS,0.2334,0.4973,113.0676949,91.66666667,19.9,0.013910648,3.09223E-05
2014,BRR,Forest,2,L,A,BRR F2 LA,0.5781,1.2373,114.0287148,21.56862745,43.3,0.03581488,2.68779E-05
2014,BRR,Forest,2,L,A,BRR F2 LA,0.3094,0.6793,119.5539754,90.90909091,23.8,0.017741117,2.47572E-05
2014,BRR,Forest,2,L,C,BRR F2 LC,0.108,0.2212,104.8148148,0,13.4,0.005947306,1.83975E-05
2014,BRR,Forest,2,L,C,BRR F2 LC,0.4556,1.0181,123.4635645,100,26.8,0.022226797,1.77522E-05
2014,BRR,Forest,2,L,S,BRR F2 LS,0.2308,0.491,112.7383016,5.555555556,27.5,0.019505148,7.32803E-05
2014,BRR,Forest,2,L,S,BRR F2 LS,0.2109,0.4718,123.7079184,100,18.1,0.013709045,1.55283E-05
2014,BRR,Forest,2,W,A,BRR F2 WA,0.3892,0.8337,114.2086331,0,25.6,0.022162956,0.00013577
2014,BRR,Forest,2,W,A,BRR F2 WA,0.1184,0.265,123.8175676,96.42857143,17.2,0.010254903,1.51475E-05
2014,BRR,Forest,2,W,C,BRR F2 WC,0.2626,0.5688,116.6031988,26.41509434,21.5,0.014424738,5.77639E-05
2014,BRR,Forest,2,W,C,BRR F2 WC,0.3984,0.9056,127.3092369,68.18181818,24.4,0.021658947,6.19558E-05
2014,BRR,Forest,2,W,S,BRR F2 WS,0.1896,0.4877,157.2257384,9.090909091,20.9,0.015523477,7.99151E-05
2014,BRR,Forest,2,W,S,BRR F2 WS,0.1537,0.348,126.4150943,100,16.4,0.012618705,2.83264E-05
2014,BRR,Forest,3,L,A,BRR F3 LA,0.234,0.5188,121.7094017,100,17.2,0.017690716,1.8739E-05
2014,BRR,Forest,3,L,A,BRR F3 LA,0.2475,0.5428,119.3131313,82.53968254,20.7,0.020109959,2.03398E-05
2014,BRR,Forest,3,L,C,BRR F3 LC,0.4186,0.989,136.2637363,86.66666667,30.2,0.025805261,2.60444E-05
2014,BRR,Forest,3,L,C,BRR F3 LC,0.0729,0.1547,112.2085048,0,11.9,0.005896905,7.14548E-05
2014,BRR,Forest,3,L,S,BRR F3 LS,0.4886,1.0438,113.6307818,31.81818182,34.9,0.036517132,3.6747E-05
2014,BRR,Forest,3,L,S,BRR F3 LS,0.175,0.395,125.7142857,40.90909091,17.3,0.011383883,5.24146E-05
2014,BRR,Forest,3,W,A,BRR F3 WA,0.5812,1.2944,122.7116311,12.98701299,39.3,0.035315911,5.06305E-05
2014,BRR,Forest,3,W,A,BRR F3 WA,0.0778,0.1741,123.7789203,75,10.6,0.007150208,2.73739E-05
2014,BRR,Forest,3,W,C,BRR F3 WC,0.1699,0.3805,123.9552678,64.86486486,15.8,0.0156646,2.23751E-05
2014,BRR,Forest,3,W,C,BRR F3 WC,0.3077,0.7041,128.8267793,38.98305085,22.7,0.019229623,3.50388E-05
2014,BRR,Forest,3,W,S,BRR F3 WS,0.2554,0.5733,124.4714174,91.30434783,27.6,0.020788691,1.79577E-05
2014,BRR,Forest,3,W,S,BRR F3 WS,0.2282,0.4917,115.4688869,48,20.7,0.017220308,6.02464E-05
2014,BRR,Forest,4,L,A,BRR F4 LA,0.3833,0.905,136.1074876,31.25,26.8,0.026477273,4.84168E-05
2014,BRR,Forest,4,L,A,BRR F4 LA,0.2399,0.5406,125.3438933,100,21.9,0.016187089,1.20917E-05
2014,BRR,Forest,4,L,C,BRR F4 LC,0.7385,1.6201,119.3771158,18.42105263,40.2,0.03753859,3.28475E-05
2014,BRR,Forest,4,L,C,BRR F4 LC,0.5359,1.1966,123.2879269,87.17948718,36.9,0.027518891,2.06423E-05
2014,BRR,Forest,4,L,S,BRR F4 LS,NA,NA,NA,NA,NA,NA,NA
2014,BRR,Forest,4,L,S,BRR F4 LS,0.2003,0.474,136.6450325,97.22222222,21.9,0.015543638,3.46856E-05
2014,BRR,Forest,4,W,A,BRR F4 WA,0.1208,0.2483,105.5463576,100,15.6,0.010024739,6.5162E-05
2014,BRR,Forest,4,W,A,BRR F4 WA,0.4167,0.9419,126.037917,97.01492537,33.2,0.02690232,2.63573E-05
2014,BRR,Forest,4,W,C,BRR F4 WC,0.2355,0.5132,117.9193206,100,22.1,0.016370212,0.000162732
2014,BRR,Forest,4,W,C,BRR F4 WC,0.4987,1.24,148.6464809,100,32.8,0.030106138,1.61238E-05
2014,BRR,Forest,4,W,S,BRR F4 WS,NA,NA,NA,NA,NA,NA,NA
2014,BRR,Forest,4,W,S,BRR F4 WS,0.2585,0.5796,124.2166344,91.17647059,31.9,0.023191134,1.88047E-05
2014,BRR,Forest,5,L,A,BRR F5 LA,0.1709,0.3651,113.6337039,0,16.3,0.011914773,2.7942E-05
2014,BRR,Forest,5,L,C,BRR F5 LC,0.2878,0.6069,110.8756081,43.63636364,20.5,0.017186707,2.48054E-05
2014,BRR,Forest,5,L,C,BRR F5 LC,0.271,0.6465,138.5608856,74.28571429,23.9,0.011877812,4.33978E-05
2014,BRR,Forest,5,L,S,BRR F5 LS,0.4607,1.069,132.0382027,35.21126761,31.1,0.024572119,6.08745E-05
2014,BRR,Forest,5,L,S,BRR F5 LS,0.2567,0.5843,127.6197896,18,25.3,0.022428401,2.91505E-05
2014,BRR,Forest,5,W,A,BRR F5 WA,0.1955,0.428,118.9258312,88.88888889,17.5,0.015573878,2.24509E-05
2014,BRR,Forest,5,W,A,BRR F5 WA,0.2375,0.5155,117.0526316,100,16.5,0.013759446,7.52557E-05
2014,BRR,Forest,5,W,C,BRR F5 WC,0.2144,0.4815,124.5802239,93.02325581,14.6,0.012064295,5.53677E-05
2014,BRR,Forest,5,W,C,BRR F5 WC,0.2675,0.5811,117.2336449,86.84210526,17.3,0.014172733,3.35506E-05
2014,BRR,Forest,5,W,S,BRR F5 WS,0.164,0.3152,92.19512195,96.77419355,NA,0.010728672,1.64073E-05
2014,BRR,Forest,5,W,S,BRR F5 WS,0.3175,0.7434,134.1417323,75,33.6,0.027189606,2.59642E-05
2014,BSW,Forest,1,L,A,BSW F1 LA,0.114,0.2324,103.8596491,100,15,0.0067134,1.408E-05
2014,BSW,Forest,1,L,C,BSW F1 LC,0.1023,0.2152,110.3616813,100,15,0.005997707,1.30964E-05
2014,BSW,Forest,1,L,S,BSW F1 LS,0.1837,0.387,110.66957,100,26,0.015577238,7.43559E-06
2014,BSW,Forest,1,W,A,BSW F1 WA,0.1966,0.3976,102.2380468,100,22,0.013213436,1.07809E-05
2014,BSW,Forest,1,W,C,BSW F1 WC,0.1185,0.2164,82.61603376,96.15384615,14,0.00615899,1.8806E-05
2014,BSW,Forest,1,W,S,BSW F1 WS,0.1439,0.3197,122.1681723,97.72727273,17,0.011162119,1.38356E-05
2014,BSW,Forest,2,L,A,BSW F2 LA,0.1037,0.5722,451.7839923,100,15.9,0.009256965,2.60313E-05
2014,BSW,Forest,2,L,C,BSW F2 LC,0.0861,0.1848,114.6341463,97.97979798,39.2,0.021123017,1.95385E-06
2014,BSW,Forest,2,L,S,BSW F2 LS,0.144,0.3296,128.8888889,100,15,0.01229782,6.92848E-06
2014,BSW,Forest,2,W,A,BSW F2 WA,0.1384,0.3021,118.2803468,100,16,0.010469947,4.32335E-06
2014,BSW,Forest,2,W,C,BSW F2 WC,0.2669,0.2694,0.936680405,96.96969697,13.6,0.00842703,7.42523E-06
2014,BSW,Forest,2,W,S,BSW F2 WS,0.0596,0.1276,114.0939597,100,12,0.004032072,1.74998E-05
2014,BSW,Forest,3,L,A,BSW F3 LA,0.0874,0.2894,231.1212815,100,18,0.012243219,8.26427E-06
2014,BSW,Forest,3,L,C,BSW F3 LC,0.09,0.1881,109,100,22,0.011869412,6.50557E-06
2014,BSW,Forest,3,L,S,BSW F3 LS,NA,NA,NA,NA,NA,NA,NA
2014,BSW,Forest,3,W,A,BSW F3 WA,0.1358,0.2347,72.82768778,100,13.3,0.00786422,8.2952E-06
2014,BSW,Forest,3,W,C,BSW F3 WC,0.265,0.5792,118.5660377,100,32,0.021232219,7.21089E-06
2014,BSW,Forest,3,W,S,BSW F3 WS,0.119,0.2766,132.4369748,100,21,0.013124394,8.52092E-06
2014,BSW,Forest,4,L,A,BSW F4 LA,0.1161,0.2414,107.9242033,100,19,0.008517752,6.40834E-06
2014,BSW,Forest,4,L,C,BSW F4 LC,0.1388,0.2899,108.8616715,100,21,0.010331344,6.7009E-06
2014,BSW,Forest,4,L,S,BSW F4 LS,0.0711,0.1653,132.4894515,100,15,0.005644901,1.10848E-05
2014,BSW,Forest,4,W,A,BSW F4 WA,0.0464,0.092,98.27586207,100,8,0.004032072,1.84904E-05
2014,BSW,Forest,4,W,C,BSW F4 WC,0.1014,0.2111,108.1854043,100,17,0.006644519,1.52278E-05
2014,BSW,Forest,4,W,S,BSW F4 WS,0.0539,0.1112,106.3079777,100,12,0.005397936,8.13903E-06
2014,BSW,Forest,5,L,A,BSW F5 LA,0.1231,0.2736,122.2583266,100,12.5,0.007990223,9.99721E-06
2014,BSW,Forest,5,L,C,BSW F5 LC,0.2304,0.4836,109.8958333,100,31,0.016128288,1.09787E-05
2014,BSW,Forest,5,L,S,BSW F5 LS,0.1412,0.2993,111.9688385,100,17,0.008054064,1.80176E-05
2014,BSW,Forest,5,W,A,BSW F5 WA,0.1599,0.3422,114.0087555,100,16,0.0100701,9.51886E-06
2014,BSW,Forest,5,W,C,BSW F5 WC,0.087,0.1658,90.57471264,100,13,0.006690719,1.0944E-05
2014,BSW,Forest,5,W,S,BSW F5 WS,0.1949,0.4034,106.9779374,95.45454545,29,0.016521415,8.94462E-06
2014,MLK,Forest,1,L,A,MLK F1 LA,0.0662,0.1381,108.6102719,62.96296296,12.1,0.00449072,4.63625E-05
2014,MLK,Forest,1,L,C,MLK F1 LC,0.0862,0.1834,112.7610209,100,16,0.005503778,1.51675E-05
2014,MLK,Forest,1,L,S,MLK F1 LS,0.0859,0.182,111.8742724,100,15.5,0.006915003,2.7813E-05
2014,MLK,Forest,1,W,A,MLK F1 WA,0.0783,0.1668,113.0268199,17.14285714,13.7,0.004704084,2.42238E-05
2014,MLK,Forest,1,W,C,MLK F1 WC,0.1062,0.2255,112.3352166,100,19.9,0.006338753,1.96538E-05
2014,MLK,Forest,1,W,S,MLK F1 WS,0.1588,0.3299,107.7455919,32.75862069,23.5,0.009549291,1.55098E-05
2014,MLK,Forest,2,L,A,MLK F2 LA,0.2578,0.5538,114.8176881,92.30769231,23.2,0.016511335,2.03693E-05
2014,MLK,Forest,2,L,C,MLK F2 LC,0.2569,0.5707,122.148696,100,22.4,0.016511335,2.11161E-05
2014,MLK,Forest,2,L,S,MLK F2 LS,0.142,0.3149,121.7605634,100,20.3,0.013154635,1.01923E-05
2014,MLK,Forest,2,W,A,MLK F2 WA,0.1766,0.3979,125.3114383,100,19,0.011491405,2.16577E-05
2014,MLK,Forest,2,W,C,MLK F2 WC,0.1627,0.3075,88.99815612,100,17.6,0.009384648,4.07611E-05
2014,MLK,Forest,2,W,S,MLK F2 WS,NA,NA,NA,NA,NA,NA,NA
2014,MLK,Forest,3,L,A,MLK F3 LA,0.0924,0.1903,105.952381,81.48148148,12,0.005851544,1.81657E-05
2014,MLK,Forest,3,L,C,MLK F3 LC,0.2221,0.466,109.8153985,100,25.8,0.014839705,1.75924E-05
2014,MLK,Forest,3,L,S,MLK F3 LS,NA,NA,NA,NA,NA,NA,NA
2014,MLK,Forest,3,W,A,MLK F3 WA,0.1015,0.2222,118.9162562,100,12.7,0.007980143,1.34445E-05
2014,MLK,Forest,3,W,C,MLK F3 WC,0.1899,0.3983,109.7419695,100,22.7,0.011561966,1.48202E-05
2014,MLK,Forest,3,W,S,MLK F3 WS,NA,NA,NA,NA,NA,NA,NA
2014,MLK,Forest,4,L,A,MLK F4 LA,0.1623,0.3448,112.4460875,77.27272727,19.7,0.011309962,1.77194E-05
2014,MLK,Forest,4,L,C,MLK F4 LC,0.2022,0.4176,106.5281899,90.74074074,18.2,0.013245357,9.90851E-06
2014,MLK,Forest,4,L,S,MLK F4 LS,0.0249,0.0507,103.6144578,0,8.5,0.002654447,1.23339E-05
2014,MLK,Forest,4,W,A,MLK F4 WA,0.1507,0.3306,119.3762442,14.58333333,20.9,0.017316688,2.01341E-06
2014,MLK,Forest,4,W,C,MLK F4 WC,0.1792,0.3838,114.1741071,27.08333333,20.1,0.010805953,1.01779E-05
2014,MLK,Forest,4,W,S,MLK F4 WS,0.1798,0.3963,120.4115684,17.77777778,22.2,0.012096216,1.20098E-05
2014,MLK,Forest,5,L,A,MLK F5 LA,0.2034,0.4423,117.453294,0,17.9,0.012580065,0.000112786
2014,MLK,Forest,5,L,C,MLK F5 LC,0.2258,0.4984,120.7263065,0,19.2,0.012423822,0.000138925
2014,MLK,Forest,5,L,S,MLK F5 LS,NA,NA,NA,NA,NA,NA,NA
2014,MLK,Forest,5,W,A,MLK F5 WA,0.1978,0.4228,113.7512639,0,14.6,0.012029015,8.88387E-05
2014,MLK,Forest,5,W,C,MLK F5 WC,0.1494,0.3279,119.4779116,12.5,16,0.00893776,9.83794E-05
2014,MLK,Forest,5,W,S,MLK F5 WS,0.1936,0.4353,124.8450413,80.39215686,17.1,0.013709045,7.25756E-05
2014,OSF,Forest,1,L,A,OSF F1 LA,0.1387,0.3015,117.3756309,100,24.7,0.014691862,6.52125E-06
2014,OSF,Forest,1,L,C,OSF F1 LC,0.1937,0.4424,128.3944244,9.302325581,18.1,0.016543255,1.06062E-05
2014,OSF,Forest,1,L,S,OSF F1 LS,NA,NA,NA,NA,NA,NA,NA
2014,OSF,Forest,1,W,A,OSF F1 WA,0.1582,0.325,105.4361568,100,18.6,0.014051771,1.00863E-05
2014,OSF,Forest,1,W,C,OSF F1 WC,0.0944,0.173,83.26271186,64.70588235,19.9,0.006417715,2.44913E-05
2014,OSF,Forest,1,W,S,OSF F1 WS,NA,NA,NA,NA,NA,NA,NA
2014,OSF,Forest,2,L,A,OSF F2 LA,0.0908,0.1932,112.7753304,57.14285714,17.1,0.007761739,2.01774E-05
2014,OSF,Forest,2,L,C,OSF F2 LC,0.1637,0.3645,122.6634087,81.39534884,18.6,0.010547228,2.47521E-05
2014,OSF,Forest,2,W,A,OSF F2 WA,0.0359,0.0869,142.0612813,56.52173913,10.8,0.003554943,6.10783E-05
2014,OSF,Forest,2,W,C,OSF F2 WC,0.2513,0.5668,125.5471548,47.69230769,33,0.019001139,6.53036E-05
2014,OSF,Forest,2,W,S,OSF F2 WS,NA,NA,NA,NA,NA,NA,NA
2014,OSF,Forest,3,L,A,OSF F3 LA,0.3392,0.709,109.0212264,93.87755102,28.8,0.017452152,2.30475E-05
2014,OSF,Forest,3,L,C,OSF F3 LC,0.0524,0.1134,116.4122137,83.33333333,9.6,0.003427261,2.50603E-05
2014,OSF,Forest,3,L,S,OSF F3 LS,0.0469,0.0969,106.6098081,0,8.5,0.00336006,4.19698E-05
2014,OSF,Forest,3,W,A,OSF F3 WA,0.0837,0.1488,77.77777778,94.44444444,22.1,0.005846504,5.86409E-05
2014,OSF,Forest,3,W,C,OSF F3 WC,0.2107,0.4137,96.34551495,94.44444444,36.9,0.012942951,2.07399E-05
2014,OSF,Forest,3,W,S,OSF F3 WS,NA,NA,NA,NA,NA,NA,NA
2014,OSF,Forest,4,L,A,OSF F4 LA,0.2982,0.6477,117.2032193,95,26.9,0.020865973,1.32995E-05
2014,OSF,Forest,4,L,C,OSF F4 LC,0.0869,0.2994,244.5339471,95.83333333,16.1,0.006088429,2.12533E-05
2014,OSF,Forest,4,L,S,OSF F4 LS,0.0523,0.1144,118.7380497,36.36363636,20.5,0.003427261,5.82259E-05
2014,OSF,Forest,4,W,A,OSF F4 WA,0.1426,0.2965,107.9242637,92.59259259,13.8,0.007665977,1.81738E-05
