location,site,type,wind,plotting,year,sample.no,depth,density,swe,htc
Broad: Sedge Fen,BCF,fen,scour,D.2014,2014,25,11,361.39,39.75,3.4906
Broad: Sedge Fen,BCF,fen,scour,D.2014,2014,9,12,382.59,45.91,3.5863
Broad: Sedge Fen,BCF,fen,scour,D.2014,2014,10,12,401.26,48.15,3.9447
Broad: Sedge Fen,BCF,fen,scour,D.2014,2014,22,10,386.33,38.63,4.3879
Broad: Sedge Fen,BCF,fen,scour,D.2014,2014,17,9,373.26,33.59,4.5513
Broad: Sedge Fen,BCF,fen,scour,D.2014,2014,14,9,385.7,34.71,4.8597
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,30,89,207.6,184.76,0.1424
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,26,98,242.81,237.95,0.1769
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,8,98,245.67,240.75,0.1811
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,3,84,233.29,195.96,0.1905
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,33,105,266.62,279.95,0.199
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,18,107,277.33,296.74,0.2113
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,4,90,255.06,229.56,0.2125
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,6,96,277.03,265.95,0.235
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,10,98,285.66,279.95,0.2448
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,16,106,301.07,319.14,0.2514
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,7,97,288.6,279.95,0.2525
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,17,104,301.48,313.54,0.2569
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,19,102,301.9,307.94,0.2627
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,5,96,294.53,282.75,0.2657
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,32,106,311.64,330.34,0.2694
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,20,107,313.96,335.94,0.2708
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,22,103,315.28,324.74,0.2837
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,15,104,317.63,330.34,0.2852
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,25,98,308.51,302.34,0.2855
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,28,93,301.02,279.95,0.2864
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,14,105,319.94,335.94,0.2866
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,11,102,315.63,321.94,0.2871
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,29,99,311.05,307.94,0.2873
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,23,102,318.37,324.74,0.2922
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,24,98,314.23,307.94,0.2962
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,1,82,290.19,237.95,0.3019
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,21,102,323.86,330.34,0.3023
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,13,100,330.34,330.34,0.3208
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,12,96,326.6,313.54,0.3267
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,27,93,331.12,307.94,0.3466
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,31,97,340.55,330.34,0.3515
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,2,84,329.94,277.15,0.381
Broad: Shrub,BSH,shrub,deposition,B.2014,2014,9,98,405.64,397.52,0.4936
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,1,78,139.97,109.18,0.0738
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,14,73,168.73,123.18,0.1147
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,23,74,181.59,134.37,0.131
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,10,80,192.46,153.97,0.1361
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,26,80,192.46,153.97,0.1361
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,12,72,186.63,134.37,0.1422
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,2,71,189.26,134.37,0.1483
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,6,72,194.41,139.97,0.1543
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,30,86,218.1,187.56,0.1626
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,9,70,199.96,139.97,0.1679
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,19,74,208.07,153.97,0.172
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,22,78,215.34,167.97,0.1748
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,27,78,215.34,167.97,0.1748
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,7,70,207.96,145.57,0.1816
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,11,72,213.85,153.97,0.1867
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,3,62,203.19,125.98,0.1958
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,8,70,215.96,151.17,0.1959
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,13,76,228.38,173.57,0.2018
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,5,70,219.96,153.97,0.2032
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,24,60,209.96,125.98,0.216
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,18,62,216.73,134.37,0.2227
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,16,67,225.63,151.17,0.2234
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,31,74,238.33,176.37,0.2257
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,17,70,239.95,167.97,0.2418
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,4,60,223.96,134.37,0.2458
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,32,73,249.27,181.97,0.2502
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,33,60,228.62,137.17,0.2561
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,20,67,254.88,170.77,0.2851
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,29,74,268.6,198.76,0.2866
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,28,71,264.17,187.56,0.289
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,15,63,255.95,161.25,0.3057
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,21,48,233.29,111.98,0.3333
Broad: Spruce Forest,BSF,forest,deposition,C.2014,2014,25,60,265.95,159.57,0.3466
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,32,67,87.74,58.79,0.0338
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,23,78,125.62,97.98,0.0595
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,30,63,124.42,78.39,0.0722
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,18,48,122.48,58.79,0.0919
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,26,96,209.96,201.56,0.135
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,25,83,195.63,162.37,0.1356
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,28,58,168.93,97.98,0.1447
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,33,81,200.46,162.37,0.1458
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,27,72,194.41,139.97,0.1543
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,17,79,209.07,165.17,0.1627
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,20,50,167.97,83.98,0.1659
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,22,82,232.15,190.36,0.1932
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,24,80,244.95,195.96,0.2205
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,14,83,252.96,209.96,0.2267
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,1,73,237.76,173.57,0.2277
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,6,71,236.57,167.97,0.2318
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,4,74,245.9,181.97,0.2402
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,8,84,266.62,223.96,0.2488
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,21,83,269.83,223.96,0.2579
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,12,72,252.73,181.97,0.2608
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,13,81,273.03,221.16,0.2706
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,31,60,237.95,142.77,0.2774
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,10,81,276.49,223.96,0.2775
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,29,59,237.24,139.97,0.2805
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,7,82,279.95,229.56,0.281
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,9,79,283.49,223.96,0.2991
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,5,72,272.17,195.96,0.3025
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,2,80,293.94,235.16,0.3175
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,19,47,226.34,106.38,0.3205
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,15,62,270.92,167.97,0.348
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,11,74,298.86,221.16,0.3549
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,3,77,319.94,246.35,0.3908
Mary Lake: Forest,MLK,forest,deposition,C.2014,2014,16,43,279.95,120.38,0.5358
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,16,6,177.3,10.64,1.5403
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,9,6,214.63,12.88,2.2571
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,1,6,233.29,14,2.6668
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,7,6,242.62,14.56,2.8844
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,19,6,265.95,15.96,3.4657
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,2,7,287.94,20.16,3.4823
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,20,7,291.94,20.44,3.5797
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,3,7,295.94,20.72,3.6785
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,8,6,275.28,16.52,3.7132
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,15,8,321.94,25.76,3.8089
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,32,9,342.16,30.79,3.8243
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,33,9,342.16,30.79,3.8243
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,6,8,325.44,26.04,3.8922
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,22,10,363.93,36.39,3.8939
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,31,10,363.93,36.39,3.8939
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,27,11,381.75,41.99,3.8949
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,21,9,348.38,31.35,3.9647
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,10,8,332.44,26.59,4.0614
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,4,6,289.28,17.36,4.1004
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,23,9,354.6,31.91,4.1075
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,17,8,335.94,26.87,4.1473
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,18,5,268.75,13.44,4.2469
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,13,8,342.93,27.43,4.3219
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,14,7,323.94,22.68,4.4073
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,29,9,373.26,33.59,4.5513
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,30,9,373.26,33.59,4.5513
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,5,7,335.94,23.52,4.7398
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,12,7,335.94,23.52,4.7398
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,25,10,405.92,40.59,4.8443
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,26,10,405.92,40.59,4.8443
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,11,8,367.43,29.39,4.9614
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,28,8,367.43,29.39,4.9614
Owl: Coastal Beach Ridge,OBR,beach,scour,F.2014,2014,24,9,419.92,37.79,5.7602
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,3,61,50.48,30.79,0.0123
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,2,60,51.32,30.79,0.0129
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,1,58,62.75,36.39,0.02
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,10,72,77.76,55.99,0.0247
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,7,72,85.54,61.59,0.0299
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,6,66,101.8,67.19,0.0462
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,8,70,139.97,97.98,0.0823
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,25,62,171.58,106.38,0.1396
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,4,66,178.15,117.58,0.1414
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,29,72,186.63,134.37,0.1422
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,21,54,176.26,95.18,0.1692
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,28,67,208.92,139.97,0.1915
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,11,75,223.96,167.97,0.1966
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,9,73,222.42,162.37,0.1992
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,5,66,220.56,145.57,0.2167
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,27,64,218.71,139.97,0.2197
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,30,70,239.95,167.97,0.2418
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,24,64,236.2,151.17,0.2563
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,12,70,247.95,173.57,0.2582
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,20,56,244.95,137.17,0.315
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,31,71,276,195.96,0.3154
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,32,62,261.89,162.37,0.3252
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,17,56,249.95,139.97,0.328
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,15,63,271.06,170.77,0.3429
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,19,54,254.03,137.17,0.3513
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,23,60,270.61,162.37,0.3588
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,26,60,284.61,170.77,0.3969
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,13,62,293.49,181.97,0.4085
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,22,53,274.66,145.57,0.4185
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,33,63,311.05,195.96,0.4515
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,18,50,277.15,138.57,0.4516
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,16,56,299.94,167.97,0.4723
Owl: Coastal Fen,OCF,fen,scour,D.2014,2014,14,62,356.71,221.16,0.6034
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,28,66,144.21,95.18,0.0926
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,19,62,153.52,95.18,0.1118
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,23,78,190.22,148.37,0.1364
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,14,56,169.97,95.18,0.1517
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,21,70,191.96,134.37,0.1548
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,20,63,186.63,117.58,0.1625
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,22,71,208.97,148.37,0.1808
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,2,50,179.17,89.58,0.1888
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,3,54,186.63,100.78,0.1896
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,9,65,206.73,134.37,0.1933
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,4,57,196.45,111.98,0.1991
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,18,53,190.15,100.78,0.2006
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,24,76,228.38,173.57,0.2018
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,29,70,219.96,153.97,0.2032
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,5,62,212.22,131.57,0.2136
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,27,74,238.33,176.37,0.2257
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,10,41,177.53,72.79,0.226
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,16,49,194.25,95.18,0.2264
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,26,75,242.62,181.97,0.2307
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,17,56,209.96,117.58,0.2314
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,1,48,198.3,95.18,0.2408
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,11,38,176.81,67.19,0.2419
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,15,49,205.67,100.78,0.2538
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,6,56,219.96,123.18,0.254
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,33,60,228.62,137.17,0.2561
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,13,60,233.29,139.97,0.2667
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,30,63,244.4,153.97,0.2787
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,32,58,250.99,145.57,0.3193
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,31,56,249.95,139.97,0.328
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,7,55,249.41,137.17,0.3325
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,12,33,195.11,64.39,0.3392
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,8,50,257.55,128.78,0.39
Owl: Spruce Forest,OSF,forest,deposition,C.2014,2014,25,58,289.6,167.97,0.4251
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,20,31,243.82,75.59,0.5638
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,7,30,256.62,76.99,0.6454
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,2,26,269.18,69.99,0.8193
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,18,23,255.6,58.79,0.8351
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,11,32,314.94,100.78,0.9113
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,27,16,227.46,36.39,0.9507
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,3,22,267.22,58.79,0.9543
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,6,26,301.48,78.39,1.0278
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,33,25,302.34,75.59,1.075
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,17,19,265.21,50.39,1.0884
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,24,23,292.12,67.19,1.0908
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,15,16,244.95,39.19,1.1025
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,22,28,339.93,95.18,1.2133
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,5,16,262.45,41.99,1.2657
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,29,16,262.45,41.99,1.2657
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,25,13,236.88,30.79,1.269
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,12,20,293.94,58.79,1.2701
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,16,18,279.95,50.39,1.28
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,32,24,326.6,78.39,1.3067
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,8,19,294.68,55.99,1.3437
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,26,27,352.53,95.18,1.3532
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,31,25,347.13,86.78,1.4171
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,23,23,340.8,78.39,1.4847
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,19,13,258.41,33.59,1.5102
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,4,17,312.88,53.19,1.693
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,30,16,306.19,48.99,1.7227
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,13,18,326.6,58.79,1.7423
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,14,16,314.94,50.39,1.8226
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,10,15,307.94,46.19,1.8586
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,9,14,299.94,41.99,1.8893
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,28,14,299.94,41.99,1.8893
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,21,17,370.52,62.99,2.3742
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2014,2014,1,12,326.6,39.19,2.6134
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,21,8,199.46,15.96,1.4621
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,5,14,275.95,38.63,1.5991
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,23,10,237.95,23.8,1.6647
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,24,9,227.07,20.44,1.6843
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,12,14,299.94,41.99,1.8893
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,11,10,265.95,26.59,2.0794
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,25,11,282.49,31.07,2.1329
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,26,8,248.45,19.88,2.2685
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,15,10,279.95,27.99,2.3041
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,29,8,251.95,20.16,2.3329
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,17,6,219.29,13.16,2.3563
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,32,12,314.94,37.79,2.4301
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,2,6,223.96,13.44,2.4577
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,4,8,262.45,21,2.5313
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,20,7,247.95,17.36,2.5822
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,14,9,289.28,26.04,2.7336
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,27,7,267.95,18.76,3.0155
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,10,8,286.95,22.96,3.0259
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,9,5,229.56,11.48,3.0985
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,1,6,256.62,15.4,3.2268
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,22,9,317.27,28.55,3.2883
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,8,7,279.95,19.6,3.2915
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,7,7,283.95,19.88,3.3863
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,18,7,287.94,20.16,3.4823
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,13,6,284.61,17.08,3.9692
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,28,8,339.44,27.15,4.2342
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,16,5,268.75,13.44,4.2469
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,3,4,244.95,9.8,4.4102
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,19,5,274.35,13.72,4.4257
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,6,6,303.28,18.2,4.5068
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,33,6,303.28,18.2,4.5068
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,31,6,312.61,18.76,4.7884
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2014,2014,30,6,335.94,20.16,5.5298
Roberge Lake: Tree Island,RTI,island,deposition,A.2014,2014,2,142,272.06,386.33,0.1532
Roberge Lake: Tree Island,RTI,island,deposition,A.2014,2014,5,150,307.94,461.91,0.1859
Roberge Lake: Tree Island,RTI,island,deposition,A.2014,2014,1,104,269.18,279.95,0.2048
Roberge Lake: Tree Island,RTI,island,deposition,A.2014,2014,6,138,314.43,433.92,0.2106
Roberge Lake: Tree Island,RTI,island,deposition,A.2014,2014,8,146,325.97,475.91,0.214
Roberge Lake: Tree Island,RTI,island,deposition,A.2014,2014,9,152,340.72,517.9,0.2245
Roberge Lake: Tree Island,RTI,island,deposition,A.2014,2014,7,139,326.27,453.51,0.2252
