location,site,type,wind,plotting,year,sample.no,depth,density,swe,htc
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,6,48,242.04,116.18,0.3588
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,7,43,231.12,99.38,0.3652
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,16,38,217.33,82.58,0.3654
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,29,56,264.95,148.37,0.3685
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,25,59,272.83,160.97,0.3709
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,14,25,179.17,44.79,0.3775
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,32,62,288.98,179.17,0.396
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,3,48,256.62,123.18,0.4033
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,31,48,262.45,125.98,0.4219
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,18,45,276.84,124.58,0.5007
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,27,54,303.28,163.77,0.5008
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,17,38,257.85,97.98,0.5144
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,26,46,289.08,132.97,0.5341
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,19,37,268.6,99.38,0.5733
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,10,21,213.29,44.79,0.6369
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,13,25,246.35,61.59,0.7137
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,20,42,323.27,135.77,0.7315
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,9,34,312.88,106.38,0.8465
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,8,39,362.49,141.37,0.9906
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,11,17,255.25,43.39,1.1267
Owl: Coastal Fen,OCF,fen,scour,D.2007,2007,12,15,251.95,37.79,1.2442
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,3,52,102.29,53.19,0.0592
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,6,60,130.64,78.39,0.0836
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,30,53,134.69,71.39,0.1006
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,23,34,115.27,39.19,0.1149
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,4,58,159.28,92.38,0.1286
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,8,46,149.1,68.59,0.1421
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,19,51,161.93,82.58,0.1512
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,28,61,178.98,109.18,0.1544
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,26,65,185.2,120.38,0.1551
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,33,68,189.38,128.78,0.1551
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,5,74,198.61,146.97,0.1567
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,27,60,179.63,107.78,0.1581
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,1,61,181.28,110.58,0.1584
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,7,81,212.55,172.17,0.164
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,25,72,202.18,145.57,0.1669
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,13,80,213.46,170.77,0.1675
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,24,57,181.72,103.58,0.1703
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,14,68,199.67,135.77,0.1724
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,2,62,191.9,118.98,0.1746
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,31,58,185.83,107.78,0.175
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,12,76,213.64,162.37,0.1766
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,10,78,217.14,169.37,0.1777
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,11,86,231.12,198.76,0.1826
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,17,66,203.6,134.37,0.1846
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,15,81,228.1,184.76,0.1889
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,32,71,214.89,152.57,0.1912
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,18,66,207.84,137.17,0.1924
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,9,60,200.63,120.38,0.1972
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,20,59,199.28,117.58,0.1979
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,16,76,228.38,173.57,0.2018
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,34,64,209.96,134.37,0.2025
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,22,56,197.46,110.58,0.2047
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,29,46,179.53,82.58,0.206
Owl: Spruce Forest,OSF,forest,deposition,C.2007,2007,21,38,167.97,63.83,0.2183
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2008,2008,NA,NA,NA,NA,NA
Broad: Riparian Forest,BRF,forest,deposition,C.2008,2008,NA,NA,NA,NA,NA
Broad: Sedge Fen,BCF,fen,scour,D.2008,2008,NA,NA,NA,NA,NA
Broad: Shrub,BSH,shrub,deposition,B.2008,2008,NA,NA,NA,NA,NA
Broad: Spruce Forest,BSF,forest,deposition,C.2008,2008,NA,NA,NA,NA,NA
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,27,102,203.1,207.16,0.1189
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,12,47,154.86,72.79,0.15
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,33,74,196.72,145.57,0.1537
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,28,85,223.96,190.36,0.1735
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,26,94,244.21,229.56,0.1865
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,8,78,222.52,173.57,0.1866
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,3,100,257.55,257.55,0.195
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,9,75,223.96,167.97,0.1966
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,25,80,234.46,187.56,0.202
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,5,84,241.62,202.96,0.2043
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,16,60,205.29,123.18,0.2065
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,14,65,215.34,139.97,0.2097
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,13,73,230.09,167.97,0.2132
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,6,80,241.45,193.16,0.2143
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,10,72,232.51,167.41,0.2208
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,4,78,242.26,188.96,0.2212
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,23,74,242.12,179.17,0.2329
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,2,85,263.48,223.96,0.2401
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,24,78,258.41,201.56,0.2517
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,32,75,253.82,190.36,0.2525
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,19,61,229.46,139.97,0.2538
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,11,59,227.75,134.37,0.2585
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,17,66,246.01,162.37,0.2696
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,31,62,243.82,151.17,0.2819
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,1,77,273.4,210.52,0.2854
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,22,60,242.62,145.57,0.2884
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,20,54,233.29,125.98,0.2963
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,7,68,265.54,180.57,0.3049
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,18,51,230.54,117.58,0.3064
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,15,58,250.99,145.57,0.3193
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,30,51,247.01,125.98,0.3517
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,21,62,279.95,173.57,0.3716
Mary Lake: Forest,MLK,forest,deposition,C.2008,2008,29,52,269.18,139.97,0.4097
Owl: Coastal Fen,OCF,fen,scour,D.2008,2008,NA,NA,NA,NA,NA
Owl: Spruce Forest,OSF,forest,deposition,C.2008,2008,NA,NA,NA,NA,NA
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2008,2008,NA,NA,NA,NA,NA
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,29,27,165.89,44.79,0.2997
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,1,16,174.97,27.99,0.5625
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,8,17,181.14,30.79,0.5675
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,2,26,236.88,61.59,0.6345
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,27,12,163.3,19.6,0.6534
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,23,13,172.27,22.4,0.6712
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,24,16,192.46,30.79,0.6806
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,19,28,259.95,72.79,0.7095
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,15,25,246.35,61.59,0.7137
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,26,18,217.74,39.19,0.7743
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,10,16,209.96,33.59,0.81
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,25,16,209.96,33.59,0.81
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,31,10,167.97,16.8,0.8295
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,12,13,193.81,25.2,0.8495
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,21,18,233.29,41.99,0.8889
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,17,30,307.94,92.38,0.9293
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,20,26,290.71,75.59,0.9557
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,14,23,292.12,67.19,1.0908
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,11,20,279.95,55.99,1.152
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,3,14,239.95,33.59,1.2091
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,16,22,305.4,67.19,1.2464
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,18,22,305.4,67.19,1.2464
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,13,18,295.5,53.19,1.4262
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,30,14,299.94,41.99,1.8893
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,22,13,301.48,39.19,2.0555
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,32,10,279.95,27.99,2.3041
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,28,15,354.6,53.19,2.4645
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,5,5,223.96,11.2,2.9492
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,33,9,311.05,27.99,3.1606
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,9,7,279.95,19.6,3.2915
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,4,6,279.95,16.8,3.8401
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,7,7,319.94,22.4,4.2992
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,scour,G.2008,2008,6,5,279.95,14,4.6082
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,12,102,192.12,195.96,0.1064
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,31,94,184.65,173.57,0.1066
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,1,141,238.25,335.94,0.1184
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,3,132,233.29,307.94,0.1212
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,13,127,229.25,291.14,0.1217
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,2,142,246.43,349.93,0.1257
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,21,106,213.92,226.76,0.1269
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,15,114,225.92,257.55,0.1316
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,32,130,241.18,313.54,0.1316
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,25,124,246.08,305.14,0.1436
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,16,99,220.56,218.36,0.1445
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,24,114,238.2,271.55,0.1463
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,9,119,243.48,289.74,0.1465
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,23,95,218.06,207.16,0.1472
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,8,112,237.45,265.95,0.148
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,22,111,237.07,263.15,0.1489
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,14,114,240.66,274.35,0.1494
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,29,110,241.77,265.95,0.1562
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,33,102,233.29,237.95,0.1569
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,19,102,236.03,240.75,0.1606
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,5,97,230.88,223.96,0.1616
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,30,84,216.63,181.97,0.1642
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,6,119,258.77,307.94,0.1654
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,18,114,255.39,291.14,0.1682
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,10,103,245.97,253.35,0.1727
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,26,110,259.59,285.55,0.1801
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,28,118,270.46,319.14,0.1822
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,4,128,284.32,363.93,0.1857
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,7,109,269.67,293.94,0.1962
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,20,98,257.09,251.95,0.1983
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,17,100,285.55,285.55,0.2397
Roberge Lake: Tree Island,RTI,island,deposition,A.2008,2008,27,104,349.93,363.93,0.3462
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,8,22,197.24,43.39,0.5199
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,22,6,186.63,11.2,1.7067
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,16,11,254.5,27.99,1.7311
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,7,10,293.94,29.39,2.5402
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,32,12,326.6,39.19,2.6134
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,27,6,233.29,14,2.6668
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,3,10,307.94,30.79,2.7879
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,10,8,279.95,22.4,2.8801
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,33,8,279.95,22.4,2.8801
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,21,5,223.96,11.2,2.9492
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,2,6,256.62,15.4,3.2268
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,17,10,335.94,33.59,3.3179
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,26,10,349.93,34.99,3.6001
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,12,8,314.94,25.2,3.6451
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,29,8,314.94,25.2,3.6451
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,11,7,299.94,21,3.7786
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,19,9,342.16,30.79,3.8243
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,25,9,342.16,30.79,3.8243
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,20,6,279.95,16.8,3.8401
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,23,6,279.95,16.8,3.8401
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,13,10,363.93,36.39,3.8939
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,4,11,381.75,41.99,3.8949
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,5,8,332.44,26.59,4.0614
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,15,8,332.44,26.59,4.0614
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,18,9,357.71,32.19,4.1799
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,28,7,319.94,22.4,4.2992
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,9,11,407.19,44.79,4.4316
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,6,8,349.93,27.99,4.5002
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,14,9,373.26,33.59,4.5513
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,31,5,279.95,14,4.6082
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,24,11,419.92,46.19,4.7129
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,1,8,367.43,29.39,4.9614
Broad: Coastal Beach Ridge,BBR,beach,scour,F.2009,2009,30,6,373.26,22.4,6.8269
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,5,70,159.97,111.98,0.1075
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,9,78,179.45,139.97,0.1214
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,2,86,195.31,167.97,0.1304
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,19,78,215.34,167.97,0.1748
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,4,82,221.91,181.97,0.1766
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,6,64,196.84,125.98,0.178
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,26,54,181.45,97.98,0.1792
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,25,59,189.79,111.98,0.1795
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,30,58,193.07,111.98,0.1889
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,10,62,203.19,125.98,0.1958
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,11,62,203.19,125.98,0.1958
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,20,62,203.19,125.98,0.1958
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,12,66,212.08,139.97,0.2004
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,27,52,188.43,97.98,0.2007
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,8,56,199.96,111.98,0.2099
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,23,60,209.96,125.98,0.216
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,15,80,244.95,195.96,0.2205
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,16,68,226.43,153.97,0.2217
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,24,59,213.52,125.98,0.2272
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,28,59,213.52,125.98,0.2272
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,29,59,213.52,125.98,0.2272
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,31,59,213.52,125.98,0.2272
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,14,75,242.62,181.97,0.2307
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,3,80,262.45,209.96,0.2531
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,7,61,229.46,139.97,0.2538
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,17,72,252.73,181.97,0.2608
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,21,60,233.29,139.97,0.2667
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,32,59,237.24,139.97,0.2805
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,13,72,272.17,195.96,0.3025
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,18,80,297.44,237.95,0.3251
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,33,69,284,195.96,0.3437
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,22,60,279.95,167.97,0.384
Broad: Riparian Forest,BRF,forest,deposition,C.2009,2009,1,76,405.19,307.94,0.6351
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,3,31,121.91,37.79,0.141
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,2,30,121.31,36.39,0.1442
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,1,34,131.74,44.79,0.1501
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,12,54,336.97,181.97,0.6182
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,5,57,353.62,201.56,0.645
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,11,61,367.14,223.96,0.6497
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,7,51,356.79,181.97,0.7339
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,17,41,320.91,131.57,0.7385
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,13,45,342.16,153.97,0.7649
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,6,60,396.59,237.95,0.7707
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,9,42,333.27,139.97,0.7775
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,15,50,363.93,181.97,0.7788
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,14,40,342.93,137.17,0.8644
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,8,38,353.62,134.37,0.9675
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,4,35,351.93,123.18,1.0404
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,10,40,384.93,153.97,1.089
Broad: Sedge Fen,BCF,fen,scour,D.2009,2009,16,29,337.87,97.98,1.1573
Broad: Shrub,BSH,shrub,deposition,B.2009,2009,NA,NA,NA,NA,NA
Broad: Spruce Forest,BSF,forest,deposition,C.2009,2009,NA,NA,NA,NA,NA
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,2,70,143.97,100.78,0.0871
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,6,86,201.82,173.57,0.1392
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,16,70,183.96,128.78,0.1421
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,4,70,199.96,139.97,0.1679
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,21,97,236.66,229.56,0.1698
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,18,96,250.79,240.75,0.1926
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,3,64,205.59,131.57,0.1942
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,7,96,256.62,246.35,0.2017
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,27,83,239.47,198.76,0.2031
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,13,60,205.29,123.18,0.2065
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,10,69,222.33,153.41,0.2106
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,32,85,247.01,209.96,0.211
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,5,86,250.65,215.56,0.2148
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,1,71,228.69,162.37,0.2166
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,23,97,268.4,260.35,0.2183
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,33,74,234.55,173.57,0.2186
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,20,86,253.9,218.36,0.2204
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,24,106,282.59,299.54,0.2215
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,8,78,244.06,190.36,0.2245
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,9,78,244.06,190.36,0.2245
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,19,84,253.28,212.76,0.2245
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,25,102,279.95,285.55,0.2259
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,28,86,257.16,221.16,0.2261
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,29,84,256.62,215.56,0.2305
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,17,66,229.05,151.17,0.2337
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,31,60,219.29,131.57,0.2356
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,14,70,239.95,167.97,0.2418
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,30,77,254.5,195.96,0.2473
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,15,58,222.03,128.78,0.2499
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,22,92,282.99,260.35,0.2559
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,11,68,255.25,173.57,0.2817
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,26,84,286.61,240.75,0.2875
Mary Lake: Forest,MLK,forest,deposition,C.2009,2009,12,67,259.05,173.57,0.2945
Owl: Coastal Fen,OCF,fen,scour,D.2009,2009,NA,NA,NA,NA,NA
Owl: Spruce Forest,OSF,forest,deposition,C.2009,2009,NA,NA,NA,NA,NA
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2009,2009,9,21,206.63,43.39,0.5977
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,other,E.2009,2009,6,11,178.15,19.6,0.8482
