site,zone,year,zone.year,depth,density,swe,htc
RAM,cT,2009,2009.cT,15,149.3047839,22.39571759,0.436921603
RAM,cT,2009,2009.cT,19,132.6062226,25.19518229,0.272095611
RAM,cT,2009,2009.cT,23,328.6328125,75.58554686,1.380515673
RAM,aF,2014,2014.aF,95,259.3188352,246.3528935,0.208109473
RAM,aF,2014,2014.aF,133,300.9950766,400.3234519,0.200269343
RAM,aF,2014,2014.aF,140,309.9407345,433.9170283,0.201732844
RAM,aF,2014,2014.aF,142,313.4611881,445.1148871,0.203435404
RAM,aF,2014,2014.aF,141,319.655189,450.7138165,0.213055002
RAM,aF,2014,2014.aF,140,329.9369109,461.9116753,0.228602567
RAM,aF,2014,2014.aF,137,324.9013774,445.1148871,0.226532161
RAM,aF,2014,2014.aF,140,319.9388227,447.9143518,0.214957786
RAM,aF,2014,2014.aF,140,325.9376756,456.3127459,0.223094274
RAM,aF,2014,2014.aF,132,318.1209885,419.9197048,0.225402146
RAM,aF,2014,2014.aF,133,334.6728474,445.1148871,0.247592022
RAM,aF,2014,2014.aF,135,340.083119,459.1122106,0.251874216
RAM,aF,2014,2014.aF,147,321.8432205,473.1095341,0.207166117
RAM,aF,2014,2014.aF,130,325.1685919,422.7191695,0.239122894
RAM,aF,2014,2014.aF,136,296.4139093,403.1229166,0.189935253
RAM,aF,2014,2014.aF,129,262.5854485,338.7352285,0.157144408
RAM,aF,2014,2014.aF,134,292.4813864,391.9250578,0.187689077
RAM,aF,2014,2014.aF,115,275.0778356,316.339511,0.193446416
RAM,aF,2014,2014.aF,122,277.6518267,338.7352285,0.185775556
RAM,aF,2014,2014.aF,134,320.6849487,429.7178312,0.225631477
RAM,aF,2014,2014.aF,144,301.3312696,433.9170283,0.185384424
RAM,aF,2014,2014.aF,136,327.2903582,445.1148871,0.231566027
RAM,aF,2014,2014.aF,126,271.0592803,341.5346932,0.171437311
RAM,aF,2014,2014.aF,260,444.6842002,1156.178921,0.223602874
RAM,aF,2014,2014.aF,260,455.4513721,1184.173568,0.234562192
RAM,aF,2014,2014.aF,260,417.7662704,1086.192303,0.197351635
RAM,aF,2014,2014.aF,260,513.5941005,1335.344661,0.298273064
RAM,aF,2014,2014.aF,260,436.0704627,1133.783203,0.215024192
RAM,aF,2014,2014.aF,260,506.0570801,1315.748408,0.289582953
RAM,bE,2014,2014.bE,73,230.0929889,167.9678819,0.213221621
RAM,bE,2014,2014.bE,73,253.1022878,184.7646701,0.257998162
RAM,bE,2014,2014.bE,80,251.9518229,201.5614583,0.233287975
RAM,bE,2014,2014.bE,76,272.5794575,207.1603877,0.287421985
RAM,bE,2014,2014.bE,80,230.9558376,184.7646701,0.196026701
RAM,bE,2014,2014.bE,69,251.5461034,173.5668113,0.269608406
RAM,bE,2014,2014.bE,70,255.9510582,179.1657407,0.275145966
RAM,bE,2014,2014.bE,72,248.8413065,179.1657407,0.25284815
RAM,bE,2014,2014.bE,74,242.1158658,179.1657407,0.232896043
RAM,bE,2014,2014.bE,89,264.2191401,235.1550347,0.230614109
RAM,bE,2014,2014.bE,91,258.412126,235.1550347,0.215740518
RAM,bE,2014,2014.bE,88,267.2216303,235.1550347,0.238565631
RAM,bE,2014,2014.bE,82,266.2905445,218.3582465,0.254240638
RAM,bE,2014,2014.bE,84,259.9502934,218.3582465,0.236509543
RAM,bE,2014,2014.bE,84,266.6156856,223.9571759,0.248793733
RAM,bE,2014,2014.bE,78,265.5902406,207.1603877,0.265874663
RAM,bE,2014,2014.bE,78,279.9464699,218.3582465,0.295394713
RAM,bE,2014,2014.bE,76,272.5794575,207.1603877,0.287421985
RAM,bE,2014,2014.bE,78,279.9464699,218.3582465,0.295394713
RAM,bE,2014,2014.bE,74,279.9464699,207.1603877,0.311361995
RAM,bE,2014,2014.bE,77,254.4967908,195.9625289,0.247298354
RAM,bE,2014,2014.bE,89,295.6737996,263.1496817,0.28879057
RAM,bE,2014,2014.bE,97,303.0348385,293.9437934,0.278330447
RAM,bE,2014,2014.bE,95,300.5741045,285.5453993,0.279593357
RAM,bE,2014,2014.bE,92,298.2038483,274.3475405,0.28417508
RAM,bE,2014,2014.bE,86,296.2224274,254.7512876,0.299974786
RAM,bE,2014,2014.bE,85,289.8269335,246.3528935,0.290539971
RAM,bE,2014,2014.bE,74,238.3328054,176.366276,0.225674901
RAM,bE,2014,2014.bE,70,267.948764,187.5641348,0.301545469
RAM,bE,2014,2014.bE,70,271.9479993,190.3635995,0.310614
RAM,bE,2014,2014.bE,65,267.0258636,173.5668113,0.322508103
RAM,bE,2014,2014.bE,82,266.2905445,218.3582465,0.254240638
RAM,bE,2014,2014.bE,72,272.170179,195.9625289,0.302479476
RAM,cT,2014,2014.cT,4,237.9544994,9.518179975,4.161742268
RAM,cT,2014,2014.cT,5,240.7539641,12.0376982,3.408193308
RAM,cT,2014,2014.cT,8,195.9625289,15.67700231,1.411248243
RAM,cT,2014,2014.cT,6,139.9732349,8.398394096,0.960032818
RAM,cT,2014,2014.cT,10,145.5721643,14.55721643,0.623022898
RAM,cT,2014,2014.cT,6,242.6202739,14.55721643,2.884365268
RAM,cT,2014,2014.cT,5,235.1550347,11.75775173,3.251515952
RAM,cT,2014,2014.cT,7,311.9403521,21.83582465,4.086884898
RAM,cT,2014,2014.cT,5,217.7361432,9.798126445,3.097389834
RAM,cT,2014,2014.cT,8,279.9464699,22.39571759,2.880098455
RAM,cT,2014,2014.cT,4,314.9397786,12.59759114,7.290249215
RAM,cT,2014,2014.cT,3,291.1443287,7.278608217,9.968366365
RAM,cT,2014,2014.cT,4,335.9357638,13.43743055,8.294683551
RAM,cT,2014,2014.cT,4,363.9304108,14.55721643,9.734732779
RAM,cT,2014,2014.cT,5,236.3992412,10.63796585,3.651127282
RAM,cT,2014,2014.cT,4,265.9491464,10.63796585,5.198577712
RAM,cT,2014,2014.cT,5,335.9357638,15.11710937,7.373052045
RAM,cT,2014,2014.cT,5,273.7254372,12.31764467,4.895140178
RAM,cT,2014,2014.cT,6,256.6175974,15.39705584,3.226776973
RAM,cT,2014,2014.cT,3,298.6095679,8.958287036,8.738432054
RAM,cT,2014,2014.cT,4,307.9411169,12.31764467,6.969838262
RAM,cT,2014,2014.cT,4,342.9344256,13.71737702,8.643895489
RAM,cT,2014,2014.cT,4,279.9464699,11.19785879,5.76019691
RAM,cT,2014,2014.cT,4,319.9388227,11.19785879,8.598311423
RAM,cT,2014,2014.cT,5,298.6095679,13.43743055,5.825621369
RAM,cT,2014,2014.cT,5,268.7486111,13.43743055,4.246877978
RAM,cT,2014,2014.cT,6,312.6068914,18.75641348,4.788430358
RID,aF,2008,2008.aF,60,234.2218798,140.5331279,0.268813456
RID,aF,2008,2008.aF,74,196.719141,145.5721643,0.153747778
RID,aF,2008,2008.aF,40,195.9625289,78.38501156,0.282249649
RID,aF,2008,2008.aF,70,231.9556465,162.3689525,0.225974372
RID,aF,2008,2008.aF,71,236.5744816,167.9678819,0.231752686
RID,aF,2008,2008.aF,57,225.9217125,128.7753761,0.263262146
RID,aF,2008,2008.aF,24,326.6042148,78.38501156,1.306711336
RID,aF,2008,2008.aF,68,222.310432,151.1710937,0.21367716
RID,aF,2008,2008.aF,59,227.7530602,134.3743055,0.258478105
RID,aF,2008,2008.aF,38,206.2763462,78.38501156,0.329202098
RID,aF,2008,2008.aF,50,201.5614583,100.7807292,0.238886886
RID,aF,2008,2008.aF,37,181.5868994,67.18715277,0.262008049
RID,aF,2008,2008.aF,68,238.7778714,162.3689525,0.246505475
RID,aF,2008,2008.aF,94,273.990162,257.5507523,0.234795309
RID,aF,2008,2008.aF,71,252.3461137,179.1657407,0.263683056
RID,aF,2008,2008.aF,49,205.6749575,100.7807292,0.253813129
RID,aF,2008,2008.aF,72,241.0650157,173.5668113,0.237292062
RID,aF,2008,2008.aF,65,215.3434384,139.9732349,0.209747725
RID,aF,2008,2008.aF,63,213.2925485,134.3743055,0.212303986
RID,aF,2008,2008.aF,29,154.4532248,44.79143518,0.241848441
RID,aF,2008,2008.aF,51,230.5441517,117.5775173,0.30639761
RID,aF,2008,2008.aF,44,241.7719512,106.3796585,0.390576838
RID,aF,2008,2008.aF,49,239.954117,117.5775173,0.34546787
RID,aF,2008,2008.aF,57,216.0990294,123.1764467,0.240867446
RID,aF,2008,2008.aF,32,174.9665437,55.98929397,0.281259615
RID,aF,2008,2008.aF,39,287.1245845,111.9785879,0.621474742
RID,aF,2008,2008.aF,58,193.0665309,111.9785879,0.188944095
RID,aF,2008,2008.aF,67,250.6983312,167.9678819,0.275788031
RID,aF,2008,2008.aF,87,270.2931433,235.1550347,0.246886951
RID,aF,2008,2008.aF,89,239.0554125,212.7593171,0.18877935
RID,aF,2008,2008.aF,48,209.9598524,100.7807292,0.27000923
RID,aF,2008,2008.aF,50,302.3421875,151.1710937,0.537495494
RID,aF,2008,2008.aF,64,219.5830123,140.5331279,0.221495462
RID,bE,2008,2008.bE,63,217.7361432,137.1737702,0.221242131
RID,bE,2008,2008.bE,81,269.5780821,218.3582465,0.263773687
RID,bE,2008,2008.bE,55,183.2376894,100.7807292,0.179479253
RID,bE,2008,2008.bE,70,283.9457052,198.7619936,0.338625687
RID,bE,2008,2008.bE,74,253.465047,187.5641348,0.255241782
RID,bE,2008,2008.bE,110,267.2216303,293.9437934,0.190852505
RID,bE,2008,2008.bE,98,294.229453,288.344864,0.259712913
RID,bE,2008,2008.bE,113,294.8108842,333.1362991,0.226128818
RID,bE,2008,2008.bE,95,268.1592501,254.7512876,0.222540618
RID,bE,2008,2008.bE,118,239.6151988,282.7459346,0.143052037
RID,bE,2008,2008.bE,124,284.4617355,352.732552,0.191855103
RID,bE,2008,2008.bE,110,264.6766624,291.1443287,0.18723453
RID,bE,2008,2008.bE,112,259.9502934,291.1443287,0.177382157
RID,bE,2008,2008.bE,112,244.9531611,274.3475405,0.157505384
RID,bE,2008,2008.bE,102,263.4790305,268.7486111,0.200096399
RID,bE,2008,2008.bE,126,244.3977118,307.9411169,0.139370564
RID,bE,2008,2008.bE,89,242.2008784,215.5587818,0.193779911
RID,bE,2008,2008.bE,70,263.9495287,184.7646701,0.292611286
RID,bE,2008,2008.bE,60,242.6202739,145.5721643,0.288436527
RID,bE,2008,2008.bE,74,287.5125907,212.7593171,0.328419811
RID,bE,2008,2008.bE,59,223.0082048,131.5748408,0.247820371
RID,bE,2008,2008.bE,38,338.8825688,128.7753761,0.888509744
RID,bE,2008,2008.bE,37,287.5125907,106.3796585,0.656839622
RID,bE,2008,2008.bE,92,237.3459201,218.3582465,0.180020948
RID,bE,2008,2008.bE,80,230.9558376,184.7646701,0.196026701
RID,bE,2008,2008.bE,68,255.2453108,173.5668113,0.28167867
RID,bE,2008,2008.bE,64,275.5723063,176.366276,0.348849816
RID,bE,2008,2008.bE,58,250.9864902,145.5721643,0.31931552
RID,bE,2008,2008.bE,47,250.1649305,117.5775173,0.391473463
RID,bE,2008,2008.bE,59,284.6913253,167.9678819,0.403872039
RID,bE,2008,2008.bE,86,263.6705123,226.7566406,0.237668708
RID,bE,2008,2008.bE,50,279.9464699,139.9732349,0.460815753
RID,bE,2008,2008.bE,56,192.9631024,108.0593374,0.195482484
RID,cT,2008,2008.cT,10,305.1416522,30.51416522,2.73747598
RID,cT,2008,2008.cT,14,255.9510582,35.83314814,1.375729828
RID,cT,2008,2008.cT,10,265.9491464,26.59491464,2.079431085
RID,cT,2008,2008.cT,14,277.9468522,38.91255931,1.622343506
RID,cT,2008,2008.cT,6,279.9464699,16.79678819,3.840131274
RID,cT,2008,2008.cT,30,298.6095679,89.58287036,0.873843205
RID,cT,2008,2008.cT,4,258.9504846,10.35801939,4.928568481
RID,cT,2008,2008.cT,7,171.9671172,12.0376982,1.242052955
RID,cT,2008,2008.cT,8,251.9518229,20.15614583,2.332879749
RID,cT,2008,2008.cT,9,293.1204214,24.91523582,2.971806699
RID,cT,2008,2008.cT,10,341.5346932,34.15346932,3.429390833
RID,cT,2008,2008.cT,16,208.210187,33.31362991,0.796583481
RID,cT,2008,2008.cT,9,239.5097576,21.55587818,1.873920849
RID,cT,2008,2008.cT,12,590.220474,70.82645688,8.534825093
RID,cT,2008,2008.cT,2,237.9544994,4.759089988,8.323484535
RID,cT,2008,2008.cT,6,279.9464699,16.79678819,3.840131274
RID,cT,2008,2008.cT,2,167.9678819,3.359357638,4.147341775
RID,cT,2008,2008.cT,10,279.9464699,27.99464699,2.304078764
RID,cT,2008,2008.cT,14,259.9502934,36.39304108,1.419057256
RID,cT,2008,2008.cT,4,349.9330873,13.99732349,9.000307672
RID,cT,2008,2008.cT,7,119.9770585,8.398394096,0.604568772
RID,cT,2008,2008.cT,5,324.737905,16.23689525,6.20073677
RID,cT,2008,2008.cT,18,242.6202739,43.6716493,0.961455089
RID,cT,2008,2008.cT,14,263.9495287,36.95293402,1.463056428
RID,cT,2008,2008.cT,14,247.9525876,34.71336226,1.2910902
RID,cT,2008,2008.cT,4,223.9571759,8.958287036,3.686526023
RID,cT,2008,2008.cT,11,271.9479993,28.55453993,2.070760001
RID,cT,2008,2008.cT,7,279.9464699,19.59625289,3.291541092
RID,cT,2008,2008.cT,5,223.9571759,11.19785879,2.949220818
RID,cT,2008,2008.cT,9,251.9518229,22.67566406,2.073670888
RID,cT,2008,2008.cT,5,195.9625289,9.798126445,2.257997189
RID,cT,2008,2008.cT,9,273.7254372,24.63528935,2.447570089
RID,aF,2009,2009.aF,68,230.5441517,156.7700231,0.229798208
RID,aF,2009,2009.aF,57,225.9217125,128.7753761,0.263262146
RID,aF,2009,2009.aF,53,200.7163369,106.3796585,0.223479096
RID,aF,2009,2009.aF,57,230.8330541,131.5748408,0.274832742
RID,aF,2009,2009.aF,60,139.9732349,83.98394096,0.096003282
RID,aF,2009,2009.aF,62,234.7938134,145.5721643,0.261414059
RID,aF,2009,2009.aF,76,257.8454328,195.9625289,0.257189139
RID,aF,2009,2009.aF,77,254.4967908,195.9625289,0.247298354
RID,aF,2009,2009.aF,61,229.4643196,139.9732349,0.253774409
RID,aF,2009,2009.aF,66,246.0135644,162.3689525,0.269601002
RID,aF,2009,2009.aF,66,241.7719512,159.5694878,0.260384559
RID,aF,2009,2009.aF,72,233.2887249,167.9678819,0.222229819
RID,aF,2009,2009.aF,76,243.111408,184.7646701,0.228635896
RID,aF,2009,2009.aF,73,241.5976384,176.366276,0.235076838
RID,aF,2009,2009.aF,77,254.4967908,195.9625289,0.247298354
RID,aF,2009,2009.aF,76,239.4279019,181.9652054,0.221760023
RID,aF,2009,2009.aF,75,261.2833719,195.9625289,0.267614482
RID,aF,2009,2009.aF,83,246.2179795,204.360923,0.214737931
RID,aF,2009,2009.aF,81,235.0167895,190.3635995,0.200474939
RID,aF,2009,2009.aF,72,225.5124341,162.3689525,0.20766142
RID,aF,2009,2009.aF,82,206.5458711,169.3676143,0.152955998
RID,aF,2009,2009.aF,38,162.074272,61.58822337,0.203231907
RID,aF,2009,2009.aF,66,216.3222722,142.7726996,0.208451904
RID,aF,2009,2009.aF,70,215.9587053,151.1710937,0.195880282
RID,aF,2009,2009.aF,77,218.1401064,167.9678819,0.181688587
RID,aF,2009,2009.aF,70,259.9502934,181.9652054,0.283811451
RID,aF,2009,2009.aF,64,183.7148709,117.5775173,0.155044363
RID,aF,2009,2009.aF,75,242.6202739,181.9652054,0.230749221
RID,aF,2009,2009.aF,71,256.2890217,181.9652054,0.271987527
RID,aF,2009,2009.aF,64,253.7014883,162.3689525,0.29567417
RID,aF,2009,2009.aF,73,222.4232226,162.3689525,0.19924376
RID,aF,2009,2009.aF,83,259.7093757,215.5587818,0.238915593
RID,aF,2009,2009.aF,89,261.0736741,232.35557,0.22515598
RID,bE,2009,2009.bE,102,268.9681769,274.3475405,0.208520596
RID,bE,2009,2009.bE,101,271.6312282,274.3475405,0.214775803
RID,bE,2009,2009.bE,102,271.7127502,277.1470052,0.21279783
RID,bE,2009,2009.bE,105,263.9495287,277.1470052,0.19507419
RID,bE,2009,2009.bE,104,269.1792979,279.9464699,0.204831763
RID,bE,2009,2009.bE,97,282.8325159,274.3475405,0.242456745
RID,bE,2009,2009.bE,97,282.8325159,274.3475405,0.242456745
RID,bE,2009,2009.bE,98,288.5162598,282.7459346,0.249724896
RID,bE,2009,2009.bE,101,282.7182171,285.5453993,0.232666332
RID,bE,2009,2009.bE,108,269.5780821,291.1443287,0.197830265
RID,bE,2009,2009.bE,103,282.6643968,291.1443287,0.228061683
RID,bE,2009,2009.bE,108,290.3148576,313.5400463,0.229436284
RID,bE,2009,2009.bE,108,279.9464699,302.3421875,0.213340626
RID,bE,2009,2009.bE,105,239.954117,251.9518229,0.161218339
RID,bE,2009,2009.bE,110,285.0364057,313.5400463,0.217147739
RID,bE,2009,2009.bE,105,287.9449404,302.3421875,0.232154408
RID,bE,2009,2009.bE,112,284.945514,319.1389756,0.213134108
RID,bE,2009,2009.bE,109,282.5147861,307.9411169,0.215279759
RID,bE,2009,2009.bE,111,252.2040269,279.9464699,0.168472253
RID,bE,2009,2009.bE,80,307.9411169,246.3528935,0.348491913
RID,bE,2009,2009.bE,109,272.2415212,296.7432581,0.199907716
RID,bE,2009,2009.bE,110,279.9464699,307.9411169,0.209461706
RID,bE,2009,2009.bE,124,248.3396104,307.9411169,0.146223655
RID,bE,2009,2009.bE,105,271.9479993,285.5453993,0.207076
RID,bE,2009,2009.bE,106,266.7414477,282.7459346,0.197343339
RID,bE,2009,2009.bE,101,277.1747226,279.9464699,0.223631615
RID,bE,2009,2009.bE,106,285.2284787,302.3421875,0.225645791
RID,bE,2009,2009.bE,108,290.3148576,313.5400463,0.229436284
RID,bE,2009,2009.bE,108,279.9464699,302.3421875,0.213340626
RID,bE,2009,2009.bE,104,279.9464699,291.1443287,0.221546035
RID,bE,2009,2009.bE,111,267.3362685,296.7432581,0.189295424
RID,bE,2009,2009.bE,102,279.9464699,285.5453993,0.225890075
RID,bE,2009,2009.bE,108,285.1306638,307.9411169,0.221315293
RID,cT,2009,2009.cT,21,263.9495287,55.42940103,0.975370952
RID,cT,2009,2009.cT,18,211.5151106,38.0727199,0.730731153
RID,cT,2009,2009.cT,21,277.280313,58.22886573,1.076381208
RID,cT,2009,2009.cT,14,309.9407345,43.39170283,2.017328437
RID,cT,2009,2009.cT,22,258.3142427,56.82913338,0.891705314
RID,cT,2009,2009.cT,18,413.6986721,74.46576098,2.795394325
RID,cT,2009,2009.cT,16,271.1981427,43.39170283,1.351452449
RID,cT,2009,2009.cT,19,207.7497487,39.47245225,0.667843562
RID,cT,2009,2009.cT,33,288.4296962,95.18179975,0.741162326
RID,cT,2009,2009.cT,23,254.38614,58.5088122,0.827192114
RID,cT,2009,2009.cT,12,303.2753424,36.39304108,2.253410365
RID,cT,2009,2009.cT,25,251.9518229,62.98795572,0.74652152
RID,cT,2009,2009.cT,31,279.9464699,86.78340566,0.743251214
RID,cT,2009,2009.cT,20,251.9518229,50.39036458,0.933151899
RID,cT,2009,2009.cT,24,279.9464699,67.18715277,0.960032818
RID,cT,2009,2009.cT,27,290.3148576,78.38501156,0.917745136
RID,cT,2009,2009.cT,26,301.4808137,78.38501156,1.027763855
RID,cT,2009,2009.cT,14,249.9522052,34.99330873,1.311998203
RID,cT,2009,2009.cT,27,243.6571127,65.78742042,0.646460142
RID,cT,2009,2009.cT,40,308.640983,123.4563932,0.700155535
RID,cT,2009,2009.cT,37,363.1737987,134.3743055,1.048032194
RID,cT,2009,2009.cT,27,290.3148576,78.38501156,0.917745136
RID,cT,2009,2009.cT,30,279.9464699,83.98394096,0.768026255
RID,cT,2009,2009.cT,36,295.4990515,106.3796585,0.713110797
RID,cT,2009,2009.cT,38,294.6804946,111.9785879,0.671841016
RID,cT,2009,2009.cT,36,291.6109061,104.9799262,0.694468185
RID,cT,2009,2009.cT,34,312.8813487,106.3796585,0.846501561
RID,cT,2009,2009.cT,28,299.9426463,83.98394096,0.944638706
RID,cT,2009,2009.cT,24,254.2847101,61.02833043,0.792093744
RID,cT,2009,2009.cT,24,163.3021074,39.19250578,0.326677834
RID,cT,2009,2009.cT,7,111.9785879,7.838501156,0.526646575
RID,cT,2009,2009.cT,9,233.2887249,20.99598524,1.777838553
RID,cT,2009,2009.cT,6,363.9304108,21.83582465,6.489821852
RID,aF,2013,2013.aF,76,176.8082968,134.3743055,0.120931383
RID,aF,2013,2013.aF,78,247.6449541,193.1630642,0.231159472
RID,aF,2013,2013.aF,56,234.9550729,131.5748408,0.289820403
RID,aF,2013,2013.aF,48,309.1075605,148.371629,0.585228339
RID,aF,2013,2013.aF,53,248.2544167,131.5748408,0.341873492
RID,aF,2013,2013.aF,46,194.7453703,89.58287036,0.24239507
RID,aF,2013,2013.aF,64,218.7081796,139.9732349,0.219734074
RID,aF,2013,2013.aF,47,202.5144676,95.18179975,0.256543834
RID,aF,2013,2013.aF,60,237.9544994,142.7726996,0.277449485
RID,aF,2013,2013.aF,79,248.0538341,195.9625289,0.228987685
RID,aF,2013,2013.aF,78,226.1106103,176.366276,0.192705723
RID,aF,2013,2013.aF,88,235.4095315,207.1603877,0.185145322
RID,aF,2013,2013.aF,71,252.3461137,179.1657407,0.263683056
RID,aF,2013,2013.aF,61,252.4107515,153.9705584,0.307067035
RID,aF,2013,2013.aF,65,215.3434384,139.9732349,0.209747725
RID,aF,2013,2013.aF,59,275.2016144,162.3689525,0.377395983
RID,aF,2013,2013.aF,64,253.7014883,162.3689525,0.29567417
RID,aF,2013,2013.aF,64,262.4498155,167.9678819,0.316417067
RID,aF,2013,2013.aF,50,251.9518229,125.9759114,0.37326076
RID,aF,2013,2013.aF,61,201.9286012,123.1764467,0.196522902
RID,aF,2013,2013.aF,48,244.9531611,117.5775173,0.367512563
RID,aF,2013,2013.aF,61,238.6428923,145.5721643,0.274482401
RID,bE,2013,2013.bE,72,233.2887249,167.9678819,0.222229819
RID,bE,2013,2013.bE,82,242.3926751,198.7619936,0.210655335
RID,bE,2013,2013.bE,92,231.2601273,212.7593171,0.170907462
RID,bE,2013,2013.bE,101,252.2289976,254.7512876,0.18518934
RID,bE,2013,2013.bE,86,224.6082142,193.1630642,0.172464673
RID,bE,2013,2013.bE,74,226.9836242,167.9678819,0.204693788
RID,bE,2013,2013.bE,80,230.9558376,184.7646701,0.196026701
RID,bE,2013,2013.bE,69,227.2029321,156.7700231,0.219951082
RID,bE,2013,2013.bE,79,219.7048245,173.5668113,0.179638503
RID,bE,2013,2013.bE,74,226.9836242,167.9678819,0.204693788
RID,bE,2013,2013.bE,82,245.8066565,201.5614583,0.216631076
RID,bE,2013,2013.bE,68,247.0115911,167.9678819,0.263798963
RID,bE,2013,2013.bE,82,238.9786938,195.9625289,0.20476317
RID,bE,2013,2013.bE,86,260.4153208,223.9571759,0.231836569
RID,bE,2013,2013.bE,74,226.9836242,167.9678819,0.204693788
RID,bE,2013,2013.bE,79,372.0807511,293.9437934,0.515222292
RID,bE,2013,2013.bE,80,216.9585141,173.5668113,0.172985913
RID,bE,2013,2013.bE,82,232.1507311,190.3635995,0.193229571
RID,bE,2013,2013.bE,80,237.9544994,190.3635995,0.208087113
RID,bE,2013,2013.bE,78,179.4528653,139.9732349,0.121381786
RID,bE,2013,2013.bE,76,265.2124451,201.5614583,0.272095611
RID,bE,2013,2013.bE,74,189.1530202,139.9732349,0.142148464
RID,cT,2013,2013.cT,14,163.9686466,22.95561053,0.564600059
RID,cT,2013,2013.cT,33,220.5638854,72.78608217,0.433413263
RID,cT,2013,2013.cT,21,127.9755291,26.87486111,0.229288305
RID,cT,2013,2013.cT,22,229.0471117,50.39036458,0.701090834
RID,cT,2013,2013.cT,16,164.468551,26.31496817,0.497041991
RID,cT,2013,2013.cT,19,176.8082968,33.59357638,0.483725531
RID,cT,2013,2013.cT,20,232.35557,46.471114,0.79363993
RID,cT,2013,2013.cT,20,204.360923,40.8721846,0.613921787
RID,cT,2013,2013.cT,18,146.1942676,26.31496817,0.349088477
RID,cT,2013,2013.cT,12,163.3021074,19.59625289,0.653355668
RID,cT,2013,2013.cT,14,179.9655878,25.19518229,0.680139868
RID,cT,2013,2013.cT,11,147.6081387,16.23689525,0.582338164
RID,cT,2013,2013.cT,18,164.8573656,29.67432581,0.443906533
RID,cT,2013,2013.cT,14,119.9770585,16.79678819,0.302284386
RID,cT,2013,2013.cT,11,203.5974326,22.39571759,1.107896626
RID,cT,2013,2013.cT,18,239.5097576,43.11175636,0.936960425
RID,cT,2013,2013.cT,18,258.1728555,46.471114,1.088669315
RID,cT,2013,2013.cT,18,251.9518229,45.35132812,1.036835444
RID,cT,2013,2013.cT,14,199.9617642,27.99464699,0.83967885
RID,cT,2013,2013.cT,22,226.5021438,49.83047164,0.685597592
RID,cT,2013,2013.cT,22,175.6027856,38.63261284,0.412085612
RID,cT,2013,2013.cT,24,202.9611907,48.71068576,0.50461725
RID,cT,2013,2013.cT,25,185.884456,46.471114,0.406343644
RID,cT,2013,2013.cT,16,223.9571759,35.83314814,0.921631506
RID,cT,2013,2013.cT,22,152.6980745,33.59357638,0.311595926
RID,cT,2013,2013.cT,20,173.5668113,34.71336226,0.442843938
RID,cT,2013,2013.cT,14,171.9671172,24.07539641,0.621026477
RID,cT,2013,2013.cT,10,235.1550347,23.51550347,1.625757976
RID,cT,2013,2013.cT,13,223.9571759,29.11443287,1.134315699
RID,cT,2013,2013.cT,16,150.4712276,24.07539641,0.416039222
RID,cT,2013,2013.cT,14,229.9560288,32.19384403,1.110475279
RID,cT,2013,2013.cT,22,249.406855,54.86950809,0.831268687
RID,aF,2014,2014.aF,58,217.1998473,125.9759114,0.23913237
RID,aF,2014,2014.aF,49,222.8145372,109.1791232,0.297877908
RID,aF,2014,2014.aF,56,194.9627201,109.1791232,0.199554927
RID,aF,2014,2014.aF,62,225.7632822,139.9732349,0.241691992
RID,aF,2014,2014.aF,58,241.3331637,139.9732349,0.295225148
RID,aF,2014,2014.aF,44,216.3222722,95.18179975,0.312677856
RID,aF,2014,2014.aF,52,161.5075788,83.98394096,0.147478869
RID,aF,2014,2014.aF,68,195.5508429,132.9745732,0.165332336
RID,aF,2014,2014.aF,66,262.9800171,173.5668113,0.308069635
RID,aF,2014,2014.aF,74,211.8513826,156.7700231,0.178311033
RID,aF,2014,2014.aF,94,265.0557002,249.1523582,0.219732235
RID,aF,2014,2014.aF,84,243.2868131,204.360923,0.207159657
RID,aF,2014,2014.aF,90,267.5044045,240.7539641,0.233758114
RID,aF,2014,2014.aF,94,262.0775463,246.3528935,0.214822173
RID,aF,2014,2014.aF,76,246.7949142,187.5641348,0.235616744
RID,aF,2014,2014.aF,68,222.310432,151.1710937,0.21367716
RID,aF,2014,2014.aF,74,261.0311678,193.1630642,0.270707535
RID,aF,2014,2014.aF,100,296.7432581,296.7432581,0.25888629
RID,aF,2014,2014.aF,66,254.4967908,167.9678819,0.288514746
RID,aF,2014,2014.aF,56,279.9464699,156.7700231,0.411442636
RID,aF,2014,2014.aF,55,279.9464699,153.9705584,0.418923412
RID,aF,2014,2014.aF,40,258.9504846,103.5801939,0.492856848
RID,aF,2014,2014.aF,45,248.8413065,111.9785879,0.40455704
RID,aF,2014,2014.aF,54,228.104531,123.1764467,0.283283575
RID,aF,2014,2014.aF,58,265.46648,153.9705584,0.357222429
RID,aF,2014,2014.aF,67,167.1322208,111.9785879,0.122572458
RID,aF,2014,2014.aF,37,189.1530202,69.98661747,0.284296928
RID,aF,2014,2014.aF,42,226.6233327,95.18179975,0.359506945
RID,aF,2014,2014.aF,38,202.59284,76.98527921,0.317549855
RID,aF,2014,2014.aF,36,311.0516332,111.9785879,0.790150468
RID,aF,2014,2014.aF,53,198.0753325,104.9799262,0.217636758
RID,aF,2014,2014.aF,57,201.3650046,114.7780526,0.20914162
RID,aF,2014,2014.aF,40,223.9571759,89.58287036,0.368652602
